 T(YR)=   100.00000000000000     
 ( H  He C  N  O  SI S  FE NA MG CL P F)
   1000000.0000000582        90000.000000000480        170.00000013163950        61.999999999142943        240.00000000131317        7.9999999941854846E-003   8.0000000158769249E-002   2.9999999999999996E-003   2.0000000000000013E-003   7.0000000000000201E-003   1.0000000000007405E-003   2.0000000000003039E-004   6.6800000004131437E-003
        4460   1.2695206526214831E-016
        4459   5.6803440778401093E-018
        6949   5.2513505357757362E-021
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.3260496593302230E-016
        6323  -1.1096059377068184E-016
        4455  -1.8803806230970179E-017
        6322  -1.4148957222260328E-018
        4457  -7.0744786111301638E-019
        4456  -7.0744786111301638E-019
 HCO+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   6.2900136865114831E-012
        2180   2.8301618570010455E-012
        1879   1.4211032523391074E-012
        1878   1.4211032523391074E-012
        2624   1.7563569242035390E-013
         700   1.0345137527974452E-013
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   6.2896640376187428E-012
        1745  -3.9780045651238702E-012
        2537  -7.6606974840429493E-013
        2552  -3.8370482156899980E-013
        2526  -3.6368252349493908E-013
        1762  -2.4112427250924526E-013
 HSO+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   4.6662743014603849E-016
        1736   3.6621349142061858E-016
        2204   1.0025096539144704E-016
        2138   1.6297333397290229E-019
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   4.4639413179184616E-016
        6580  -4.4636987181890895E-016
        3664  -8.9424620339558855E-021
        3660  -4.7813765511939610E-021
        3671  -4.6650225814709370E-021
        3666  -1.9581876156662191E-021
 H2S+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   5.8604145984652052E-018
        2997   3.6322061758222761E-018
        6151   1.7404281579740988E-018
        2842   4.4881992087239221E-019
        1721   2.4409592465066491E-020
        2186   6.2375155745656312E-021
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   5.8598255849994421E-018
        2162  -1.7929574020111380E-018
        2161  -1.7929574020111380E-018
        2160  -1.7190323103120507E-018
        2159  -4.4324164430410474E-019
        6556  -4.1218264036149911E-020
 HCS+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   6.7033378113914640E-017
        3259   2.8923914374285774E-017
        1720   1.5508621944285327E-017
         970   1.3769353962148450E-017
        2781   4.5957500732452724E-018
        2183   4.1671813161170894E-018
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   6.7027334715618023E-017
        2583  -3.1996422560394087E-017
        2582  -3.1996422560394087E-017
        6565  -2.4585017043389470E-018
        6564  -5.7552711653736174E-019
        2584  -4.2772581420322655E-022
 HPO+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   5.6159821896888180E-018
        2777   5.2417486603532282E-018
        2752   3.5317959053025047E-019
        1355   1.8328386052995719E-020
        1730   2.1426289598487670E-021
        2197   5.8285816474034417E-022
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   5.6167494274433134E-018
        6575  -2.2991792899323052E-018
        6574  -2.2991792899323052E-018
        2626  -1.0182242352963101E-018
        5937  -6.1414908151383351E-023
        5933  -3.2837466976513839E-023
 C2O+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   5.6280158254210460E-021
         944   4.1860626309473748E-021
         582   1.0141613509734524E-021
        2497   4.2779184350021863E-022
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   5.5931046002033055E-021
        6534  -5.5931046002033055E-021
 C2S+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   8.7245277000841540E-020
        5372   3.5744680990148222E-020
        5223   3.1400404854330457E-020
        2987   2.0100191156362867E-020
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   8.6840512327820179E-020
        6536  -4.3420256163910090E-020
        6535  -4.3420256163910090E-020
 C3+       
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   2.3746343123425241E-015
        1091   1.7642235060765323E-015
        1044   4.0145923755256053E-016
        1041   1.9798356920416851E-016
        1060   5.6772739223174364E-018
        2413   1.6197722120857270E-018
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   2.3746346560794379E-015
        1434  -2.3745841637540889E-015
        6537  -3.0700858256826143E-020
        1435  -1.9790405698487490E-020
        6162  -1.0613932325128749E-024
 CCP+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   4.4910123853247351E-021
         591   4.3774725119079691E-021
        5373   5.9626468511287922E-023
        5225   5.2074448806763002E-023
        1057   1.2190059115791349E-024
         617   6.1994791479622074E-025
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   4.4823011794944175E-021
        6539  -2.2411505897472087E-021
        6538  -2.2411505897472087E-021
 CHSi+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   2.1624508395919287E-021
        1732   7.3992522933141151E-022
        1372   7.0590570930928390E-022
        2784   2.1947609251724498E-022
        3012   2.1866095499024994E-022
        2199   1.9724332776480091E-022
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   2.1624508230512400E-021
        1467  -2.1624463497486795E-021
        6544  -2.2366512801691712E-027
        6543  -2.2366512801691712E-027
 CO2+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   4.3467714938051356E-017
        5476   4.1677314371836091E-017
        5513   1.7649308204558077E-018
        5495   1.2002046286512272E-020
        5391   8.3721252618947497E-021
        5094   2.7493452699440274E-021
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   4.3467713062315275E-017
        1474  -4.3462981163980149E-017
        1473  -1.7836386856854521E-021
        1472  -1.2085463668576208E-021
        5432  -1.0462563509935395E-021
        5431  -4.1674012650262794E-022
 H2Cl+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   6.0416774537704453E-017
        2184   4.9580036246465080E-017
        1000   1.0836738291239379E-017
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   6.0416906660453271E-017
        1477  -5.9389589305629596E-017
        6549  -7.5146238111561584E-019
        1478  -1.9235915358410763E-019
        6548  -8.3495820123957294E-020
 H2F+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   5.0985913308409374E-016
        2185   4.5302413726169267E-016
        1001   5.6834995142422049E-017
        2170   6.7997898488651612E-025
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   5.0954565868359276E-016
        6551  -2.5477282934179638E-016
        6550  -2.5477282934179638E-016
 H2O+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.4895119054764426E-012
        3182   1.0478701324310537E-012
        2172   4.4037008120495684E-013
        5226   7.7177904016125497E-016
        5427   3.6148633584793757E-016
        1726   9.2758150112976015E-017
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.4895119080029810E-012
        2142  -1.4885744137495740E-012
        2141  -6.4762492608177182E-016
        2150  -2.1468533083375160E-016
        1480  -3.7975697795614125E-017
        1481  -2.1250222535236411E-017
 HCN+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   3.2863526299334603E-014
         753   3.1877013074299262E-014
        5103   6.0763853509320600E-016
        3253   3.5953985473596889E-016
        2179   1.2668003574387933E-017
        5392   2.9836783724694426E-018
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   3.2863526290926639E-014
        1697  -3.2851309930055677E-014
        1696  -8.6849710075669109E-018
        1704  -2.8702172365915879E-018
        5174  -5.1651901591836034E-019
        6560  -7.5508025558216872E-020
 HCP+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   8.7077003997119033E-021
        5377   4.3774725119079691E-021
        5228   3.7596812163194393E-021
        1719   3.0969191292206865E-022
        2780   9.1651456246592351E-023
         968   8.6050551783290296E-023
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   8.7077005358082303E-021
        2581  -8.7072943958803760E-021
        2580  -3.7911939285245548E-025
        6563  -1.3509131331479584E-026
        6562  -1.3509131331479584E-026
        2579  -2.2723396597371778E-030
 HNC+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.2128257964565303E-013
        4759   8.8726481584972459E-014
         754   3.1877013074299262E-014
        6142   6.7602517814472886E-016
        2414   1.6197722120857270E-018
        2942   4.6893965709019157E-019
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.2128257955191876E-013
        2589  -1.2126841443877806E-013
        2596  -1.3622419349732796E-017
        6566  -3.5837077950442783E-019
        2595  -1.3113716499213008E-019
        5544  -1.5336699015246977E-020
 HNO+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   2.3995082316611246E-016
        2857   1.4534990283881810E-016
        2191   5.4216816176492976E-017
        1480   3.7975697795614125E-017
        3338   1.8178169243115428E-018
        4769   5.4738659283340210E-019
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   2.3996533754183850E-016
        2606  -1.7748088236572842E-016
        2613  -5.8679235920819241E-017
        6567  -2.3986717108436850E-018
        2612  -5.6923010676964746E-019
        2615  -4.4754297633942315E-019
 HNS+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   2.4152076827879060E-020
        1725   1.2761235053463944E-020
        3340   7.9252856787989117E-021
        2192   3.4655560956162017E-021
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   2.4356062300692375E-020
        6568  -2.4356062300692375E-020
 HNSi+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.6253672739065950E-020
        3396   1.5098637822333611E-020
        5530   1.0732129816589434E-021
        2201   7.9841150817993505E-023
        2877   1.9807842554007400E-024
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.6253671722328288E-020
        2621  -1.6250141502429107E-020
        2620  -3.4684565652987075E-024
        6570  -2.5211654244205213E-026
        6569  -2.5211654244205213E-026
        2622  -1.1340025394056936E-026
 HOC+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.8016149848407967E-013
        2181   1.6591636706651632E-013
        3255   5.9366068539306484E-015
         750   4.2824373162991623E-015
        3410   2.6753380626939787E-015
         587   1.3507491846395784E-015
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.8016148436745782E-013
        2624  -1.7563569242035390E-013
        2623  -4.1033487348698578E-015
        2625  -3.8223465184857873E-016
        6571  -4.0208560385482445E-017
 HPN+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.6488332110376326E-018
        1729   1.0512058863506103E-018
        2782   3.1220781525949270E-019
        2196   2.8541950942752940E-019
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.6395157350417709E-018
        6573  -8.1975786752088546E-019
        6572  -8.1975786752088546E-019
 HSiS+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   2.6278885372421562E-020
        1735   1.9086967259903045E-020
        2203   5.4225170438685286E-021
        1390   1.4544621111594658E-021
        3398   3.1493895749052139E-022
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   2.6188465862219453E-020
        6579  -1.3094232931109726E-020
        6578  -1.3094232931109726E-020
 NaH2+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   6.2700458487212503E-017
        6148   6.2700458487212503E-017
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   6.3075768851949269E-017
        6584  -2.5282591627582528E-017
        6583  -2.5282591627582528E-017
        3336  -1.2510585596784217E-017
 NCO+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   9.9729530594337773E-019
        3134   9.9081312301784302E-019
         945   4.1860626309473748E-021
         943   2.2613516516909401E-021
         941   3.4768642896473399E-023
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   9.9535880684499792E-019
        6585  -9.9535880684499792E-019
 NH2+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.3930523935530859E-014
        3136   1.3912205506118473E-014
        1724   1.3531833894777453E-017
        2190   2.9093993684012735E-018
        1023   1.7823034294566647E-018
        2632   8.5839672959411751E-020
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.3930523863640111E-014
        3345  -1.3916695211943782E-014
        3358  -1.0563891790402639E-017
        3338  -1.8178169243115428E-018
        3337  -8.6438596975372050E-019
        6586  -2.3990417276815380E-019
 NO2+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.7549462776272438E-019
        2602   1.6829042155884840E-019
        3166   6.6374601724853637E-021
        3367   5.6674603139062012E-022
        5337   3.0439415475332677E-058
        5250   9.1104929384957281E-062
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.7549465451855435E-019
        3365  -1.7547248350152522E-019
        3364  -1.8541139646007699E-023
        6588  -3.6298773831199412E-024
 HO2+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   2.2173662766529056E-015
        2193   2.2138782360649337E-015
         984   3.3853197896493582E-018
        3168   1.0134368632758204E-019
        3141   1.3771119950085698E-021
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   2.2173661483647393E-015
        3374  -2.2142518650265062E-015
        3373  -1.5681769218155914E-018
        3368  -9.3396694628462722E-019
        3383  -5.1662909456804289E-019
        3375  -5.9482801575789487E-020
 OCS+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   3.6793268083064745E-017
        2583   3.1996422560394087E-017
          93   4.3528328891871700E-018
        5378   4.4398190249931222E-019
        5506   1.7360800796219231E-023
        5549   1.0760350345910968E-023
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   3.6530506026553460E-017
        6590  -3.0387139921014374E-017
        6591  -5.0295955731334145E-018
        6592  -1.1002240316229346E-018
        5350  -1.3546500782737607E-020
 PH2+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.2231657107703009E-020
        6150   1.2187489502953646E-020
        1728   3.5195526989524692E-023
        2195   8.9718427176457755E-024
        5265   2.3504219296268654E-028
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.2277922511584744E-020
        3389  -7.3748227447842900E-021
        6594  -2.4515492637440397E-021
        6593  -2.4515492637440397E-021
        3391  -1.0993900095875115E-027
        3390  -1.3992236485659238E-028
 HS2+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.1806612520441762E-022
        1731   5.9046846176858557E-023
        2990   2.8492402254925208E-023
        2783   1.5261114393847417E-023
        1011   8.6020271673518069E-024
        2198   6.3904493258890535E-024
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.1816026689735628E-022
        3392  -9.7906934050497306E-023
        6596  -1.0126663693040699E-023
        6595  -1.0126663693040699E-023
        3393  -5.4607775707994749E-030
 SiC2+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.2250207046982436E-018
        1025   7.0020727683520956E-019
        2919   5.2446946024735644E-019
        5075   1.8731606319242433E-022
        5266   8.1744373706661773E-023
         621   3.8216320194088796E-023
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.2250207267376849E-018
        3394  -1.2250181926276395E-018
        6598  -1.2670550227012898E-024
        6597  -1.2670550227012898E-024
 SiH2+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   4.6342412474265661E-019
        6154   4.6330738775705299E-019
        1733   6.6587391973468885E-023
        2785   1.9361280167830488E-023
        2200   1.6665119649633758E-023
        4785   1.4121760074117526E-023
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   4.6329337381386446E-019
        3397  -2.5283060647767512E-019
        4784  -1.8453239866984279E-019
        3396  -1.5098637822333611E-020
        6601  -3.8133726975342934E-021
        6599  -3.8133726975342934E-021
 SiNC+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   3.6408961181797143E-017
        3014   3.6070522862752151E-017
        3015   2.7611911729744514E-019
        3322   5.7175921447885605E-020
         594   5.0219191032916163E-021
        2774   1.1494832733673284E-022
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   3.6401404547052681E-017
        3400  -3.1860302056803901E-017
        6602  -4.5411024902487825E-018
 SO2+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   6.2067914224140606E-021
        5429   6.2067914224140606E-021
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   6.2066405105169579E-021
        3402  -5.9255084472923912E-021
        3401  -2.3636314018806218E-022
         752  -4.1521206818342851E-023
        6603  -3.0644219348679039E-024
        5351  -1.8329428329368366E-025
 HCNH+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   6.7774835250582212E-012
        1745   3.9780045651238702E-012
        2793   1.1539354252149765E-012
        2215   9.7945884649159552E-013
        1482   2.0990975826841722E-013
        4818   1.4668112384031485E-013
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   6.7759304290144170E-012
        4573  -6.0877005084432974E-012
        6812  -1.7115402835227780E-013
        6811  -1.7115402835227780E-013
        6810  -1.6108614433155557E-013
        4635  -7.6618878782967502E-014
 HC2N+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   5.1130882151516348E-014
        2889   4.8101893238351702E-014
        3407   3.0195942783485771E-015
        4664   6.5571814226880289E-018
        2206   1.7294297509209567E-018
        1097   7.5149348768367512E-019
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   5.1130881951760264E-014
        4677  -5.1130811904899970E-014
        6790  -3.5023430147252974E-020
        6789  -3.5023430147252974E-020
 C3H+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.1911685695428290E-013
        1470   7.0539933177760491E-014
         602   1.3130811769459093E-014
        2411   1.0619304375556181E-014
        1536   5.5161060746445925E-015
        2271   3.5418192794192084E-015
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.1911697735426333E-013
        6190  -5.4662039928010286E-014
        6189  -5.4662039928010286E-014
        3215  -9.6308836823316292E-015
        3241  -1.0200480768889644E-016
        6793  -1.8229307203456947E-017
 C4+       
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.1037782739967271E-014
        1121   8.3341634323973348E-015
         630   1.4656140845718302E-015
         628   1.2364020585133896E-015
        1125   6.1782821541439790E-019
         608   4.8091008489597399E-019
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.1037786079672284E-014
        3243  -1.1037522627098518E-014
        6800  -1.5807154425961003E-019
        6799  -1.0538102950640669E-019
 H2CO+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   3.6382874712267927E-016
        1746   2.0826972368753992E-016
        2216   5.1980828081442190E-017
        5383   5.0736199924834146E-017
        5532   3.3760410860723501E-017
        5356   1.4439264060609304E-017
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   3.6404029341088328E-016
        2766  -3.3240854149605467E-016
        6813  -1.2192385101013426E-017
        6814  -7.3154310606080546E-018
        6816  -3.6577155303040273E-018
        2765  -3.2327713561530647E-018
 CH3+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   4.3717329556644019E-014
        1442   3.0551557390037542E-014
        2317   1.0137727777505267E-014
        2891   2.9057672384305297E-015
        3325   3.8188022254565777E-017
        3324   3.8188022254565777E-017
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   4.3717134475564090E-014
        6195  -2.5485719303339079E-014
        3256  -5.9366068539306484E-015
        3255  -5.9366068539306484E-015
        3308  -8.4533218787561294E-016
        3307  -8.4533218787561294E-016
 C3N-      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.5485496966733700E-014
        6948   1.5391411840322025E-014
        6947   4.4719436209085044E-017
        4448   2.3061790665248405E-017
        4450   1.0099973073254209E-017
        4446   8.0547046457019213E-018
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.5477042483961025E-014
        3648  -1.2790896703792117E-014
        6316  -2.6466531851736152E-015
        5746  -1.0962857300852741E-017
        5744  -6.6114282679262961E-018
        4220  -5.6450092398270363E-018
 C4-       
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.9796736260954928E-016
        3619   1.2773922328567511E-016
        6950   6.3469870274404006E-017
        3625   6.7582690494701632E-018
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.9791548726635165E-016
        4460  -1.2695206526214831E-016
        6325  -5.3857441312476157E-017
        6327  -5.6803440778401093E-018
        4459  -5.6803440778401093E-018
        4458  -5.6803440778401093E-018
 H3O+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.5392555057619617E-012
        2142   1.4885744137495740E-012
        1743   3.8598572756853713E-014
        2213   8.6653475917471146E-015
        2898   2.0207108514864146E-015
        4812   7.6578368799070315E-016
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.5392138829074477E-012
        2793  -1.1539354252149765E-012
        2831  -1.5556880079288589E-013
        2826  -1.0823846643580110E-013
        6831  -3.5908858482936827E-014
        2816  -2.2116774678558611E-014
 H2NO+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.4573793924634069E-016
        2858   1.4534990283881810E-016
        6159   2.0819233100986639E-019
        1750   1.3657339507243093E-019
        2221   3.4660953862037818E-020
        3348   8.6097275782484540E-021
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.4556182171767906E-016
        6824  -7.2778273884338759E-017
        6823  -7.2778273884338759E-017
        3914  -1.9440289087479066E-021
        3910  -1.0394379315042535E-021
        3921  -1.0141433895838923E-021
 H3S+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   7.5022898800535276E-018
        6158   7.4159865550414440E-018
        1744   5.1445390466282787E-020
        2792   1.5077235136710805E-020
        2214   1.3273162029060359E-020
        4773   3.7677926557481034E-021
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   7.5006438715619091E-018
        2843  -6.6252952812331889E-018
        2842  -4.4881992087239221E-019
        6836  -2.7824668915074168E-019
        6835  -9.2748896383580569E-020
        2844  -5.0490007861235110E-020
 HC2S+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   8.9558575713259947E-016
        2892   4.1460584657441516E-016
        2993   4.1200471371191683E-016
        2318   6.6967097044625616E-017
        1738   1.2117936418881554E-018
        2787   3.6465131160890636E-019
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   8.9019587228074134E-016
        6838  -4.4508180949542908E-016
        6837  -4.4508180949542908E-016
        3954  -1.1888876421994081E-020
        3950  -6.3567722992074693E-021
        3961  -6.2020813469850505E-021
 HOCS+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   4.9255946882199620E-017
        1756   3.7437001818778914E-017
        2228   1.0635674995897542E-017
        3271   1.1832595445694176E-018
        3099   1.0509488154306742E-023
        2284   1.3465592971491409E-026
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   4.8617464062266623E-017
        6844  -2.4308071465542822E-017
        6843  -2.4308071465542822E-017
        3974  -4.8698180572431444E-022
        3970  -2.6038057281170190E-022
        3981  -2.5404425669833682E-022
 PCH2+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   2.9962699835554278E-019
        1747   1.5236980401442725E-019
        3258   5.2218276038678946E-020
        2794   4.5181480304267100E-020
        2217   4.1034478695799429E-020
        2581   8.7072943958803760E-021
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   2.9873817584459037E-019
        6857  -1.4936367602965182E-019
        6856  -1.4936367602965182E-019
        3994  -3.9897525541751601E-024
        3990  -2.1332502430720894E-024
        4001  -2.0813379681160287E-024
 H2S2+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.0002707871983436E-023
        1753   6.1963754088907073E-024
        2798   1.8664111518896161E-024
        2224   1.7748572694458466E-024
        5273   1.6506404106399779E-025
        1368   6.9326738120463481E-034
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   9.9601863178596090E-024
        6828  -4.9799127217998400E-024
        6827  -4.9799127217998400E-024
        5977  -1.3302176291795301E-028
        5973  -7.1124387847473244E-029
        5984  -6.9393588195622576E-029
 C2H2+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   8.6101913515291702E-014
         101   2.8384598537137451E-014
        1403   2.6055946968131552E-014
        2888   1.5142654564302555E-014
        1607   1.3719050665130361E-014
        5582   2.0155139789575739E-015
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   8.6110965158186675E-014
        6182  -5.1759585213161201E-014
        4568  -1.1158377984605414E-014
        3411  -5.3506761253879574E-015
        5357  -3.3841043322380661E-015
        3407  -3.0195942783485771E-015
 C2HO+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   5.3507305847066676E-015
        3411   5.3506761253879574E-015
        1740   1.7729697199982261E-020
        3219   1.4895649358532600E-020
        1407   9.7465042536351487E-021
        2789   5.2280045273669212E-021
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   5.3866951903775360E-015
        6786  -1.6160085571132606E-015
        6784  -1.6160085571132606E-015
        6785  -1.0773390380755072E-015
        6783  -1.0773390380755072E-015
 C2N2+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   3.9152340634214398E-019
         950   3.9152340634214398E-019
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   3.9039492069631095E-019
         755  -2.9701509503071138E-019
         756  -7.1283622807370717E-020
        6788  -1.1048101429114425E-020
        6787  -1.1048101429114425E-020
 C3N+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.7744934680160386E-015
        1086   1.7642235060765323E-015
        1084   3.0989452089568775E-018
        2935   3.0877966685467322E-018
        2415   1.6197722120857270E-018
        1095   7.5149348768367512E-019
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.7744934597960918E-015
        3242  -1.7744897890323211E-015
        6794  -3.6707637706225945E-021
 C3O+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.1108726006771165E-018
        5268   6.2996251578114260E-019
        5380   4.8091008489597399E-019
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.1403500609578344E-018
        6795  -1.1403500609578344E-018
 C3S+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   6.7757736826263862E-019
        5381   3.5197359757483829E-019
        5269   3.1264101989602252E-019
        2995   6.9770552405602822E-021
        2994   5.9856955512175333E-021
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   6.7355776846677219E-019
        6798  -2.2451925615559073E-019
        6797  -2.2451925615559073E-019
        6796  -2.2451925615559073E-019
 CH2Si+    
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   2.3196546317607362E-021
        1467   2.1624463497486795E-021
        3261   9.1176182959129672E-023
        6110   3.8216320194088796E-023
        6115   2.4523078705133223E-023
        3021   2.2143978244793234E-024
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   2.3195790804791206E-021
        3248  -1.1475650164735844E-021
        3249  -5.7378250823679218E-022
        3247  -5.4687530534995664E-022
        6802  -1.8173819307730374E-023
        6801  -1.8173819307730374E-023
 H2CCl+    
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   6.0556093535996806E-019
        3265   6.0556093535996806E-019
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   6.0415101245438668E-019
        6809  -6.0415101245438668E-019
 H2CS+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   8.4957291871283461E-021
        5272   5.6380953206816198E-021
        2218   2.7648846016076122E-021
        3266   7.6815096942219635E-023
        1459   9.7163517148083380E-024
        2996   6.2178161820867017E-024
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   8.3941530779258738E-021
        6819  -4.1962422428157397E-021
        6818  -4.1962422428157397E-021
        6817  -1.6685922943950291E-024
 H2NC+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   6.6462568316441613E-016
