 T(YR)=   100.00000000000000     
 ( H  He C  N  O  SI S  FE NA MG CL P F)
   1000000.0000000582        90000.000000000480        170.00000013163950        61.999999999142943        240.00000000131317        7.9999999941854846E-003   8.0000000158769249E-002   2.9999999999999996E-003   2.0000000000000013E-003   7.0000000000000201E-003   1.0000000000007405E-003   2.0000000000003039E-004   6.6800000004131437E-003
        6830  -2.2006514518474359E-022
        6829  -2.2006514518474359E-022
 HOCO+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   3.7842976751092738E-014
        2212   3.5119585354085170E-014
        2636   2.2279234646731310E-015
        1474   3.0999521051903772E-016
        4744   1.1645085490414716E-016
        1727   3.1878105038421448E-017
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   3.7842970335077986E-014
        2849  -2.2301876830775509E-014
        2848  -1.1830342665825006E-014
        2850  -2.1110253820676671E-015
        6839  -1.0716024024316356E-015
        6840  -4.2334909725694242E-016
 HNCO+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   8.7598711493357843E-020
         949   8.7598711493357843E-020
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   8.7616003844456225E-020
        6842  -8.7616003844456225E-020
 HSiO2+    
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.1853357191572794E-019
        1761   9.6719785057889011E-020
        2233   2.1813786857838919E-020
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.1850487922011964E-019
        6846  -5.9252439610059819E-020
        6845  -5.9252439610059819E-020
 HSO2+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   4.2112639876380005E-016
        2234   4.0998424275774929E-016
        3402   1.1142156006050741E-017
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   4.2113075865127151E-016
        2855  -3.3732087271454312E-016
        6849  -4.1727600657458387E-017
        6848  -2.0863800328729194E-017
        6847  -2.0863800328729194E-017
        2856  -3.5468462181160051E-019
 NaH2O+    
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   2.0870648784659904E-016
        3336   1.1753420521985501E-016
        1754   7.4838809487662086E-017
        2225   1.5917796604838209E-017
        6149   4.1567653424374777E-019
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   2.0869410682997813E-016
        6851  -1.0434705341498906E-016
        6850  -1.0434705341498906E-016
 NH3+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.8342189088536214E-014
        3345   1.8059289689636304E-014
        5293   8.9113370149407462E-017
        5384   6.1875655347146882E-017
        5274   5.7040436304132233E-017
         120   3.6776513923063876E-017
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.8342189257850178E-014
        2861  -1.5436573021405656E-014
        2865  -2.3222117174080267E-015
        6853  -1.7544857299288146E-016
        6852  -1.7544857299288146E-016
        2858  -1.0713209130653254E-016
 PC2H+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   3.6286024269417837E-020
        2754   3.3162055205481489E-020
        3412   3.0597848236692046E-021
        2790   3.2536787922084968E-023
        1741   2.5858755587129147E-023
        2210   5.7558498252949332E-024
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   3.6298636565330119E-020
        6855  -1.7604205971367835E-020
        6854  -1.7604205971367835E-020
        2872  -1.0902246225944466E-021
 PH3+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   3.7688132863993258E-021
        6160   3.7687654175694420E-021
        1757   3.9733304219564797E-026
        2229   8.1355256644169115E-027
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   3.7684889545554412E-021
        6859  -1.8477770011034476E-021
        6858  -1.8477770011034476E-021
        2873  -7.2934952348545987E-023
 PNH2+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   3.2846566629446876E-021
        2755   2.4662087150236462E-021
        1360   8.1844794792104116E-022
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   3.2847659320089505E-021
        6860  -3.2847659320089505E-021
 SiC2H+    
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.5182532172893169E-017
        5385   7.8912965095575906E-018
        3394   4.4479017237791251E-018
        5585   2.6789494935145397E-018
        3017   6.6049171895869302E-020
        2800   4.2383673348026371E-020
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.5182127995931537E-017
        6862  -6.8753495370807339E-018
        6861  -6.8753495370807339E-018
        6205  -1.4064321674257877E-018
        2874  -1.5638756718931457E-020
        2875  -9.3579976253502102E-021
 l-SiC3+   
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   7.9088235027786462E-018
         620   7.8912965095575906E-018
        2874   1.5638756718931457E-020
        2947   1.0726820383022019E-021
        1104   7.0231765763347081E-022
        1546   4.3997222865488349E-023
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   7.9084748827749604E-018
        6864  -3.9542374413874802E-018
        6863  -3.9542374413874802E-018
 SiH3+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.1571608766983655E-021
        6161   1.1571596117266666E-021
        2801   5.1951419299822744E-028
        1759   4.2576123398503731E-028
        4782   2.0586167902533644E-028
        2231   8.5382347722456685E-029
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.1571168719588750E-021
        2880  -4.4039426096238238E-022
        2879  -4.4039426096238238E-022
        2878  -1.0017174844046937E-022
        2877  -1.0017174844046937E-022
        6866  -3.4898075145484584E-023
 SiNCH+    
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   2.5178635647868522E-022
        2884   1.3830106448776280E-022
        6155   1.1345309785723137E-022
        2802   1.6366807994148104E-026
        1760   1.2930803964295164E-026
        2232   2.8965217325736764E-027
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   2.5178047897767146E-022
        2882  -2.1733587209474991E-022
        6868  -1.7222303441460767E-023
        6867  -1.7222303441460767E-023
 HSiNH+    
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   3.6518069111606177E-019
        2621   1.1072752533085043E-019
        2797   1.0349480254201758E-019
        1751   8.3227511434321542E-020
        3022   4.9682175749442015E-020
        2222   1.7948504310989678E-020
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   3.6508878386180148E-019
        6870  -1.8240609086641299E-019
        6869  -1.8240609086641299E-019
        2884  -1.3830106448776280E-022
        2883  -1.3830106448776280E-022
 HN2O+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   6.7587521680494799E-019
        4864   4.1747475679974834E-019
        4862   2.5839683300167263E-019
        4863   3.6270035270277367E-024
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   6.7584984630488241E-019
        6974  -3.6150108058168127E-019
        6975  -3.1434876572320109E-019
 C2H3+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   2.3610577786056066E-014
        1762   1.4392841803471419E-014
        2235   3.1179673447735229E-015
        2366   2.5528960854123045E-015
        2365   2.5250919770446567E-015
        4568   6.0265125695792408E-016
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   2.3610702208751105E-014
        2898  -6.8339277265588789E-015
        1482  -6.6598330097746211E-015
        2889  -3.5063342621375227E-015
        2890  -2.9779401232619233E-015
        6877  -1.2533969653590721E-015
 c-C3H2+   
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.0578883574070292E-015
        3215   9.1108673968519280E-016
        1784   9.7652188864353666E-017
        4829   2.1866357326012199E-017
        5533   1.1379629001001812E-017
        3004   1.0673490175641828E-017
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.0579213835474231E-015
        1540  -5.8869438842333921E-016
        1538  -3.3475996063499930E-016
        6885  -4.4472802427594173E-017
        6884  -3.5142843876350645E-017
        6883  -2.3511495549133707E-017
 l-C3H2+   
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.4718471934596237E-016
        1785   9.7652188864353666E-017
        4828   2.2107130562878494E-017
        5586   1.1487486883912795E-017
        3005   1.0673490175641828E-017
        2887   2.1049561103129761E-018
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.4718576427074218E-016
        4747  -7.0118432013407697E-017
        1541  -4.2875154431593513E-017
        1539  -2.4380876210116651E-017
        6889  -3.7146517865628833E-018
        6891  -3.6240505234759830E-018
 C4H+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   4.6778320012466842E-016
        1174   2.2368877856672455E-016
        3243   9.1317730245478340E-017
         631   3.4990771724875449E-017
         629   3.4595488246889015E-017
        2954   3.3374602548795328E-017
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   4.6778320248383969E-016
        1611  -4.6769113700782022E-016
        1610  -7.8687161306166536E-020
        6898  -4.9883129035271914E-021
        6899  -2.7435720969399555E-021
        6901  -2.3694486291754163E-021
 C5+       
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   3.3606592454397795E-016
        2434   3.1050106027227714E-016
         634   2.5395721900592349E-017
        1780   1.0667565111096569E-019
        1157   2.3775279799396706E-020
         632   2.1707929879804021E-020
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   3.3606592401208706E-016
        2276  -3.3606353923270590E-016
        6910  -2.0270624739861087E-021
        6911  -3.5771690717401918E-022
 HC3O+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   7.2197242755694654E-017
        4633   2.7762894357166261E-017
        4632   2.7762894357166261E-017
        3224   7.7575069703412768E-018
        2806   4.5134250331650794E-018
        1766   3.5824279883545893E-018
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   7.2210954190604103E-017
        6925  -3.6105477095302052E-017
        6924  -3.6105477095302052E-017
 C4H-      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   2.2666856305459915E-016
        3528   1.6630723188466129E-016
        6934   5.8469925255635558E-017
        4444   1.8914059143023324E-018
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   2.2666982811753513E-016
        3527  -2.2108926501820865E-016
        6279  -1.3492164614258848E-018
        5653  -8.3822809097869409E-019
        3679  -5.9235797161438763E-019
        3678  -5.9235797161438763E-019
 C5-       
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.4366294360871080E-017
        3620   1.0818179079884107E-017
        6935   3.1554512006798864E-018
        3627   3.9266408030708828E-019
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.4366399183958613E-017
        3619  -1.1892817658586466E-017
        6318  -7.6081820307929328E-019
        3626  -7.6081820307929328E-019
        3625  -7.6081820307929328E-019
        6281  -4.4896059857091188E-020
 NH4+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   5.2517014402633837E-014
        2861   1.5436573021405656E-014
        3330   1.4903178676382877E-014
        3329   1.4903178676382877E-014
        2865   2.3222117174080267E-015
        2814   2.2855806110619766E-015
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   5.2516871671651083E-014
        6930  -3.6248463103350550E-014
        6928  -1.1047150660068741E-014
        6929  -5.1783518719072218E-015
        4857  -2.5744673983596252E-017
        4852  -9.8558235449817344E-018
 H3CS+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.5000719296219494E-017
        2505   1.1921409362414319E-017
        2245   2.5992347935105962E-018
        3003   3.8057940993135747E-019
        3280   9.4689972910054638E-020
        1016   2.7320605591167934E-021
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.4998881617865212E-017
        6919  -7.4992278578046228E-018
        6918  -7.4992278578046228E-018
        3721  -2.0807020956393218E-022
        3706  -1.8134879412717510E-022
        3707  -2.2103257440475423E-023
 H2COH+    
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.5734306247475010E-013
        3328   1.3598058573749074E-013
        2810   1.0738181722167172E-014
        2504   8.7575841032696784E-015
        2244   1.7642843038081092E-015
        2643   9.9422797752920662E-017
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.5733922265518247E-013
        2296  -4.1264130782985861E-014
        6917  -3.8540991898417085E-014
        6916  -3.8540991898417085E-014
        6915  -3.8540991898417085E-014
        2298  -3.6281261133903345E-016
 H3S2+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.1606994132542357E-020
        3392   9.2407996328480410E-021
        2811   1.2010154440890341E-021
        2506   9.4813266236602538E-022
        2246   2.1704639323925753E-022
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.1601869517647498E-020
        6921  -5.8006053261219794E-021
        6920  -5.8006053261219794E-021
        4081  -3.2188198270246660E-025
        4066  -2.8054429097126825E-025
        4067  -3.4193459717438379E-026
 HC3S+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   8.2150749350304021E-017
        3001   2.8980738716621811E-017
        3000   2.8655944979988340E-017
        2368   1.0961547873703154E-017
        2367   1.0842163435496231E-017
        2808   1.0666379462740563E-018
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   8.2153822448394707E-017
        6927  -4.1074578483284460E-017
        6926  -4.1074578483284460E-017
        4101  -2.2792736305172383E-021
        4086  -1.9865579279534710E-021
        4087  -2.4212678950145374E-022
 PC3H+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   5.2463353741138465E-021
        1542   4.8881127410390824E-021
        1543   3.5600575234357316E-022
        2807   1.1255866984666548E-024
        1767   8.8744152534628375E-025
        2240   2.0385250737836535E-025
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   5.2486665383702081E-021
        6336  -1.7495555127900693E-021
        6335  -1.7495555127900693E-021
        6334  -1.7495555127900693E-021
 PCH3+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   8.2473403830834026E-023
        1363   8.2473400232165652E-023
        6116   3.5986683780263745E-030
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   8.2466592436237848E-023
        6339  -4.1233296218118924E-023
        6338  -2.0616648109059462E-023
        6337  -2.0616648109059462E-023
 PNH3+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   8.1844794792104116E-022
        1362   8.1844794792104116E-022
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   8.1837328648992084E-022
        6340  -8.1837328648992084E-022
 SiC2H2+   
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   3.4546297162856380E-016
        2815   1.7523680737840572E-016
        2510   1.3928806406090738E-016
        2250   3.0928779195831282E-017
        5425   8.6320584820575858E-021
        2894   5.2367567304974345E-022
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   3.4540551000354208E-016
        6342  -1.7257191025434240E-016
        6341  -1.7257191025434240E-016
        2301  -2.6168949485728941E-019
 SiC3H+    
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   3.4827156071285866E-019
        2301   2.6168949485728941E-019
        2417   5.0955477684537642E-020
        3025   1.6442258345553649E-020
        3024   1.6321800772395224E-020
        5588   1.0726820383022019E-021
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   3.4822748744166489E-019
        6345  -1.1601718600196723E-019
        6344  -1.1601718600196723E-019
        6343  -1.1601718600196723E-019
        2302  -1.7592943576317071E-022
 SiC4+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   6.4509913406799407E-021
        2418   6.2434649305935964E-021
        2302   1.7592943576317071E-022
        1788   2.6539006262343634E-023
        3026   4.9824786182245352E-024
        5281   7.5489442605304744E-026
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   6.4507776444836924E-021
        6347  -3.2253888222418462E-021
        6346  -3.2253888222418462E-021
 SiCH3+    
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   3.8331548927630153E-021
        2512   3.1560549194163834E-021
        2252   6.7641340263200239E-022
        1824   4.8137020060877419E-025
        5413   1.3662377008732736E-025
        5589   6.8481652918017673E-026
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   3.8330532055729482E-021
        2304  -3.2582948873022424E-021
        6349  -2.8716143213098089E-022
        6348  -2.8716143213098089E-022
        2303  -4.3545400874393614E-025
 SiH4+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.5334578640001149E-029
        5535   1.5331468616277068E-029
        2253   3.1100216868438956E-033
        4787   2.0372386086561311E-039
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.5334579285303063E-029
        2307  -1.5329785271273392E-029
        2306  -4.3225468740719903E-033
        2308  -4.0228635041846811E-034
        6351  -3.3722873757636170E-035
        6350  -3.3722873757636170E-035
 CH2CN+    
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   3.8515061417809095E-015
        4677   3.6557182552374082E-015
        2936   1.2480538376124047E-016
        2950   6.9901811159604595E-017
        1454   3.7977907412143670E-019
        3264   1.8727109131004519E-019
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   3.8517820604319338E-015
        6873  -1.2839273534773113E-015
        6872  -1.2839273534773113E-015
        6871  -1.2839273534773113E-015
 H2CCO+    
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   3.6288208285731128E-014
        5079   1.8779297201257094E-014
         127   8.2976318812205812E-015
        5277   6.2332811770350079E-015
        2890   2.9779401232619233E-015
        1408   3.8082327125537263E-020
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   3.6289874932398918E-014
        6876  -1.2096624977466305E-014
        6875  -1.2096624977466305E-014
        6874  -1.2096624977466305E-014
 HC3N+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   3.4389067651813405E-015
        6117   2.3518664348836879E-015
        3242   4.8882173867117762E-016
        1538   3.3475996063499930E-016
        2408   2.2103225889890674E-016
        1539   2.4380876210116651E-017
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   3.4389076864589842E-015
        1608  -2.4532787540102866E-015
        1607  -9.8131150160411462E-016
        6895  -2.1587154222913033E-018
        6897  -1.0793577111456517E-018
        6896  -1.0793577111456517E-018
 C4N+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   3.7508836867285197E-015
        2412   3.4810078494414306E-015
        2407   2.2103225889890674E-016
         642   3.9869355678376141E-017
        2416   8.8833374690773541E-018
        6121   9.0885240728825050E-020
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   3.7508836502451914E-015
        2271  -1.2502466246473513E-015
        2270  -1.2502466246473513E-015
        2269  -1.2502466246473513E-015
        2273  -4.9741174639505773E-020
        2272  -4.9741174639505773E-020
 C4P+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   4.7120084576554425E-027
        5278   4.7120084576554425E-027
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   4.7133736008475861E-027
        6906  -2.3566868004237931E-027
        6905  -2.3566868004237931E-027
 C4S+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   4.3101795820790516E-017
        5388   2.5395721900592349E-017
        5279   1.7697331181432620E-017
        3002   8.7427387655469245E-021
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   4.3122917115597859E-017
        6909  -1.4374305705199286E-017
        6908  -1.4374305705199286E-017
        6907  -1.4374305705199286E-017
 HCOOH+    
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.9031632413613642E-017
         137   1.1254918221791742E-017
        5587   7.7767141918218988E-018
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.9025066937129889E-017
        6912  -1.9025066937129889E-017
 CH4+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.0575244339112786E-018
        5511   7.6501404762954356E-019
        2243   2.4647480888575693E-019
        5540   3.3387837973967953E-020
        3278   7.5216792153400400E-021
        5542   3.3963895513673596E-021
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.0575244091281448E-018
        2280  -1.0419546382487723E-018
        2279  -1.0108836427669923E-020
        2278  -4.1321821249663371E-021
        2282  -9.1000644139789427E-022
        6914  -1.3097827569031024E-022
 H3SiO+    
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.6625138006645737E-025
        2881   1.0985422962062857E-025
        2812   2.5233302852763479E-026
        2507   2.0143772604122773E-026
        1848   6.6489309804715710E-027
        2247   4.3711440084709719E-027
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.6614866250540480E-025
        6923  -8.3074331252702402E-026
        6922  -8.3074331252702402E-026
 PC2H2+    
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.9103255181101851E-020
        1359   1.7324077262352601E-020
        2753   1.6046155744587816E-021
        3389   1.7243964789765107E-022
        2813   1.0666421610989284E-024
        2508   8.4688650590451187E-025
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.9107182925581242E-020
        6933  -6.3690609751937477E-021
        6932  -6.3690609751937477E-021
        6931  -6.3690609751937477E-021
 C6+       
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   7.6060447408635360E-019
        1810   4.8783194082839264E-019
        2457   1.5787290887303611E-019
        2436   5.9338293976634471E-020
        1176   4.5141727886242183E-020
        1898   4.8584836848800743E-021
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   7.6060448225042754E-019
        1815  -7.5932862590049865E-019
        6220  -8.9553999433644128E-022
        6386  -3.0425308447398074E-022
        6385  -3.8031635559247593E-023
        6384  -3.8031635559247593E-023
 HC4N+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   4.5047779667971951E-017
        4670   2.0873944220898844E-017
        4669   2.0873944220898844E-017
        4665   2.6895088919533176E-018
        4660   6.1038152651572326E-019
        1782   8.0770522438069300E-025
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   4.5047779276783464E-017
        1843  -4.5047690599270429E-017
        6412  -4.4338756518438189E-023
        6411  -4.4338756518438189E-023
 C5H-      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.9338227609332217E-016
        6936   1.8103288017910111E-016
        3529   1.2349395784118447E-017
        3535   1.3010262293442878E-025
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.9338416054363678E-016
        3528  -1.6630723188466129E-016
        6283  -6.4807144694418670E-018
        3682  -4.6672377697663557E-018
        6300  -3.7828118286046648E-018
        5667  -3.3418085020179184E-018
 C6-       
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.2624596262388961E-017
        6937   1.1217706380532422E-017
        3621   1.3434667977617086E-018
        3630   6.3423084094830842E-020
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.2624679345091224E-017
        3620  -1.0818179079884107E-017
        6329  -3.9266408030708828E-019
        3629  -3.9266408030708828E-019
        3628  -3.9266408030708828E-019
        3627  -3.9266408030708828E-019
 CH3CO+    
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   4.1459261477437197E-013
        2816   2.0992034383417295E-013
        2513   1.6845189781734167E-013
        2255   3.6180373521568299E-014
        6192   3.9877409179503891E-017
        2445   6.3090042743072759E-020
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   4.1456379395397603E-013
        6357  -2.0727012552321585E-013
        6356  -2.0727012552321585E-013
        4140  -1.1501647708723782E-017
        4125  -1.0024548669528558E-017
        4126  -1.2218177740502662E-018
 C2H4+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   2.7975110212313434E-015
        6182   2.7954761105393258E-015
        2817   1.0085007919383759E-018
        2514   8.5228980549697971E-019
        2256   1.6155498273692310E-019
         659   7.9961039831308887E-021
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   2.7975828667781137E-015
        2315  -9.4559589013198902E-016
        2317  -7.4829781593779868E-016
        2316  -5.8200941239606558E-016
        6361  -3.0097798675711132E-016
        6363  -5.0108767524967721E-017
 HC3NH+    
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.5651185558204978E-013
        2826   7.7121366839887556E-014
        2526   6.1552454688397222E-014
        1633   1.3617153985102117E-014
        1608   2.4532787540102866E-015
        2648   6.9879057757441468E-016
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.5656918933281380E-013
        6368  -8.4557016052621657E-014
        6369  -4.7915642429818937E-014
        6367  -6.7645612842097327E-015
        6366  -6.7645612842097327E-015
        6211  -6.3299530174826767E-015
 HC4S+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.3560820970769855E-015
        2822   5.5347508013787511E-016
        2519   4.3271700565810017E-016
        1880   2.2513417527546215E-016
        2261   1.0171881493095397E-016
        3007   4.2693960702567311E-017
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.3564614897340060E-015
        6418  -4.5212815228109204E-016
        6417  -4.5212815228109204E-016
        6416  -4.5212815228109204E-016
        4200  -3.7633634226879035E-020
        4185  -3.2800534973127360E-020
 CH5+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.0080184717830991E-016
        6193   8.7083506280926589E-017
        1630   1.2028991419648577E-017
        2280   1.0419546382487723E-018
        2645   5.9098593384928828E-019
        2853   5.5995658116233189E-020
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.0080184161036566E-016
        1828  -7.7238775547056670E-017
        1821  -7.0849455746529829E-018
        1833  -6.9806532673006259E-018
        1834  -6.9703824624775271E-018
        1836  -8.5718246943993175E-019
 C4H2+     
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.0946894895829526E-015
        1611   4.6769113700782022E-016
        5414   2.1735074219059397E-016
         157   2.0062913098650895E-016
        4837   9.5977463967157380E-017
        5604   6.4040941053850973E-017
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.0946984306734378E-015
        4830  -5.8073203947354007E-016
        1783  -2.3969173630341351E-016
        1785  -9.7652188864353666E-017
        1784  -9.7652188864353666E-017
        6380  -2.8139029271900202E-017
 C5H+      
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.9730906005416179E-015
        2461   7.9137717617779326E-016
        2276   3.3606353923270590E-016
        4641   2.6379749978184128E-016
        4640   2.6379749978184128E-016
        2435   2.3287579520420781E-016
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.9731461901289894E-015
        1812  -8.1194053399197326E-016
        6382  -3.9552554239521211E-016
        6381  -3.9552554239521211E-016
        1811  -3.6936677032043186E-016
        1810  -4.8783194082839264E-019
 CH3CN+    
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   1.1690167316667047E-015
        2315   9.4559589013198902E-016
         150   1.5314282995945055E-016
        5590   6.9901811159604595E-017
        2254   3.4432030733843815E-019
        2444   3.1798614269871885E-020
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   1.1690231895063228E-015
        2309  -1.1317693823218272E-015
        6355  -1.2417935728165213E-017
        6352  -1.2417935728165213E-017
        6354  -6.2089678640826064E-018
        6353  -6.2089678640826064E-018
 c-C3H3+   
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   6.7954427012303849E-015
        6190   5.1710581692432745E-015
        2818   7.7952133189620808E-016
        2515   6.3004401819142844E-016
        2257   1.3252588247724223E-016
        3298   5.6898202677699474E-017
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   6.7959673669155171E-015
        2365  -2.5250919770446567E-015
        6373  -1.8675567224731007E-015
        6372  -1.8675567224731007E-015
        6371  -4.1441972984403085E-016
        2377  -6.0521914731315956E-017
 l-C3H3+   
 REACTIONS OF PRODUTION    Total flux (cm-3s-1) =   6.8703319424566842E-015
        6189   5.1710581692432745E-015
        2819   7.8696933836890955E-016
        2516   6.3517602405058344E-016
        2258   1.3378356498181599E-016
        4747   7.0118432013407697E-017
 REACTIONS OF DESTRUCTION    Total flux (cm-3s-1) =   6.8708556906340420E-015
        2366  -2.5528960854123045E-015
        6376  -1.8881206266660658E-015
        6375  -1.8881206266660658E-015
        6374  -4.1898295810780319E-016
