!
! 02-AUG-2019 17:41:36
! Input file  : serpens_cn10_conv.30m
! Input command: ANALYSE\PRINT area -15.8 -14.9 /OUTPUT smm9_cn10_blue_comp3.txt
!
 1    238.386   -226.500  0.47495    
 2    223.736   -226.500  0.47279    
 3    209.086   -226.500  0.47276    
 4    194.436   -226.500  0.47237    
 5    179.786   -226.500  0.46391    
 6    165.136   -226.500  0.40150    
 7    150.486   -226.500  0.30880    
 8    135.836   -226.500  0.25070    
 9    121.186   -226.500  0.14864    
 10    106.536   -226.500  0.12440    
 11     91.886   -226.500  0.12131    
 12     77.236   -226.500  0.12083    
 13     33.286   -211.850 -9.77430E-02
 14     47.936   -211.850  8.27931E-02
 15     62.586   -211.850  0.12091    
 16     77.236   -211.850  0.17913    
 17     91.886   -211.850  0.19167    
 18    106.536   -211.850  0.19315    
 19    121.186   -211.850  0.20440    
 20    135.836   -211.850  0.25189    
 21    150.486   -211.850  0.27186    
 22    165.136   -211.850  0.34028    
 23    179.786   -211.850  0.52741    
 24    194.436   -211.850  0.58782    
 25    209.086   -211.850  0.59563    
 26    223.736   -211.850  0.59658    
 27    238.386   -211.850  0.47412    
 28    253.036   -211.850  0.42638    
 29    267.686   -211.850  0.41773    
 30    267.686   -197.200  0.40649    
 31    253.036   -197.200  0.40434    
 32    238.386   -197.200  0.35490    
 33    223.736   -197.200  0.47003    
 34    209.086   -197.200  0.65729    
 35    194.436   -197.200  0.64206    
 36    179.786   -197.200  0.55238    
 37    165.136   -197.200  0.37460    
 38    150.486   -197.200  0.35105    
 39    135.836   -197.200  0.28762    
 40    121.186   -197.200  0.26470    
 41    106.536   -197.200  0.27086    
 42     91.886   -197.200  0.27932    
 43     77.236   -197.200  0.15195    
 44     62.586   -197.200  0.12530    
 45     47.936   -197.200  8.60797E-02
 46     33.286   -197.200  2.30144E-02
 47     18.636   -197.200  8.35342E-03
 48    -39.964   -182.550 -0.29507    
 49    -25.314   -182.550 -0.23908    
 50    -10.664   -182.550 -0.12228    
 51      3.986   -182.550  3.42857E-02
 52     18.636   -182.550  6.00383E-02
 53     33.286   -182.550  6.61552E-02
 54     47.936   -182.550  0.10248    
 55     62.586   -182.550  0.12891    
 56     77.236   -182.550  0.15260    
 57     91.886   -182.550  0.29308    
 58    106.536   -182.550  0.34945    
 59    121.186   -182.550  0.36704    
 60    135.836   -182.550  0.38329    
 61    150.486   -182.550  0.37591    
