!
! 02-AUG-2019 17:29:44
! Input file  : serpens_hcn10_conv.30m
! Input command: ANALYSE\PRINT area 8.7 10.3 /OUTPUT smm9_hcn10_red_comp2.txt
!
 1     33.286   -211.850  0.20874    
 2     47.936   -211.850  0.16451    
 3     62.586   -211.850  0.13936    
 4     77.236   -211.850  1.23445E-04
 5     91.886   -211.850 -6.11540E-03
 6    106.536   -211.850  0.69799    
 7    121.186   -211.850   1.0489    
 8    135.836   -211.850   1.0887    
 9    150.486   -211.850  0.66378    
 10    165.136   -211.850  0.39828    
 11    179.786   -211.850  0.45963    
 12    194.436   -211.850  0.53468    
 13    209.086   -211.850  0.42229    
 14    223.736   -211.850  0.56445    
 15    238.386   -211.850  0.33942    
 16    238.386   -197.200  0.35313    
 17    223.736   -197.200  0.35407    
 18    209.086   -197.200  0.40380    
 19    194.436   -197.200  0.53055    
 20    179.786   -197.200  0.43800    
 21    165.136   -197.200  0.39731    
 22    150.486   -197.200  0.67713    
 23    135.836   -197.200   1.0852    
 24    121.186   -197.200   1.0815    
 25    106.536   -197.200  0.70259    
 26     91.886   -197.200 -1.23564E-03
 27     77.236   -197.200  2.07095E-02
 28     62.586   -197.200  0.13923    
 29     47.936   -197.200  0.17960    
 30     33.286   -197.200  0.16683    
 31     18.636   -197.200  6.04127E-02
 32     18.636   -182.550  5.65755E-02
 33     33.286   -182.550  2.93213E-02
 34     47.936   -182.550  0.13984    
 35     62.586   -182.550  0.10946    
 36     77.236   -182.550  9.20587E-02
 37     91.886   -182.550  0.16332    
 38    106.536   -182.550  0.73966    
 39    121.186   -182.550   1.4555    
 40    135.836   -182.550   1.4988    
 41    150.486   -182.550  0.80159    
 42    165.136   -182.550  0.29981    
 43    179.786   -182.550  0.13611    
 44    194.436   -182.550  0.15345    
 45    209.086   -182.550  0.14393    
 46    223.736   -182.550  6.32101E-02
 47    238.386   -182.550  7.19688E-02
 48    238.386   -167.900 -2.74997E-02
 49    223.736   -167.900 -1.28272E-02
 50    209.086   -167.900  6.93670E-02
 51    194.436   -167.900  3.45507E-02
 52    179.786   -167.900  8.15609E-02
 53    165.136   -167.900  0.39149    
 54    150.486   -167.900  0.91553    
 55    135.836   -167.900   1.4609    
 56    121.186   -167.900   1.3836    
 57    106.536   -167.900  0.82850    
 58     91.886   -167.900  0.47023    
 59     77.236   -167.900  0.30506    
 60     62.586   -167.900  0.16384    
 61     47.936   -167.900  0.21028    
 62     33.286   -167.900  0.26722    
 63     18.636   -167.900  0.26821    
 64     18.636   -153.250  0.30617    
 65     33.286   -153.250  0.32643    
 66     47.936   -153.250  0.22831    
 67     62.586   -153.250  0.31875    
 68     77.236   -153.250  0.27627    
 69     91.886   -153.250  0.57228    
 70    106.536   -153.250   1.1528    
 71    121.186   -153.250   1.3800    
 72    135.836   -153.250   1.2456    
 73    150.486   -153.250  0.89170    
 74    165.136   -153.250  0.55277    
 75    179.786   -153.250  0.12145    
 76    194.436   -153.250  0.15281    
 77    209.086   -153.250  0.15727    
 78    223.736   -153.250 -1.14075E-02
 79    238.386   -153.250 -2.20245E-02
 80    238.386   -138.600  5.85703E-02
 81    223.736   -138.600  7.27431E-02
 82    209.086   -138.600  0.20597    
 83    194.436   -138.600  0.25704    
 84    179.786   -138.600  0.33695    
 85    165.136   -138.600  0.54990    
 86    150.486   -138.600  0.79371    
 87    135.836   -138.600   1.2817    
 88    121.186   -138.600   1.6457    
 89    106.536   -138.600   1.3369    
 90     91.886   -138.600  0.75361    
 91     77.236   -138.600  0.58618    
 92     62.586   -138.600  0.59374    
 93     47.936   -138.600  0.65058    
 94     33.286   -138.600  0.52331    
 95     18.636   -138.600  0.57876    
 96      3.986   -138.600  0.38912    
 97    -10.664   -138.600  0.28691    
 98    -25.314   -138.600  0.36670    
 99    -39.964   -138.600  0.14458    
 100    -54.614   -138.600  0.13672    
 101    -69.264   -138.600 -0.17720    
 102    -83.914   -138.600 -0.39881    
 103    -83.914   -123.950 -0.17402    
 104    -69.264   -123.950 -0.15218    
 105    -54.614   -123.950  0.13631    
 106    -39.964   -123.950  0.14291    
 107    -25.314   -123.950  0.35191    
 108    -10.664   -123.950  0.28664    
 109      3.986   -123.950  0.39638    
 110     18.636   -123.950  0.86152    
 111     33.286   -123.950   1.2236    
 112     47.936   -123.950   1.3281    
 113     62.586   -123.950   1.2586    
 114     77.236   -123.950   1.1242    
 115     91.886   -123.950   1.1346    
 116    106.536   -123.950   1.4470    
 117    121.186   -123.950   1.4562    
 118    135.836   -123.950   1.0218    
 119    150.486   -123.950  0.53336    
 120    165.136   -123.950  0.42349    
 121    179.786   -123.950  0.24380    
 122    194.436   -123.950  0.23425    
 123    209.086   -123.950  7.01528E-02
 124    223.736   -123.950  0.28270    
 125    238.386   -123.950  0.29808    
 126    238.386   -109.300  0.20615    
 127    223.736   -109.300  0.19922    
 128    209.086   -109.300  0.28160    
 129    194.436   -109.300  0.40144    
 130    179.786   -109.300  0.48434    
 131    165.136   -109.300  0.49858    
 132    150.486   -109.300  0.61853    
 133    135.836   -109.300  0.72092    
 134    121.186   -109.300   1.0584    
 135    106.536   -109.300   1.2726    
 136     91.886   -109.300   1.4689    
 137     77.236   -109.300   1.5779    
 138     62.586   -109.300   1.7568    
 139     47.936   -109.300   1.7393    
 140     33.286   -109.300   1.4170    
 141     18.636   -109.300  0.90475    
 142      3.986   -109.300  0.54319    
 143    -10.664   -109.300  0.32818    
 144    -25.314   -109.300  0.28650    
 145    -39.964   -109.300  0.27078    
 146    -54.614   -109.300  0.28077    
 147    -69.264   -109.300  0.11119    
 148    -83.914   -109.300  9.61731E-02
 149    -83.914    -94.650  0.10083    
 150    -69.264    -94.650  0.11119    
 151    -54.614    -94.650  0.31369    
 152    -39.964    -94.650  0.22868    
 153    -25.314    -94.650  0.34991    
 154    -10.664    -94.650  0.43794    
 155      3.986    -94.650  0.57833    
 156     18.636    -94.650  0.64857    
 157     33.286    -94.650  0.94750    
 158     47.936    -94.650   1.2341    
 159     62.586    -94.650   1.3521    
 160     77.236    -94.650   1.3599    
 161     91.886    -94.650   1.0737    
 162    106.536    -94.650  0.87916    
 163    121.186    -94.650  0.74798    
 164    135.836    -94.650  0.73802    
 165    150.486    -94.650  0.78275    
 166    165.136    -94.650  0.73008    
 167    179.786    -94.650  0.51041    
 168    194.436    -94.650  0.59463    
 169    209.086    -94.650  0.25829    
 170    223.736    -94.650  0.14162    
 171    238.386    -94.650  0.13482    
 172    238.386    -80.000  0.37070    
 173    223.736    -80.000  0.36396    
 174    209.086    -80.000  0.51050    
 175    194.436    -80.000  0.68976    
 176    179.786    -80.000  0.71881    
 177    165.136    -80.000  0.71936    
 178    150.486    -80.000  0.81455    
 179    135.836    -80.000  0.62576    
 180    121.186    -80.000  0.39103    
 181    106.536    -80.000  0.45076    
 182     91.886    -80.000  0.48447    
 183     77.236    -80.000  0.59455    
 184     62.586    -80.000  0.64458    
 185     47.936    -80.000  0.50827    
 186     33.286    -80.000  0.47461    
 187     18.636    -80.000  0.58419    
 188      3.986    -80.000  0.51392    
 189    -10.664    -80.000  0.41240    
 190    -25.314    -80.000  0.47425    
 191    -39.964    -80.000  0.46975    
 192    -54.614    -80.000  0.35374    
 193    -69.264    -80.000  0.14913    
 194    -83.914    -80.000  0.14124    
 195    -83.914    -65.350  0.21278    
 196    -69.264    -65.350  0.22253    
 197    -54.614    -65.350  0.38371    
