!
! 02-AUG-2019 17:28:55
! Input file  : serpens_hcn10_conv.30m
! Input command: ANALYSE\PRINT area 3.0 6.5 /OUTPUT smm9_hcn10_blue_comp2.txt
!
 1     33.286   -211.850 -0.10316    
 2     47.936   -211.850  0.42046    
 3     62.586   -211.850  0.42126    
 4     77.236   -211.850  0.76068    
 5     91.886   -211.850  0.87722    
 6    106.536   -211.850   1.2432    
 7    121.186   -211.850   1.8045    
 8    135.836   -211.850   2.1032    
 9    150.486   -211.850   2.0030    
 10    165.136   -211.850   2.1438    
 11    179.786   -211.850   2.3268    
 12    194.436   -211.850   2.5102    
 13    209.086   -211.850   1.4264    
 14    223.736   -211.850   1.1659    
 15    238.386   -211.850  0.74147    
 16    238.386   -197.200  0.81124    
 17    223.736   -197.200  0.83104    
 18    209.086   -197.200   1.3957    
 19    194.436   -197.200   2.5043    
 20    179.786   -197.200   2.3045    
 21    165.136   -197.200   2.1434    
 22    150.486   -197.200   1.9846    
 23    135.836   -197.200   2.1432    
 24    121.186   -197.200   1.8696    
 25    106.536   -197.200   1.2502    
 26     91.886   -197.200  0.87772    
 27     77.236   -197.200  0.76227    
 28     62.586   -197.200  0.42171    
 29     47.936   -197.200  0.46270    
 30     33.286   -197.200  3.08810E-02
 31     18.636   -197.200  0.31905    
 32     18.636   -182.550  0.11262    
 33     33.286   -182.550  0.16818    
 34     47.936   -182.550  0.37583    
 35     62.586   -182.550  0.45952    
 36     77.236   -182.550  0.65852    
 37     91.886   -182.550   1.1972    
 38    106.536   -182.550   1.8689    
 39    121.186   -182.550   2.5883    
 40    135.836   -182.550   2.6471    
 41    150.486   -182.550   2.2356    
 42    165.136   -182.550   2.0140    
 43    179.786   -182.550   1.7983    
 44    194.436   -182.550   1.7311    
 45    209.086   -182.550   1.4522    
 46    223.736   -182.550  0.69304    
 47    238.386   -182.550  0.65901    
 48    238.386   -167.900  0.47984    
 49    223.736   -167.900  0.53805    
 50    209.086   -167.900   1.3082    
 51    194.436   -167.900   1.5451    
 52    179.786   -167.900   1.9687    
 53    165.136   -167.900   2.7455    
 54    150.486   -167.900   2.9740    
 55    135.836   -167.900   2.9231    
 56    121.186   -167.900   2.8106    
 57    106.536   -167.900   2.2484    
 58     91.886   -167.900   1.4370    
 59     77.236   -167.900  0.79158    
 60     62.586   -167.900  0.50650    
 61     47.936   -167.900  0.31859    
 62     33.286   -167.900  0.41895    
 63     18.636   -167.900  0.42915    
 64     18.636   -153.250  0.73948    
 65     33.286   -153.250  0.75020    
 66     47.936   -153.250  0.32406    
 67     62.586   -153.250  0.75335    
 68     77.236   -153.250  0.95493    
 69     91.886   -153.250   1.5903    
 70    106.536   -153.250   2.7052    
 71    121.186   -153.250   3.0480    
 72    135.836   -153.250   3.1442    
 73    150.486   -153.250   3.9886    
 74    165.136   -153.250   3.7776    
 75    179.786   -153.250   2.7067    
 76    194.436   -153.250   1.6275    
 77    209.086   -153.250   1.2116    
 78    223.736   -153.250  0.98133    
 79    238.386   -153.250  0.95754    
 80    238.386   -138.600   1.2885    
 81    223.736   -138.600   1.2931    
 82    209.086   -138.600   1.6456    
 83    194.436   -138.600   2.4500    
 84    179.786   -138.600   3.6065    
 85    165.136   -138.600   4.5924    
 86    150.486   -138.600   4.2914    
 87    135.836   -138.600   3.8538    
 88    121.186   -138.600   4.3869    
 89    106.536   -138.600   3.8569    
 90     91.886   -138.600   2.7198    
 91     77.236   -138.600   2.0618    
 92     62.586   -138.600   1.9035    
 93     47.936   -138.600   1.5965    
 94     33.286   -138.600   1.5439    
 95     18.636   -138.600   1.7073    
 96      3.986   -138.600   1.6784    
 97    -10.664   -138.600   1.0163    
 98    -25.314   -138.600  0.28403    
 99    -39.964   -138.600  0.22114    
 100    -54.614   -138.600  0.15488    
 101    -69.264   -138.600  2.88056E-02
 102    -83.914   -138.600 -5.30651E-03
 103    -83.914   -123.950  3.16262E-02
 104    -69.264   -123.950  5.13219E-02
 105    -54.614   -123.950  0.16509    
 106    -39.964   -123.950  0.22343    
 107    -25.314   -123.950  0.31046    
 108    -10.664   -123.950   1.0139    
 109      3.986   -123.950   1.6845    
 110     18.636   -123.950   3.3256    
 111     33.286   -123.950   5.3586    
 112     47.936   -123.950   6.1037    
 113     62.586   -123.950   6.6287    
 114     77.236   -123.950   5.9360    
 115     91.886   -123.950   6.1578    
 116    106.536   -123.950   6.8891    
 117    121.186   -123.950   5.6498    
 118    135.836   -123.950   4.0580    
 119    150.486   -123.950   3.9993    
 120    165.136   -123.950   4.0682    
 121    179.786   -123.950   3.5498    
 122    194.436   -123.950   2.3721    
 123    209.086   -123.950   1.4989    
 124    223.736   -123.950  0.84679    
 125    238.386   -123.950  0.81906    
 126    238.386   -109.300  0.29336    
 127    223.736   -109.300  0.31561    
 128    209.086   -109.300   1.0498    
 129    194.436   -109.300   1.7997    
 130    179.786   -109.300   2.8466    
 131    165.136   -109.300   3.1623    
 132    150.486   -109.300   3.3135    
 133    135.836   -109.300   3.4368    
 134    121.186   -109.300   5.3597    
 135    106.536   -109.300   6.8781    
 136     91.886   -109.300   7.1794    
 137     77.236   -109.300   8.1933    
 138     62.586   -109.300   9.4201    
 139     47.936   -109.300   8.6760    
 140     33.286   -109.300   6.8059    
 141     18.636   -109.300   3.9723    
 142      3.986   -109.300   2.1502    
 143    -10.664   -109.300   1.2465    
 144    -25.314   -109.300  0.58786    
 145    -39.964   -109.300  0.32383    
 146    -54.614   -109.300  0.24159    
 147    -69.264   -109.300  6.65388E-02
 148    -83.914   -109.300  6.36310E-02
 149    -83.914    -94.650  4.39015E-02
 150    -69.264    -94.650  4.17847E-02
 151    -54.614    -94.650  0.17081    
 152    -39.964    -94.650  0.40863    
 153    -25.314    -94.650  0.70793    
 154    -10.664    -94.650   1.9110    
 155      3.986    -94.650   2.1985    
 156     18.636    -94.650   2.8864    
 157     33.286    -94.650   4.4688    
 158     47.936    -94.650   6.2951    
 159     62.586    -94.650   7.1439    
 160     77.236    -94.650   6.0052    
 161     91.886    -94.650   4.7766    
 162    106.536    -94.650   4.3575    
 163    121.186    -94.650   3.5887    
 164    135.836    -94.650   3.5325    
 165    150.486    -94.650   3.4394    
 166    165.136    -94.650   2.8592    
 167    179.786    -94.650   2.1011    
 168    194.436    -94.650   1.6321    
 169    209.086    -94.650  0.77340    
 170    223.736    -94.650  0.10572    
 171    238.386    -94.650  8.49693E-02
 172    238.386    -80.000  0.27695    
 173    223.736    -80.000  0.28662    
 174    209.086    -80.000  0.89163    
 175    194.436    -80.000   1.4483    
 176    179.786    -80.000   1.7320    
 177    165.136    -80.000   2.4496    
 178    150.486    -80.000   3.5573    
 179    135.836    -80.000   3.4245    
 180    121.186    -80.000   2.7613    
 181    106.536    -80.000   2.1673    
 182     91.886    -80.000   2.0454    
 183     77.236    -80.000   2.2307    
 184     62.586    -80.000   2.4889    
 185     47.936    -80.000   2.1028    
 186     33.286    -80.000   1.7862    
 187     18.636    -80.000   1.9767    
 188      3.986    -80.000   1.9987    
 189    -10.664    -80.000   1.7516    
 190    -25.314    -80.000  0.82931    
 191    -39.964    -80.000  0.39103    
 192    -54.614    -80.000  0.23143    
 193    -69.264    -80.000  8.78237E-02
 194    -83.914    -80.000  8.40218E-02
 195    -83.914    -65.350  0.17355    
 196    -69.264    -65.350  0.20764    
 197    -54.614    -65.350  0.57685    
 198    -39.964    -65.350  0.69530    
 199    -25.314    -65.350  0.98050    
 200    -10.664    -65.350   1.6439    
 201      3.986    -65.350   2.6706    
 202     18.636    -65.350   2.7663    
 203     33.286    -65.350   1.5896    
 204     47.936    -65.350  0.63765    
 205     62.586    -65.350  0.52463    
 206     77.236    -65.350  0.72861    
