!
! 02-AUG-2019 17:41:22
! Input file  : serpens_cn10_conv.30m
! Input command: ANALYSE\PRINT area 14.3 15.7 /OUTPUT smm9_cn10_blue_comp1.txt
!
 1    238.386   -226.500  0.39402    
 2    223.736   -226.500  0.41847    
 3    209.086   -226.500  0.41993    
 4    194.436   -226.500  0.43203    
 5    179.786   -226.500  0.53799    
 6    165.136   -226.500  0.82521    
 7    150.486   -226.500  0.69939    
 8    135.836   -226.500  0.35898    
 9    121.186   -226.500  0.33842    
 10    106.536   -226.500  0.36035    
 11     91.886   -226.500  0.36379    
 12     77.236   -226.500  0.36428    
 13     33.286   -211.850 -0.34337    
 14     47.936   -211.850  6.44969E-02
 15     62.586   -211.850  0.34014    
 16     77.236   -211.850  0.38308    
 17     91.886   -211.850  0.41819    
 18    106.536   -211.850  0.41338    
 19    121.186   -211.850  0.38219    
 20    135.836   -211.850  0.34305    
 21    150.486   -211.850  0.56056    
 22    165.136   -211.850  0.71734    
 23    179.786   -211.850  0.61999    
 24    194.436   -211.850  0.63609    
 25    209.086   -211.850  0.64456    
 26    223.736   -211.850  0.64577    
 27    238.386   -211.850  0.49200    
 28    253.036   -211.850  0.41262    
 29    267.686   -211.850  0.32708    
 30    267.686   -197.200  0.43946    
 31    253.036   -197.200  0.43859    
 32    238.386   -197.200  0.39443    
 33    223.736   -197.200  0.59262    
 34    209.086   -197.200  0.81348    
 35    194.436   -197.200  0.78840    
 36    179.786   -197.200  0.69292    
 37    165.136   -197.200  0.67794    
 38    150.486   -197.200  0.58276    
 39    135.836   -197.200  0.52872    
 40    121.186   -197.200  0.48675    
 41    106.536   -197.200  0.46714    
 42     91.886   -197.200  0.41868    
 43     77.236   -197.200  0.29142    
 44     62.586   -197.200  0.31328    
 45     47.936   -197.200  6.45846E-03
 46     33.286   -197.200 -0.23601    
 47     18.636   -197.200 -0.27917    
 48    -39.964   -182.550 -2.43392E-02
 49    -25.314   -182.550 -3.77838E-02
 50    -10.664   -182.550 -3.24464E-02
 51      3.986   -182.550  5.12541E-02
 52     18.636   -182.550 -0.22272    
 53     33.286   -182.550 -0.20955    
 54     47.936   -182.550 -3.02015E-02
 55     62.586   -182.550  0.27090    
 56     77.236   -182.550  0.28850    
 57     91.886   -182.550  0.36405    
 58    106.536   -182.550  0.54015    
 59    121.186   -182.550  0.52339    
 60    135.836   -182.550  0.63832    
 61    150.486   -182.550  0.78126    
 62    165.136   -182.550  0.87706    
 63    179.786   -182.550  0.84864    
 64    194.436   -182.550  0.83037    
 65    209.086   -182.550  0.75255    
 66    223.736   -182.550  0.27136    
 67    238.386   -182.550  0.41090    
 68    253.036   -182.550  0.45852    
 69    267.686   -182.550  0.45946    
 70    267.686   -167.900  0.44521    
 71    253.036   -167.900  0.44666    
 72    238.386   -167.900  0.41790    
 73    223.736   -167.900  0.29669    
 74    209.086   -167.900  0.58626    
 75    194.436   -167.900  0.87654    
 76    179.786   -167.900  0.97420    
 77    165.136   -167.900   1.0563    
 78    150.486   -167.900   1.0005    
 79    135.836   -167.900  0.79675    
 80    121.186   -167.900  0.64814    
 81    106.536   -167.900  0.61022    
 82     91.886   -167.900  0.41596    
 83     77.236   -167.900  0.28648    
 84     62.586   -167.900  0.21620    
 85     47.936   -167.900 -3.52038E-02
 86     33.286   -167.900 -0.15693    
 87     18.636   -167.900  0.16969    
 88      3.986   -167.900  5.21148E-02
 89    -10.664   -167.900 -3.21066E-02
 90    -25.314   -167.900 -3.72228E-02
 91    -39.964   -167.900 -2.03742E-02
 92    -54.614   -167.900  4.53198E-02
 93    -69.264   -167.900  6.21169E-02
 94    -83.914   -167.900 -4.40859E-03
 95    -98.564   -153.250 -0.10053    
 96    -83.914   -153.250 -2.88312E-02
 97    -69.264   -153.250  4.40135E-02
 98    -54.614   -153.250  5.76548E-02
 99    -39.964   -153.250 -5.15791E-03
 100    -25.314   -153.250 -3.35474E-02
 101    -10.664   -153.250 -2.98957E-02
 102      3.986   -153.250  5.11152E-02
 103     18.636   -153.250  0.22507    
 104     33.286   -153.250  7.43505E-02
 105     47.936   -153.250  1.81481E-02
 106     62.586   -153.250  0.20198    
 107     77.236   -153.250  0.32734    
 108     91.886   -153.250  0.49780    
 109    106.536   -153.250  0.66052    
 110    121.186   -153.250  0.70332    
 111    135.836   -153.250  0.89863    
 112    150.486   -153.250   1.1398    
 113    165.136   -153.250   1.1544    
 114    179.786   -153.250   1.0075    
 115    194.436   -153.250  0.84521    
 116    209.086   -153.250  0.60374    
 117    223.736   -153.250  0.40098    
 118    238.386   -153.250  0.45080    
 119    253.036   -153.250  0.43071    
 120    267.686   -153.250  0.42085    
 121    267.686   -138.600  0.49630    
 122    253.036   -138.600  0.50097    
 123    238.386   -138.600  0.50433    
 124    223.736   -138.600  0.48486    
 125    209.086   -138.600  0.65615    
 126    194.436   -138.600  0.85296    
 127    179.786   -138.600   1.0285    
 128    165.136   -138.600   1.1427    
 129    150.486   -138.600   1.1498    
 130    135.836   -138.600   1.0759    
 131    121.186   -138.600  0.97699    
 132    106.536   -138.600  0.89196    
 133     91.886   -138.600  0.65399    
 134     77.236   -138.600  0.45332    
 135     62.586   -138.600  0.29702    
 136     47.936   -138.600  0.14900    
 137     33.286   -138.600  0.15007    
 138     18.636   -138.600  0.19248    
 139      3.986   -138.600  5.07364E-02
 140    -10.664   -138.600 -5.63930E-03
 141    -25.314   -138.600 -3.97274E-03
 142    -39.964   -138.600  2.82240E-02
 143    -54.614   -138.600  6.03560E-02
 144    -69.264   -138.600  2.31354E-02
 145    -83.914   -138.600 -5.80725E-02
 146    -98.564   -138.600 -0.11696    
 147    -98.564   -123.950 -8.13584E-02
 148    -83.914   -123.950 -4.10580E-02
 149    -69.264   -123.950  3.09268E-02
 150    -54.614   -123.950  7.87371E-02
 151    -39.964   -123.950  2.34325E-02
 152    -25.314   -123.950  8.91049E-02
 153    -10.664   -123.950  0.10801    
 154      3.986   -123.950  9.02617E-02
 155     18.636   -123.950  0.13778    
 156     33.286   -123.950  0.13958    
 157     47.936   -123.950  0.22671    
 158     62.586   -123.950  0.36072    
 159     77.236   -123.950  0.52572    
 160     91.886   -123.950  0.86186    
 161    106.536   -123.950   1.2488    
 162    121.186   -123.950   1.3750    
 163    135.836   -123.950   1.3722    
 164    150.486   -123.950   1.2030    
 165    165.136   -123.950   1.0382    
 166    179.786   -123.950  0.91579    
 167    194.436   -123.950  0.79355    
 168    209.086   -123.950  0.58271    
 169    223.736   -123.950  0.35122    
 170    238.386   -123.950  0.32953    
 171    253.036   -123.950  0.38114    
 172    267.686   -123.950  0.39255    
 173    267.686   -109.300  0.26201    
 174    253.036   -109.300  0.24610    
 175    238.386   -109.300  0.19134    
 176    223.736   -109.300  0.20200    
 177    209.086   -109.300  0.34963    
 178    194.436   -109.300  0.59234    
 179    179.786   -109.300  0.73125    
 180    165.136   -109.300  0.98404    
 181    150.486   -109.300   1.2993    
 182    135.836   -109.300   1.5746    
 183    121.186   -109.300   1.5463    
 184    106.536   -109.300   1.3079    
 185     91.886   -109.300  0.89282    
 186     77.236   -109.300  0.54923    
 187     62.586   -109.300  0.43407    
 188     47.936   -109.300  0.36259    
 189     33.286   -109.300  0.29590    
 190     18.636   -109.300  0.22062    
 191      3.986   -109.300  0.21702    
 192    -10.664   -109.300  0.22202    
 193    -25.314   -109.300  0.18643    
 194    -39.964   -109.300  4.08817E-02
 195    -54.614   -109.300  0.10560    
 196    -69.264   -109.300  5.23163E-02
 197    -83.914   -109.300 -4.67432E-03
 198    -98.564   -109.300 -3.11976E-02
 199    -98.564    -94.650 -1.60830E-02
 200    -83.914    -94.650 -6.83163E-03
 201    -69.264    -94.650  3.21869E-02
 202    -54.614    -94.650  0.11622    
 203    -39.964    -94.650  0.12946    
 204    -25.314    -94.650  0.21852    
 205    -10.664    -94.650  0.24851    
 206      3.986    -94.650  0.32582    
 207     18.636    -94.650  0.37905    
 208     33.286    -94.650  0.45857    
 209     47.936    -94.650  0.49679    
 210     62.586    -94.650  0.58225    
 211     77.236    -94.650  0.69147    
 212     91.886    -94.650  0.86819    
 213    106.536    -94.650   1.2166    
 214    121.186    -94.650   1.5792    
 215    135.836    -94.650   1.7433    
 216    150.486    -94.650   1.4770    
 217    165.136    -94.650  0.92432    
 218    179.786    -94.650  0.55698    
 219    194.436    -94.650  0.46559    
 220    209.086    -94.650  0.36695    
 221    223.736    -94.650  0.30794    
 222    238.386    -94.650  0.26768    
 223    253.036    -94.650  0.23815    
 224    267.686    -94.650  0.23354    
 225    267.686    -80.000  0.28092    
 226    253.036    -80.000  0.28601    
 227    238.386    -80.000  0.31238    
 228    223.736    -80.000  0.37071    
 229    209.086    -80.000  0.49436    
 230    194.436    -80.000  0.55293    
 231    179.786    -80.000  0.63251    
 232    165.136    -80.000  0.99833    
 233    150.486    -80.000   1.7142    
 234    135.836    -80.000   2.0433    
 235    121.186    -80.000   1.7570    
 236    106.536    -80.000   1.2017    
 237     91.886    -80.000  0.73470    
 238     77.236    -80.000  0.62216    
 239     62.586    -80.000  0.60056    
 240     47.936    -80.000  0.52714    
 241     33.286    -80.000  0.49859    
 242     18.636    -80.000  0.47901    
 243      3.986    -80.000  0.37790    
 244    -10.664    -80.000  0.24861    
 245    -25.314    -80.000  0.20931    
 246    -39.964    -80.000  0.14995    
 247    -54.614    -80.000  0.11506    
 248    -69.264    -80.000  5.35621E-02
 249    -83.914    -80.000  2.24950E-02
 250    -98.564    -80.000  1.04017E-02
 251    -98.564    -65.350  0.16352    
 252    -83.914    -65.350  0.16682    
 253    -69.264    -65.350  0.16739    
 254    -54.614    -65.350  0.16042    
 255    -39.964    -65.350  0.21024    
 256    -25.314    -65.350  0.26625    
 257    -10.664    -65.350  0.31659    
 258      3.986    -65.350  0.51074    
 259     18.636    -65.350  0.56899    
 260     33.286    -65.350  0.46905    
 261     47.936    -65.350  0.35821    
 262     62.586    -65.350  0.35230    
 263     77.236    -65.350  0.36919    
 264     91.886    -65.350  0.56698    
 265    106.536    -65.350   1.1212    
 266    121.186    -65.350   1.8243    
 267    135.836    -65.350   2.1502    
 268    150.486    -65.350   1.7735    
 269    165.136    -65.350   1.0394    
 270    179.786    -65.350  0.64674    
 271    194.436    -65.350  0.51429    
 272    209.086    -65.350  0.42781    
 273    223.736    -65.350  0.28193    
 274    238.386    -65.350  0.24447    
 275    253.036    -65.350  0.23715    
 276    267.686    -65.350  0.23652    
 277    267.686    -50.700  0.19657    
 278    253.036    -50.700  0.17339    
 279    238.386    -50.700  0.10640    
 280    223.736    -50.700  0.18761    
 281    209.086    -50.700  0.31612    
 282    194.436    -50.700  0.37733    
 283    179.786    -50.700  0.51673    
 284    165.136    -50.700  0.83250    
 285    150.486    -50.700   1.3962    
 286    135.836    -50.700   1.6895    
 287    121.186    -50.700   1.4166    
 288    106.536    -50.700  0.84447    
 289     91.886    -50.700  0.42563    
 290     77.236    -50.700  0.23391    
 291     62.586    -50.700  0.21523    
 292     47.936    -50.700  0.24321    
 293     33.286    -50.700  0.37959    
 294     18.636    -50.700  0.52449    
 295      3.986    -50.700  0.47093    
 296    -10.664    -50.700  0.34068    
 297    -25.314    -50.700  0.31757    
 298    -39.964    -50.700  0.27363    
 299    -54.614    -50.700  0.21127    
 300    -69.264    -50.700  0.18840    
 301    -83.914    -50.700  0.18247    
 302    -98.564    -50.700  0.18036    
 303    -98.564    -36.050  0.15886    
 304    -83.914    -36.050  0.16093    
 305    -69.264    -36.050  0.17163    
 306    -54.614    -36.050  0.22193    
 307    -39.964    -36.050  0.29407    
 308    -25.314    -36.050  0.34511    
 309    -10.664    -36.050  0.35254    
 310      3.986    -36.050  0.36766    
 311     18.636    -36.050  0.34126    
 312     33.286    -36.050  0.31204    
 313     47.936    -36.050  0.32405    
 314     62.586    -36.050  0.31078    
 315     77.236    -36.050  0.25449    
 316     91.886    -36.050  0.32906    
 317    106.536    -36.050  0.54939    
 318    121.186    -36.050  0.92305    
 319    135.836    -36.050   1.0327    
 320    150.486    -36.050  0.82819    
 321    165.136    -36.050  0.47336    
 322    179.786    -36.050  0.33079    
 323    194.436    -36.050  0.25080    
 324    209.086    -36.050  0.20154    
 325    223.736    -36.050  0.11991    
 326    238.386    -36.050  0.14117    
 327    253.036    -36.050  0.12429    
 328    267.686    -36.050  0.10460    
 329    267.686    -21.400  5.96249E-02
 330    253.036    -21.400  0.18845    
 331    238.386    -21.400  0.27306    
