!
! 02-AUG-2019 17:43:32
! Input file  : serpens_cn10_conv.30m
! Input command: ANALYSE\PRINT area 16.3 17.5 /OUTPUT smm9_cn10_red_comp2.txt
!
 1    238.386   -226.500 -0.11853    
 2    223.736   -226.500 -0.10284    
 3    209.086   -226.500 -0.10117    
 4    194.436   -226.500 -8.81237E-02
 5    179.786   -226.500 -7.77233E-03
 6    165.136   -226.500  0.12686    
 7    150.486   -226.500  0.23787    
 8    135.836   -226.500  0.12385    
 9    121.186   -226.500  6.88078E-02
 10    106.536   -226.500  6.65483E-02
 11     91.886   -226.500  6.65299E-02
 12     77.236   -226.500  6.64522E-02
 13     33.286   -211.850 -0.36075    
 14     47.936   -211.850 -0.11045    
 15     62.586   -211.850 -2.51531E-02
 16     77.236   -211.850  7.46603E-02
 17     91.886   -211.850  0.10804    
 18    106.536   -211.850  0.10586    
 19    121.186   -211.850  9.24493E-02
 20    135.836   -211.850  9.29153E-02
 21    150.486   -211.850  0.21726    
 22    165.136   -211.850  0.13916    
 23    179.786   -211.850  1.62480E-02
 24    194.436   -211.850  6.87837E-03
 25    209.086   -211.850  7.75833E-03
 26    223.736   -211.850  7.94148E-03
 27    238.386   -211.850  0.16311    
 28    253.036   -211.850  0.27219    
 29    267.686   -211.850  0.32970    
 30    267.686   -197.200  0.24779    
 31    253.036   -197.200  0.24591    
 32    238.386   -197.200  0.25194    
 33    223.736   -197.200  0.12436    
 34    209.086   -197.200  1.68888E-03
 35    194.436   -197.200 -1.33212E-02
 36    179.786   -197.200 -5.58019E-02
 37    165.136   -197.200  8.13117E-02
 38    150.486   -197.200  0.15308    
 39    135.836   -197.200  5.55423E-02
 40    121.186   -197.200  0.14040    
 41    106.536   -197.200  0.17850    
 42     91.886   -197.200  0.14548    
 43     77.236   -197.200 -5.91887E-03
 44     62.586   -197.200 -1.49486E-02
 45     47.936   -197.200 -9.04827E-02
 46     33.286   -197.200 -0.15705    
 47     18.636   -197.200 -0.16817    
 48    -39.964   -182.550  0.15127    
 49    -25.314   -182.550  7.65932E-02
 50    -10.664   -182.550  2.17406E-02
 51      3.986   -182.550 -4.92376E-02
 52     18.636   -182.550 -0.11580    
 53     33.286   -182.550 -0.11232    
 54     47.936   -182.550 -6.23039E-02
 55     62.586   -182.550  5.45395E-03
 56     77.236   -182.550  9.52848E-03
 57     91.886   -182.550  8.87823E-02
 58    106.536   -182.550  0.17231    
 59    121.186   -182.550  0.20129    
 60    135.836   -182.550  6.94789E-02
 61    150.486   -182.550  6.12085E-02
 62    165.136   -182.550  2.97835E-02
 63    179.786   -182.550 -5.73970E-02
 64    194.436   -182.550 -5.24624E-02
 65    209.086   -182.550  4.07177E-03
 66    223.736   -182.550  0.24246    
 67    238.386   -182.550  0.20273    
 68    253.036   -182.550  0.21365    
 69    267.686   -182.550  0.21873    
 70    267.686   -167.900  0.18192    
 71    253.036   -167.900  0.17169    
 72    238.386   -167.900  0.13411    
 73    223.736   -167.900  0.15327    
 74    209.086   -167.900  4.96679E-02
 75    194.436   -167.900 -3.10876E-02
 76    179.786   -167.900 -5.93072E-02
 77    165.136   -167.900 -2.94508E-02
 78    150.486   -167.900 -5.63886E-03
 79    135.836   -167.900  0.11265    
 80    121.186   -167.900  0.21418    
 81    106.536   -167.900  0.15555    
 82     91.886   -167.900  0.11073    
 83     77.236   -167.900  5.12811E-02
 84     62.586   -167.900  3.72276E-02
 85     47.936   -167.900 -3.46599E-02
 86     33.286   -167.900 -7.09902E-02
 87     18.636   -167.900  2.94480E-02
 88      3.986   -167.900 -4.81916E-02
 89    -10.664   -167.900  2.21491E-02
 90    -25.314   -167.900  7.62844E-02
 91    -39.964   -167.900  0.14662    
 92    -54.614   -167.900  0.15833    
 93    -69.264   -167.900  2.73589E-03
 94    -83.914   -167.900 -0.13749    
 95    -98.564   -153.250 -7.00254E-02
 96    -83.914   -153.250 -5.86971E-02
 97    -69.264   -153.250  7.80776E-03
 98    -54.614   -153.250  0.14075    
 99    -39.964   -153.250  0.13057    
 100    -25.314   -153.250  7.48094E-02
 101    -10.664   -153.250  2.51189E-02
 102      3.986   -153.250 -4.32168E-02
 103     18.636   -153.250  5.09427E-02
 104     33.286   -153.250  5.65730E-02
 105     47.936   -153.250  1.46080E-02
 106     62.586   -153.250  7.99741E-02
 107     77.236   -153.250  0.11488    
 108     91.886   -153.250  0.14683    
 109    106.536   -153.250  0.27804    
 110    121.186   -153.250  0.35465    
 111    135.836   -153.250  0.22820    
 112    150.486   -153.250  9.74890E-02
 113    165.136   -153.250  1.17829E-02
 114    179.786   -153.250 -1.96656E-03
 115    194.436   -153.250  6.16118E-02
 116    209.086   -153.250  6.66235E-02
 117    223.736   -153.250  7.47865E-02
 118    238.386   -153.250  9.73879E-02
 119    253.036   -153.250  0.16082    
 120    267.686   -153.250  0.17650    
 121    267.686   -138.600  0.15401    
 122    253.036   -138.600  0.13757    
 123    238.386   -138.600  7.92844E-02
 124    223.736   -138.600  5.95694E-02
 125    209.086   -138.600  6.88385E-02
 126    194.436   -138.600  2.99230E-02
 127    179.786   -138.600 -4.14879E-03
 128    165.136   -138.600  3.48252E-02
 129    150.486   -138.600  0.16360    
 130    135.836   -138.600  0.35804    
 131    121.186   -138.600  0.52686    
 132    106.536   -138.600  0.38498    
 133     91.886   -138.600  0.17768    
 134     77.236   -138.600  0.10946    
 135     62.586   -138.600  8.02030E-02
 136     47.936   -138.600  7.42005E-02
 137     33.286   -138.600  0.11566    
 138     18.636   -138.600  7.16150E-02
 139      3.986   -138.600 -5.41455E-03
 140    -10.664   -138.600  4.70594E-02
 141    -25.314   -138.600  6.55373E-02
 142    -39.964   -138.600  9.30528E-02
 143    -54.614   -138.600  0.12487    
 144    -69.264   -138.600  1.27869E-02
 145    -83.914   -138.600 -3.04671E-02
 146    -98.564   -138.600 -2.82948E-02
 147    -98.564   -123.950 -1.25736E-02
 148    -83.914   -123.950 -1.51172E-02
 149    -69.264   -123.950  8.46662E-03
 150    -54.614   -123.950  9.30035E-02
 151    -39.964   -123.950  9.28239E-02
 152    -25.314   -123.950  5.93446E-02
 153    -10.664   -123.950  0.10668    
 154      3.986   -123.950  8.61837E-02
 155     18.636   -123.950  9.63983E-02
 156     33.286   -123.950  0.13285    
 157     47.936   -123.950  0.11230    
 158     62.586   -123.950  8.34045E-02
 159     77.236   -123.950  8.00557E-02
 160     91.886   -123.950  0.18177    
 161    106.536   -123.950  0.40446    
 162    121.186   -123.950  0.52063    
 163    135.836   -123.950  0.33795    
 164    150.486   -123.950  0.17103    
 165    165.136   -123.950  6.55921E-02
 166    179.786   -123.950  1.35148E-02
 167    194.436   -123.950  3.85754E-02
 168    209.086   -123.950  6.20710E-02
 169    223.736   -123.950  3.96057E-02
 170    238.386   -123.950  3.75860E-02
 171    253.036   -123.950  5.66079E-02
 172    267.686   -123.950  6.29709E-02
 173    267.686   -109.300  3.04031E-02
 174    253.036   -109.300  3.45068E-02
 175    238.386   -109.300  6.53453E-02
 176    223.736   -109.300  0.11079    
 177    209.086   -109.300  0.10241    
 178    194.436   -109.300  0.11956    
 179    179.786   -109.300  6.53786E-02
 180    165.136   -109.300  6.34345E-02
 181    150.486   -109.300  0.14371    
 182    135.836   -109.300  0.26717    
 183    121.186   -109.300  0.36964    
 184    106.536   -109.300  0.32102    
 185     91.886   -109.300  0.17169    
 186     77.236   -109.300  7.01985E-02
