!
! 02-AUG-2019 17:29:30
! Input file  : serpens_hcn10_conv.30m
! Input command: ANALYSE\PRINT area 1.7 2.2 /OUTPUT smm9_hcn10_red_comp3.txt
!
 1     33.286   -211.850  7.99940E-03
 2     47.936   -211.850  4.70746E-03
 3     62.586   -211.850 -4.23570E-02
 4     77.236   -211.850 -5.80827E-03
 5     91.886   -211.850 -9.11556E-03
 6    106.536   -211.850  1.82104E-04
 7    121.186   -211.850  6.70305E-02
 8    135.836   -211.850  9.15348E-02
 9    150.486   -211.850  0.13210    
 10    165.136   -211.850  0.13473    
 11    179.786   -211.850  0.17846    
 12    194.436   -211.850  0.12518    
 13    209.086   -211.850  4.87564E-02
 14    223.736   -211.850 -5.16747E-02
 15    238.386   -211.850 -4.46867E-02
 16    238.386   -197.200 -2.70731E-02
 17    223.736   -197.200 -2.83126E-02
 18    209.086   -197.200  4.63989E-02
 19    194.436   -197.200  0.12392    
 20    179.786   -197.200  0.16608    
 21    165.136   -197.200  0.13485    
 22    150.486   -197.200  0.13190    
 23    135.836   -197.200  8.85836E-02
 24    121.186   -197.200  5.93023E-02
 25    106.536   -197.200  1.85837E-04
 26     91.886   -197.200 -8.41329E-03
 27     77.236   -197.200 -4.15291E-04
 28     62.586   -197.200 -4.21184E-02
 29     47.936   -197.200  6.94992E-03
 30     33.286   -197.200 -3.82857E-02
 31     18.636   -197.200 -0.15596    
 32     18.636   -182.550 -9.12906E-02
 33     33.286   -182.550 -9.22492E-02
 34     47.936   -182.550  6.03449E-04
 35     62.586   -182.550 -5.00246E-02
 36     77.236   -182.550 -1.44320E-03
 37     91.886   -182.550  5.19869E-02
 38    106.536   -182.550  5.97848E-02
 39    121.186   -182.550  0.13375    
 40    135.836   -182.550  6.95531E-02
 41    150.486   -182.550  7.72349E-02
 42    165.136   -182.550  0.12321    
 43    179.786   -182.550  4.24239E-02
 44    194.436   -182.550  2.78552E-02
 45    209.086   -182.550 -5.84900E-02
 46    223.736   -182.550  1.71797E-02
 47    238.386   -182.550  1.69756E-02
 48    238.386   -167.900  9.72537E-03
 49    223.736   -167.900  1.31192E-02
 50    209.086   -167.900  6.60714E-02
 51    194.436   -167.900  4.17853E-02
 52    179.786   -167.900  5.37420E-02
 53    165.136   -167.900  6.84320E-02
 54    150.486   -167.900  4.48855E-02
 55    135.836   -167.900  0.17934    
 56    121.186   -167.900  8.50244E-02
 57    106.536   -167.900  2.14400E-02
 58     91.886   -167.900  1.46270E-02
 59     77.236   -167.900  2.64778E-02
 60     62.586   -167.900  2.78916E-02
 61     47.936   -167.900 -1.68174E-04
 62     33.286   -167.900  2.61430E-02
 63     18.636   -167.900  2.95205E-02
 64     18.636   -153.250  7.40340E-02
 65     33.286   -153.250  8.48503E-02
 66     47.936   -153.250  2.63490E-02
 67     62.586   -153.250  0.11965    
 68     77.236   -153.250  2.46846E-02
 69     91.886   -153.250  1.51521E-02
 70    106.536   -153.250  9.29498E-02
 71    121.186   -153.250  8.14960E-02
 72    135.836   -153.250  8.16080E-02
 73    150.486   -153.250  9.83459E-02
 74    165.136   -153.250  1.85037E-02
 75    179.786   -153.250  2.71697E-03
 76    194.436   -153.250 -2.28626E-02
 77    209.086   -153.250  4.48147E-02
 78    223.736   -153.250 -4.90930E-02
 79    238.386   -153.250 -5.66699E-02
 80    238.386   -138.600 -7.20862E-02
