!
! 01-AUG-2019 13:45:49
! Input file  : serpens_cn10_conv.30m
! Input command: ANALYSE\PRINT area 8.9 10.0 /OUTPUT smm1_hcn10_red_comp2.txt
!
 1    238.386   -226.500  7.56999E-02
 2    223.736   -226.500  6.90151E-02
 3    209.086   -226.500  6.91746E-02
 4    194.436   -226.500  7.14778E-02
 5    179.786   -226.500  0.13001    
 6    165.136   -226.500  0.37440    
 7    150.486   -226.500  0.26707    
 8    135.836   -226.500  0.15527    
 9    121.186   -226.500  7.49077E-02
 10    106.536   -226.500  6.26521E-02
 11     91.886   -226.500  6.12799E-02
 12     77.236   -226.500  6.10925E-02
 13     33.286   -211.850 -0.14602    
 14     47.936   -211.850 -7.35556E-02
 15     62.586   -211.850  6.85933E-02
 16     77.236   -211.850  6.93050E-02
 17     91.886   -211.850  3.83790E-02
 18    106.536   -211.850  4.16039E-02
 19    121.186   -211.850  6.45512E-02
 20    135.836   -211.850  0.13949    
 21    150.486   -211.850  0.20539    
 22    165.136   -211.850  0.23781    
 23    179.786   -211.850  8.06101E-02
 24    194.436   -211.850  7.89196E-02
 25    209.086   -211.850  8.55040E-02
 26    223.736   -211.850  8.65459E-02
 27    238.386   -211.850  2.78968E-02
 28    253.036   -211.850 -0.19553    
 29    267.686   -211.850 -0.26212    
 30    267.686   -197.200 -0.16590    
 31    253.036   -197.200 -0.16105    
 32    238.386   -197.200  6.91749E-03
 33    223.736   -197.200  0.37698    
 34    209.086   -197.200  0.24441    
 35    194.436   -197.200  0.21962    
 36    179.786   -197.200  0.13911    
 37    165.136   -197.200  0.20129    
 38    150.486   -197.200  0.16498    
 39    135.836   -197.200  0.18987    
 40    121.186   -197.200  0.19110    
 41    106.536   -197.200  0.18592    
 42     91.886   -197.200  0.19678    
 43     77.236   -197.200  0.15020    
 44     62.586   -197.200  6.98199E-02
 45     47.936   -197.200 -6.85377E-02
 46     33.286   -197.200 -0.13855    
 47     18.636   -197.200 -0.15009    
 48    -39.964   -182.550 -0.12721    
 49    -25.314   -182.550 -0.11122    
 50    -10.664   -182.550  4.13375E-02
 51      3.986   -182.550  0.11318    
 52     18.636   -182.550 -0.13089    
 53     33.286   -182.550 -0.12316    
 54     47.936   -182.550 -5.73632E-02
 55     62.586   -182.550  7.43325E-02
 56     77.236   -182.550  0.15113    
 57     91.886   -182.550  0.20958    
 58    106.536   -182.550  0.28667    
 59    121.186   -182.550  0.31629    
 60    135.836   -182.550  0.25861    
 61    150.486   -182.550  0.12930    
 62    165.136   -182.550  0.16872    
 63    179.786   -182.550  0.13200    
 64    194.436   -182.550  0.20856    
 65    209.086   -182.550  0.24245    
 66    223.736   -182.550  0.41556    
 67    238.386   -182.550  1.84789E-02
 68    253.036   -182.550 -0.12351    
 69    267.686   -182.550 -0.12921    
 70    267.686   -167.900 -9.17185E-02
 71    253.036   -167.900 -8.55576E-02
 72    238.386   -167.900  8.25057E-03
 73    223.736   -167.900  0.24609    
 74    209.086   -167.900  0.19991    
 75    194.436   -167.900  0.17345    
 76    179.786   -167.900  0.11829    
 77    165.136   -167.900  0.10291    
 78    150.486   -167.900  0.16428    
 79    135.836   -167.900  0.36120    
 80    121.186   -167.900  0.45579    
 81    106.536   -167.900  0.26029    
 82     91.886   -167.900  0.19359    
 83     77.236   -167.900  0.15902    
 84     62.586   -167.900  9.43408E-02
 85     47.936   -167.900 -2.17902E-02
 86     33.286   -167.900 -7.86534E-02
 87     18.636   -167.900 -4.56345E-02
 88      3.986   -167.900  0.11387    
 89    -10.664   -167.900  4.12920E-02
 90    -25.314   -167.900 -0.11046    
 91    -39.964   -167.900 -0.11605    
