!
! 01-AUG-2019 13:45:35
! Input file  : serpens_cn10_conv.30m
! Input command: ANALYSE\PRINT area 13.6 15.9 /OUTPUT smm1_hcn10_red_comp1.txt
!
 1    238.386   -226.500  0.40724    
 2    223.736   -226.500  0.43099    
 3    209.086   -226.500  0.43213    
 4    194.436   -226.500  0.44176    
 5    179.786   -226.500  0.53576    
 6    165.136   -226.500  0.88315    
 7    150.486   -226.500  0.92137    
 8    135.836   -226.500  0.54011    
 9    121.186   -226.500  0.59981    
 10    106.536   -226.500  0.65667    
 11     91.886   -226.500  0.66501    
 12     77.236   -226.500  0.66617    
 13     33.286   -211.850 -0.14919    
 14     47.936   -211.850  0.10133    
 15     62.586   -211.850  0.30941    
 16     77.236   -211.850  0.57829    
 17     91.886   -211.850  0.63736    
 18    106.536   -211.850  0.62984    
 19    121.186   -211.850  0.58114    
 20    135.836   -211.850  0.52017    
 21    150.486   -211.850  0.78705    
 22    165.136   -211.850  0.80632    
 23    179.786   -211.850  0.67848    
 24    194.436   -211.850  0.72209    
 25    209.086   -211.850  0.73615    
 26    223.736   -211.850  0.73810    
 27    238.386   -211.850  0.58564    
 28    253.036   -211.850  0.50413    
 29    267.686   -211.850  0.40381    
 30    267.686   -197.200  0.54064    
 31    253.036   -197.200  0.53888    
 32    238.386   -197.200  0.50115    
 33    223.736   -197.200  0.75688    
 34    209.086   -197.200  0.98766    
 35    194.436   -197.200  0.95210    
 36    179.786   -197.200  0.81246    
 37    165.136   -197.200  0.80695    
 38    150.486   -197.200  0.82880    
 39    135.836   -197.200  0.79564    
 40    121.186   -197.200  0.74154    
 41    106.536   -197.200  0.71949    
 42     91.886   -197.200  0.64441    
 43     77.236   -197.200  0.43207    
 44     62.586   -197.200  0.29793    
 45     47.936   -197.200  5.37759E-02
 46     33.286   -197.200 -0.13805    
 47     18.636   -197.200 -0.17634    
 48    -39.964   -182.550 -0.27796    
 49    -25.314   -182.550 -0.20152    
 50    -10.664   -182.550 -0.14454    
 51      3.986   -182.550  4.67174E-02
 52     18.636   -182.550 -0.15868    
 53     33.286   -182.550 -0.14693    
