!
! 01-AUG-2019 13:46:29
! Input file  : serpens_cn10_conv.30m
! Input command: ANALYSE\PRINT area 3.3 7.0 /OUTPUT smm1_hcn10_blue_comp2.txt
!
 1    238.386   -226.500  9.61296E-02
 2    223.736   -226.500  9.85280E-02
 3    209.086   -226.500  9.92581E-02
 4    194.436   -226.500  0.10560    
 5    179.786   -226.500  0.17211    
 6    165.136   -226.500  0.45617    
 7    150.486   -226.500  0.88425    
 8    135.836   -226.500  0.78629    
 9    121.186   -226.500  0.55859    
 10    106.536   -226.500  0.53826    
 11     91.886   -226.500  0.53670    
 12     77.236   -226.500  0.53639    
 13     33.286   -211.850 -0.30252    
 14     47.936   -211.850 -0.12265    
 15     62.586   -211.850  0.15366    
 16     77.236   -211.850  0.44128    
 17     91.886   -211.850  0.49846    
 18    106.536   -211.850  0.49930    
 19    121.186   -211.850  0.51300    
 20    135.836   -211.850  0.68333    
 21    150.486   -211.850  0.81704    
 22    165.136   -211.850  0.45239    
 23    179.786   -211.850  8.88679E-02
 24    194.436   -211.850  9.66606E-02
 25    209.086   -211.850  0.11014    
 26    223.736   -211.850  0.11215    
 27    238.386   -211.850  0.12464    
 28    253.036   -211.850  0.16299    
 29    267.686   -211.850  0.24090    
 30    267.686   -197.200  0.14792    
 31    253.036   -197.200  0.14733    
 32    238.386   -197.200  0.13789    
 33    223.736   -197.200  0.16105    
 34    209.086   -197.200  0.18006    
 35    194.436   -197.200  0.16135    
 36    179.786   -197.200  0.12591    
 37    165.136   -197.200  0.39413    
 38    150.486   -197.200  0.67554    
 39    135.836   -197.200  0.73088    
 40    121.186   -197.200  0.73101    
 41    106.536   -197.200  0.73938    
 42     91.886   -197.200  0.70435    
 43     77.236   -197.200  0.30201    
 44     62.586   -197.200  0.12758    
 45     47.936   -197.200 -0.19742    
 46     33.286   -197.200 -0.42390    
 47     18.636   -197.200 -0.46185    
 48    -39.964   -182.550 -0.55294    
 49    -25.314   -182.550 -0.39155    
 50    -10.664   -182.550 -7.66581E-02
 51      3.986   -182.550  0.19169    
 52     18.636   -182.550 -0.46491    
 53     33.286   -182.550 -0.45478    
 54     47.936   -182.550 -0.25648    
 55     62.586   -182.550  0.10311    
 56     77.236   -182.550  0.30985    
 57     91.886   -182.550  0.62322    
 58    106.536   -182.550  0.93510    
 59    121.186   -182.550  0.98030    
 60    135.836   -182.550  0.82283    
 61    150.486   -182.550  0.68182    
 62    165.136   -182.550  0.43409    
 63    179.786   -182.550  0.19166    
 64    194.436   -182.550  0.16603    
 65    209.086   -182.550  0.25745    
 66    223.736   -182.550  0.16202    
 67    238.386   -182.550  0.14887    
 68    253.036   -182.550  0.14130    
 69    267.686   -182.550  0.14188    
 70    267.686   -167.900  0.20353    
 71    253.036   -167.900  0.20352    
 72    238.386   -167.900  0.22464    
 73    223.736   -167.900  0.23906    
 74    209.086   -167.900  0.21221    
 75    194.436   -167.900  0.30887    
 76    179.786   -167.900  0.43572    
 77    165.136   -167.900  0.82383    
 78    150.486   -167.900   1.2131    
 79    135.836   -167.900   1.2203    
 80    121.186   -167.900   1.0908    
 81    106.536   -167.900  0.83218    
 82     91.886   -167.900  0.57965    
 83     77.236   -167.900  0.30691    
 84     62.586   -167.900  9.88239E-02
 85     47.936   -167.900 -0.24885    
 86     33.286   -167.900 -0.41324    
 87     18.636   -167.900  9.85277E-02
 88      3.986   -167.900  0.19444    
 89    -10.664   -167.900 -7.60720E-02
 90    -25.314   -167.900 -0.38793    
 91    -39.964   -167.900 -0.52376    
 92    -54.614   -167.900 -0.32188    
 93    -69.264   -167.900 -0.41910    
 94    -83.914   -167.900 -0.56298    
 95    -98.564   -153.250 -0.52013    
 96    -83.914   -153.250 -0.48222    
 97    -69.264   -153.250 -0.39807    
 98    -54.614   -153.250 -0.24834    
 99    -39.964   -153.250 -0.40178    
 100    -25.314   -153.250 -0.36421    
 101    -10.664   -153.250 -7.18975E-02
 102      3.986   -153.250  0.19275    
 103     18.636   -153.250  0.19889    
 104     33.286   -153.250  6.41459E-02
 105     47.936   -153.250 -8.73766E-02
 106     62.586   -153.250  0.16135    
 107     77.236   -153.250  0.31479    
 108     91.886   -153.250  0.60824    
 109    106.536   -153.250  0.93580    
 110    121.186   -153.250   1.1286    
 111    135.836   -153.250   1.3788    
 112    150.486   -153.250   1.6774    
 113    165.136   -153.250   1.4905    
 114    179.786   -153.250  0.90055    
 115    194.436   -153.250  0.56931    
 116    209.086   -153.250  0.20611    
 117    223.736   -153.250  0.35520    
 118    238.386   -153.250  0.38204    
 119    253.036   -153.250  0.38695    
 120    267.686   -153.250  0.39169    
 121    267.686   -138.600  0.58551    
 122    253.036   -138.600  0.57394    
 123    238.386   -138.600  0.52216    
 124    223.736   -138.600  0.39503    
 125    209.086   -138.600  0.32437    
 126    194.436   -138.600  0.87500    
 127    179.786   -138.600   1.4411    
 128    165.136   -138.600   1.9599    
 129    150.486   -138.600   1.8414    
 130    135.836   -138.600   1.4372    
 131    121.186   -138.600   1.2850    
 132    106.536   -138.600   1.2211    
 133     91.886   -138.600  0.85387    
 134     77.236   -138.600  0.56334    
 135     62.586   -138.600  0.36362    
 136     47.936   -138.600  0.16865    
 137     33.286   -138.600  0.35670    
 138     18.636   -138.600  0.24161    
 139      3.986   -138.600  0.17760    
 140    -10.664   -138.600 -4.06943E-02
 141    -25.314   -138.600 -0.21226    
 142    -39.964   -138.600 -0.10974    
 143    -54.614   -138.600 -0.23180    
 144    -69.264   -138.600 -0.34815    
 145    -83.914   -138.600 -0.38823    
 146    -98.564   -138.600 -0.38083    
 147    -98.564   -123.950 -0.17361    
 148    -83.914   -123.950 -0.19433    
 149    -69.264   -123.950 -0.20124    
 150    -54.614   -123.950 -0.16469    
 151    -39.964   -123.950 -6.89957E-02
 152    -25.314   -123.950 -9.11804E-03
 153    -10.664   -123.950  1.29976E-02
 154      3.986   -123.950  0.10443    
 155     18.636   -123.950  0.34609    
 156     33.286   -123.950  0.60167    
 157     47.936   -123.950  0.59497    
 158     62.586   -123.950  0.87164    
 159     77.236   -123.950   1.1650    
 160     91.886   -123.950   1.4710    
 161    106.536   -123.950   1.8823    
 162    121.186   -123.950   1.7050    
 163    135.836   -123.950   1.4711    
 164    150.486   -123.950   1.5981    
 165    165.136   -123.950   1.7428    
 166    179.786   -123.950   1.4142    
 167    194.436   -123.950  0.95521    
 168    209.086   -123.950  0.41634    
 169    223.736   -123.950  0.34637    
 170    238.386   -123.950  0.37240    
 171    253.036   -123.950  0.39652    
 172    267.686   -123.950  0.40265    
 173    267.686   -109.300  0.33375    
 174    253.036   -109.300  0.32124    
 175    238.386   -109.300  0.28144    
 176    223.736   -109.300  0.29184    
 177    209.086   -109.300  0.30475    
 178    194.436   -109.300  0.64986    
 179    179.786   -109.300   1.1378    
 180    165.136   -109.300   1.5952    
 181    150.486   -109.300   1.6852    
 182    135.836   -109.300   1.5385    
 183    121.186   -109.300   1.6870    
 184    106.536   -109.300   1.8751    
 185     91.886   -109.300   1.6500    
 186     77.236   -109.300   1.3594    
 187     62.586   -109.300   1.0183    
 188     47.936   -109.300  0.66727    
 189     33.286   -109.300  0.55176    
 190     18.636   -109.300  0.32270    
 191      3.986   -109.300  0.13934    
 192    -10.664   -109.300  6.39050E-02
 193    -25.314   -109.300 -5.11075E-02
 194    -39.964   -109.300 -7.50977E-02
 195    -54.614   -109.300 -4.18764E-02
 196    -69.264   -109.300  7.45645E-03
 197    -83.914   -109.300  3.65005E-02
 198    -98.564   -109.300  4.84477E-02
 199    -98.564    -94.650  6.96309E-02
 200    -83.914    -94.650  6.93460E-02
 201    -69.264    -94.650  6.41996E-02
 202    -54.614    -94.650  6.31916E-02
 203    -39.964    -94.650  7.48363E-02
 204    -25.314    -94.650  5.77064E-02
 205    -10.664    -94.650  0.14288    
 206      3.986    -94.650  0.24317    
 207     18.636    -94.650  0.28849    
 208     33.286    -94.650  0.37879    
 209     47.936    -94.650  0.41212    
 210     62.586    -94.650  0.66864    
