1.183799e+02	7.037406e-01
1.183947e+02	6.863756e-01
1.184094e+02	7.466642e-01
1.184242e+02	7.812222e-01
1.184389e+02	6.561267e-01
1.184537e+02	4.925627e-01
1.184684e+02	5.640250e-01
1.184832e+02	7.545905e-01
1.184979e+02	7.571129e-01
1.185127e+02	6.310788e-01
1.185274e+02	5.850476e-01
1.185422e+02	6.557451e-01
1.185569e+02	7.875453e-01
1.185717e+02	8.778568e-01
1.185864e+02	9.119450e-01
1.186012e+02	8.925342e-01
1.186159e+02	8.023183e-01
1.186307e+02	6.620545e-01
1.186454e+02	6.219082e-01
1.186602e+02	6.298601e-01
1.186749e+02	5.538477e-01
1.186897e+02	4.897144e-01
1.187044e+02	5.093975e-01
1.187192e+02	5.922869e-01
1.187339e+02	6.809507e-01
1.187487e+02	7.470697e-01
1.187634e+02	7.392797e-01
1.187782e+02	8.298079e-01
1.187929e+02	9.026910e-01
1.188077e+02	7.620517e-01
