1.183652e+02	5.118301e+00
1.183799e+02	5.108972e+00
1.183947e+02	5.119524e+00
1.184094e+02	5.175233e+00
1.184242e+02	5.251150e+00
1.184389e+02	5.287115e+00
1.184537e+02	5.245657e+00
1.184684e+02	5.203269e+00
1.184832e+02	5.178568e+00
1.184979e+02	5.200023e+00
1.185127e+02	5.332070e+00
1.185274e+02	5.522931e+00
1.185422e+02	5.666007e+00
1.185569e+02	5.664894e+00
1.185717e+02	5.588074e+00
1.185864e+02	5.532136e+00
1.186012e+02	5.492719e+00
1.186159e+02	5.477281e+00
1.186307e+02	5.396779e+00
1.186454e+02	5.299478e+00
1.186602e+02	5.191413e+00
1.186749e+02	5.104558e+00
1.186897e+02	4.988304e+00
1.187044e+02	4.954349e+00
1.187192e+02	5.008317e+00
1.187339e+02	5.058866e+00
1.187487e+02	5.028008e+00
1.187634e+02	4.895242e+00
1.187782e+02	4.805010e+00
1.187929e+02	4.803482e+00
1.188077e+02	4.893032e+00
1.188224e+02	4.965887e+00
