1.184389e+02	1.995128e-01
1.184537e+02	2.798380e-01
1.184684e+02	2.719738e-01
1.184832e+02	3.841264e-01
1.184979e+02	5.806053e-01
1.185127e+02	8.327258e-01
1.185274e+02	9.698071e-01
1.185422e+02	9.582088e-01
1.185569e+02	8.282117e-01
1.185717e+02	6.513024e-01
1.185864e+02	4.622131e-01
1.186012e+02	2.022159e-01
1.186159e+02	-5.577134e-02
1.186307e+02	-1.647667e-01
1.186454e+02	-4.367345e-02
1.186602e+02	1.891142e-01
1.186749e+02	3.932199e-01
1.186897e+02	5.239361e-01
1.187044e+02	6.573151e-01
1.187192e+02	7.619208e-01
1.187339e+02	7.185563e-01
1.187487e+02	7.433310e-01
1.187634e+02	9.016493e-01
