   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
   1.7790262172284643E+021   2.7657516637719355E-020
