!
! 19-DEC-2018 13:40:36
! Input file  : serpens_cn10_conv.30m
! Input command: ANALYSE\PRINT area 16.5 18.5 /OUTPUT smm1_cn10_red_5.txt
!
 1    238.386   -226.500 -0.13778    
 2    223.736   -226.500 -0.12223    
 3    209.086   -226.500 -0.12050    
 4    194.436   -226.500 -0.10734    
 5    179.786   -226.500 -4.22186E-02
 6    165.136   -226.500  2.07935E-02
 7    150.486   -226.500  0.19549    
 8    135.836   -226.500  0.15519    
 9    121.186   -226.500  0.15846    
 10    106.536   -226.500  0.16193    
 11     91.886   -226.500  0.16240    
 12     77.236   -226.500  0.16234    
 13     33.286   -211.850 -0.64580    
 14     47.936   -211.850 -0.23580    
 15     62.586   -211.850 -1.21321E-02
 16     77.236   -211.850  6.78230E-02
 17     91.886   -211.850  6.84218E-02
 18    106.536   -211.850  6.79900E-02
 19    121.186   -211.850  6.63311E-02
 20    135.836   -211.850  8.85019E-02
 21    150.486   -211.850  0.15032    
 22    165.136   -211.850  5.82518E-02
 23    179.786   -211.850  2.12050E-02
 24    194.436   -211.850  3.46638E-02
 25    209.086   -211.850  3.78433E-02
 26    223.736   -211.850  3.82751E-02
 27    238.386   -211.850  0.21178    
 28    253.036   -211.850  0.42367    
 29    267.686   -211.850  0.56855    
 30    267.686   -197.200  0.33841    
 31    253.036   -197.200  0.33093    
 32    238.386   -197.200  0.24198    
 33    223.736   -197.200  1.37922E-02
 34    209.086   -197.200 -8.30565E-03
 35    194.436   -197.200 -1.80093E-02
 36    179.786   -197.200 -4.16721E-02
 37    165.136   -197.200  6.76956E-02
 38    150.486   -197.200  8.48660E-02
 39    135.836   -197.200  4.65838E-02
 40    121.186   -197.200  0.14738    
 41    106.536   -197.200  0.17909    
 42     91.886   -197.200  0.14543    
 43     77.236   -197.200  6.89940E-02
 44     62.586   -197.200 -1.86299E-02
 45     47.936   -197.200 -0.24179    
 46     33.286   -197.200 -0.40744    
 47     18.636   -197.200 -0.43516    
 48    -39.964   -182.550  0.17609    
 49    -25.314   -182.550  4.18273E-02
 50    -10.664   -182.550 -9.81431E-02
 51      3.986   -182.550 -0.19270    
 52     18.636   -182.550 -0.36475    
 53     33.286   -182.550 -0.35707    
 54     47.936   -182.550 -0.23462    
 55     62.586   -182.550 -2.24768E-02
 56     77.236   -182.550  7.49849E-02
 57     91.886   -182.550  9.64077E-02
 58    106.536   -182.550  0.32801    
 59    121.186   -182.550  0.38674    
 60    135.836   -182.550  0.12352    
 61    150.486   -182.550 -6.82260E-03
 62    165.136   -182.550  1.47854E-02
 63    179.786   -182.550 -1.83923E-02
 64    194.436   -182.550 -3.15804E-02
 65    209.086   -182.550  1.07019E-03
 66    223.736   -182.550 -1.87090E-03
 67    238.386   -182.550  9.43729E-02
 68    253.036   -182.550  0.19897    
 69    267.686   -182.550  0.21318    
 70    267.686   -167.900  3.02278E-02
 71    253.036   -167.900  1.07084E-02
 72    238.386   -167.900 -8.24301E-02
 73    223.736   -167.900 -6.83711E-02
 74    209.086   -167.900  7.13486E-02
 75    194.436   -167.900 -1.63327E-04
 76    179.786   -167.900 -8.15934E-02
 77    165.136   -167.900 -0.10893    
 78    150.486   -167.900 -5.81281E-02
 79    135.836   -167.900  0.20003    
 80    121.186   -167.900  0.41226    
 81    106.536   -167.900  0.24600    
 82     91.886   -167.900  0.11969    
 83     77.236   -167.900  8.45118E-02
 84     62.586   -167.900 -2.26563E-02
 85     47.936   -167.900 -0.20205    
 86     33.286   -167.900 -0.28106    
 87     18.636   -167.900 -2.97768E-02
 88      3.986   -167.900 -0.19047    
 89    -10.664   -167.900 -9.69376E-02
 90    -25.314   -167.900  4.19763E-02
 91    -39.964   -167.900  0.16426    
 92    -54.614   -167.900  8.95331E-02
 93    -69.264   -167.900 -9.86688E-02
 94    -83.914   -167.900 -0.19229    
 95    -98.564   -153.250  4.79453E-02
 96    -83.914   -153.250 -2.59770E-02
 97    -69.264   -153.250 -4.40135E-02
 98    -54.614   -153.250  6.00196E-02
 99    -39.964   -153.250  0.16465    
 100    -25.314   -153.250  4.52978E-02
 101    -10.664   -153.250 -8.86412E-02
 102      3.986   -153.250 -0.18100    
 103     18.636   -153.250  2.05944E-02
 104     33.286   -153.250  5.09588E-02
 105     47.936   -153.250 -5.70859E-02
 106     62.586   -153.250  1.48212E-02
 107     77.236   -153.250  9.80379E-02
 108     91.886   -153.250  0.14256    
 109    106.536   -153.250  0.35675    
 110    121.186   -153.250  0.55086    
 111    135.836   -153.250  0.32867    
 112    150.486   -153.250  6.61633E-02
 113    165.136   -153.250 -7.21538E-02
 114    179.786   -153.250 -1.97106E-02
 115    194.436   -153.250  0.11309    
 116    209.086   -153.250  7.38870E-02
 117    223.736   -153.250 -8.94494E-02
 118    238.386   -153.250 -0.12526    
 119    253.036   -153.250 -7.29336E-02
 120    267.686   -153.250 -5.75408E-02
 121    267.686   -138.600  3.45136E-02
 122    253.036   -138.600  1.82606E-02
 123    238.386   -138.600 -2.21697E-02
 124    223.736   -138.600  3.89199E-03
 125    209.086   -138.600  1.56144E-02
 126    194.436   -138.600  4.03807E-02
 127    179.786   -138.600 -3.27943E-02
 128    165.136   -138.600 -3.67799E-02
 129    150.486   -138.600  0.11432    
 130    135.836   -138.600  0.38506    
 131    121.186   -138.600  0.63810    
 132    106.536   -138.600  0.44786    
 133     91.886   -138.600  0.18621    
 134     77.236   -138.600  8.96861E-02
 135     62.586   -138.600  6.47499E-02
 136     47.936   -138.600  0.13812    
 137     33.286   -138.600  0.17590    
 138     18.636   -138.600  5.05830E-02
 139      3.986   -138.600 -0.10806    
 140    -10.664   -138.600 -3.24710E-02
 141    -25.314   -138.600  6.79289E-02
 142    -39.964   -138.600  0.16483    
 143    -54.614   -138.600  6.72031E-02
 144    -69.264   -138.600  4.67791E-02
 145    -83.914   -138.600  0.13229    
 146    -98.564   -138.600  0.23282    
 147    -98.564   -123.950  0.33491    
 148    -83.914   -123.950  0.26189    
 149    -69.264   -123.950  0.15236    
 150    -54.614   -123.950  8.70123E-02
 151    -39.964   -123.950  0.14771    
 152    -25.314   -123.950  8.84774E-02
 153    -10.664   -123.950  8.42948E-02
 154      3.986   -123.950  8.75902E-02
 155     18.636   -123.950  0.11875    
 156     33.286   -123.950  0.18576    
 157     47.936   -123.950  0.12789    
 158     62.586   -123.950  6.71749E-02
 159     77.236   -123.950  6.20770E-02
 160     91.886   -123.950  0.17221    
 161    106.536   -123.950  0.41250    
 162    121.186   -123.950  0.53295    
 163    135.836   -123.950  0.29718    
 164    150.486   -123.950  8.73883E-02
 165    165.136   -123.950  1.75705E-02
 166    179.786   -123.950  3.06673E-03
 167    194.436   -123.950  6.96179E-02
 168    209.086   -123.950  2.21855E-02
 169    223.736   -123.950  1.87452E-02
 170    238.386   -123.950 -4.80227E-02
 171    253.036   -123.950 -8.36371E-02
 172    267.686   -123.950 -8.57975E-02
 173    267.686   -109.300 -1.70640E-02
 174    253.036   -109.300 -2.48333E-02
 175    238.386   -109.300 -2.46121E-02
 176    223.736   -109.300  5.25300E-02
 177    209.086   -109.300  7.04719E-02
 178    194.436   -109.300  0.10725    
 179    179.786   -109.300  5.03344E-02
 180    165.136   -109.300  4.13159E-02
 181    150.486   -109.300  6.38004E-02
 182    135.836   -109.300  0.20479    
 183    121.186   -109.300  0.33235    
 184    106.536   -109.300  0.28452    
 185     91.886   -109.300  0.15940    
 186     77.236   -109.300  5.06598E-02
 187     62.586   -109.300  1.48534E-02
 188     47.936   -109.300 -2.20885E-03
 189     33.286   -109.300  4.58797E-02
 190     18.636   -109.300  6.59442E-02
 191      3.986   -109.300  9.48741E-02
 192    -10.664   -109.300  7.18389E-02
 193    -25.314   -109.300  3.76628E-02
 194    -39.964   -109.300  9.13296E-02
 195    -54.614   -109.300  0.12663    
 196    -69.264   -109.300  0.23462    
 197    -83.914   -109.300  0.31873    
 198    -98.564   -109.300  0.35196    
 199    -98.564    -94.650  0.38401    
 200    -83.914    -94.650  0.36696    
 201    -69.264    -94.650  0.31064    
 202    -54.614    -94.650  0.19866    
 203    -39.964    -94.650  0.10938    
 204    -25.314    -94.650  6.56594E-02
 205    -10.664    -94.650  4.58263E-02
 206      3.986    -94.650  6.90816E-02
 207     18.636    -94.650  0.10075    
 208     33.286    -94.650  2.83103E-02
 209     47.936    -94.650 -2.59143E-03
 210     62.586    -94.650  3.05100E-02
 211     77.236    -94.650  0.12647    
 212     91.886    -94.650  0.21118    
 213    106.536    -94.650  0.24427    
 214    121.186    -94.650  0.26678    
 215    135.836    -94.650  0.13076    
 216    150.486    -94.650  7.34266E-02
 217    165.136    -94.650  7.85498E-02
 218    179.786    -94.650  6.65993E-02
 219    194.436    -94.650  8.18834E-02
 220    209.086    -94.650  0.14510    
 221    223.736    -94.650  0.11181    
 222    238.386    -94.650  3.38501E-02
 223    253.036    -94.650  3.86661E-02
 224    267.686    -94.650  4.75180E-02
 225    267.686    -80.000 -1.98351E-02
 226    253.036    -80.000 -1.74566E-02
 227    238.386    -80.000  1.18414E-02
 228    223.736    -80.000  7.13155E-02
 229    209.086    -80.000  0.13029    
 230    194.436    -80.000  0.10659    
 231    179.786    -80.000  0.10697    
 232    165.136    -80.000  0.11057    
 233    150.486    -80.000  7.32417E-02
 234    135.836    -80.000  0.12782    
 235    121.186    -80.000  0.26951    
 236    106.536    -80.000  0.22444    
 237     91.886    -80.000  0.10952    
 238     77.236    -80.000  0.11105    
 239     62.586    -80.000  7.46230E-02
 240     47.936    -80.000  2.77383E-02
 241     33.286    -80.000  8.35758E-02
 242     18.636    -80.000  0.12254    
 243      3.986    -80.000  9.55162E-02
 244    -10.664    -80.000  0.11791    
 245    -25.314    -80.000  0.11681    
 246    -39.964    -80.000  0.12402    
 247    -54.614    -80.000  0.10344    
 248    -69.264    -80.000  0.14764    
 249    -83.914    -80.000  0.17180    
 250    -98.564    -80.000  0.17961    
 251    -98.564    -65.350  9.25124E-02
 252    -83.914    -65.350  9.40734E-02
 253    -69.264    -65.350  9.00418E-02
 254    -54.614    -65.350  7.35163E-02
 255    -39.964    -65.350  0.10124    
