!
! 19-DEC-2018 13:38:11
! Input file  : serpens_cn10_conv.30m
! Input command: ANALYSE\PRINT area 5 8.5 /OUTPUT smm1_cn10_blue_4.txt
!
 1    238.386   -226.500   1.0374    
 2    223.736   -226.500   1.0619    
 3    209.086   -226.500   1.0642    
 4    194.436   -226.500   1.0823    
 5    179.786   -226.500   1.2100    
 6    165.136   -226.500   1.4890    
 7    150.486   -226.500   1.7318    
 8    135.836   -226.500   1.3309    
 9    121.186   -226.500   1.0298    
 10    106.536   -226.500   1.0236    
 11     91.886   -226.500   1.0247    
 12     77.236   -226.500   1.0248    
 13     33.286   -211.850  0.43712    
 14     47.936   -211.850  0.32454    
 15     62.586   -211.850  0.31074    
 16     77.236   -211.850  0.85855    
 17     91.886   -211.850  0.93686    
 18    106.536   -211.850  0.94296    
 19    121.186   -211.850  0.99506    
 20    135.836   -211.850   1.3218    
 21    150.486   -211.850   1.7127    
 22    165.136   -211.850   1.5450    
 23    179.786   -211.850   1.4103    
 24    194.436   -211.850   1.4184    
 25    209.086   -211.850   1.4230    
 26    223.736   -211.850   1.4237    
 27    238.386   -211.850   1.1038    
 28    253.036   -211.850  0.82616    
 29    267.686   -211.850  0.90893    
 30    267.686   -197.200  0.79004    
 31    253.036   -197.200  0.78608    
 32    238.386   -197.200  0.80712    
 33    223.736   -197.200   1.4421    
 34    209.086   -197.200   1.7178    
 35    194.436   -197.200   1.6871    
 36    179.786   -197.200   1.5673    
 37    165.136   -197.200   1.6110    
 38    150.486   -197.200   1.8016    
 39    135.836   -197.200   1.6360    
 40    121.186   -197.200   1.3596    
 41    106.536   -197.200   1.2860    
 42     91.886   -197.200   1.2775    
 43     77.236   -197.200  0.68428    
 44     62.586   -197.200  0.34338    
 45     47.936   -197.200  0.35973    
 46     33.286   -197.200  0.39281    
 47     18.636   -197.200  0.39156    
 48    -39.964   -182.550 -0.35144    
 49    -25.314   -182.550 -0.18490    
 50    -10.664   -182.550  0.21396    
 51      3.986   -182.550  0.38385    
 52     18.636   -182.550  0.38406    
 53     33.286   -182.550  0.38750    
 54     47.936   -182.550  0.39025    
 55     62.586   -182.550  0.39897    
 56     77.236   -182.550  0.72779    
 57     91.886   -182.550   1.3001    
 58    106.536   -182.550   1.8428    
 59    121.186   -182.550   1.9158    
