!
! 05-APR-2020 19:46:55
! Input file  : serpens_cn10_conv.30m
! Input command: ANALYSE\PRINT area -41.6 -40.52 /OUTPUT serpens_cn10_blue2_smm4.txt
!
 1    238.386   -226.500 -0.29303    
 2    223.736   -226.500 -0.27322    
 3    209.086   -226.500 -0.27110    
 4    194.436   -226.500 -0.25369    
 5    179.786   -226.500 -0.11120    
 6    165.136   -226.500  0.24249    
 7    150.486   -226.500  0.30989    
 8    135.836   -226.500  0.19109    
 9    121.186   -226.500  0.24586    
 10    106.536   -226.500  0.27607    
 11     91.886   -226.500  0.28037    
 12     77.236   -226.500  0.28100    
 13     33.286   -211.850  0.30572    
 14     47.936   -211.850  6.42507E-02
 15     62.586   -211.850  5.04837E-02
 16     77.236   -211.850  0.20975    
 17     91.886   -211.850  0.21662    
 18    106.536   -211.850  0.21403    
 19    121.186   -211.850  0.19739    
 20    135.836   -211.850  0.17756    
 21    150.486   -211.850  0.23928    
 22    165.136   -211.850  0.16154    
 23    179.786   -211.850 -3.71665E-03
 24    194.436   -211.850 -4.42940E-02
 25    209.086   -211.850 -4.85598E-02
 26    223.736   -211.850 -4.90673E-02
 27    238.386   -211.850 -9.94305E-02
 28    253.036   -211.850 -0.13315    
 29    267.686   -211.850 -0.10323    
 30    267.686   -197.200 -0.14737    
 31    253.036   -197.200 -0.14506    
 32    238.386   -197.200 -0.14287    
 33    223.736   -197.200 -2.20488E-02
 34    209.086   -197.200  7.55715E-02
 35    194.436   -197.200  5.65614E-02
 36    179.786   -197.200 -5.36865E-03
 37    165.136   -197.200  6.19004E-02
 38    150.486   -197.200  0.13465    
 39    135.836   -197.200  0.11536    
 40    121.186   -197.200  0.11504    
 41    106.536   -197.200  0.13189    
 42     91.886   -197.200  0.15153    
 43     77.236   -197.200  0.18214    
 44     62.586   -197.200  4.68762E-02
 45     47.936   -197.200  4.52565E-02
 46     33.286   -197.200  8.19586E-02
 47     18.636   -197.200  8.78918E-02
 48    -39.964   -182.550 -0.24818    
 49    -25.314   -182.550 -0.22316    
 50    -10.664   -182.550 -0.15846    
 51      3.986   -182.550 -0.12396    
 52     18.636   -182.550  8.18921E-04
 53     33.286   -182.550  3.85542E-03
 54     47.936   -182.550  1.57171E-03
 55     62.586   -182.550  3.57126E-02
 56     77.236   -182.550  0.16471    
 57     91.886   -182.550  0.16891    
 58    106.536   -182.550  0.20241    
 59    121.186   -182.550  0.23287    
 60    135.836   -182.550  0.13442    
 61    150.486   -182.550  0.10573    
 62    165.136   -182.550  7.72135E-02
 63    179.786   -182.550 -1.14269E-02
 64    194.436   -182.550  2.04187E-03
 65    209.086   -182.550  5.88176E-02
 66    223.736   -182.550 -0.16659    
 67    238.386   -182.550 -0.13757    
 68    253.036   -182.550 -0.15766    
 69    267.686   -182.550 -0.16312    
 70    267.686   -167.900 -0.17421    
 71    253.036   -167.900 -0.16414    
 72    238.386   -167.900 -0.11914    
 73    223.736   -167.900 -0.12623    
 74    209.086   -167.900  5.95450E-02
 75    194.436   -167.900  0.11349    
 76    179.786   -167.900  0.14461    
 77    165.136   -167.900  0.23247    
 78    150.486   -167.900  0.31836    
 79    135.836   -167.900  0.23194    
 80    121.186   -167.900  0.19066    
