!
! 05-APR-2020 19:48:17
! Input file  : serpens_cn10_conv.30m
! Input command: ANALYSE\PRINT area -69.26 -68.7 /OUTPUT serpens_cn10_red1_smm4.txt
!
 1    238.386   -226.500  0.15851    
 2    223.736   -226.500  0.16264    
 3    209.086   -226.500  0.16189    
 4    194.436   -226.500  0.15579    
 5    179.786   -226.500  0.10840    
 6    165.136   -226.500  1.99765E-02
 7    150.486   -226.500 -7.64993E-03
 8    135.836   -226.500 -6.21282E-02
 9    121.186   -226.500 -9.11324E-02
 10    106.536   -226.500 -9.71594E-02
 11     91.886   -226.500 -9.79257E-02
 12     77.236   -226.500 -9.80968E-02
 13     33.286   -211.850  3.54577E-02
 14     47.936   -211.850  4.50891E-02
 15     62.586   -211.850  2.39622E-02
 16     77.236   -211.850 -7.31678E-03
 17     91.886   -211.850 -4.00937E-02
 18    106.536   -211.850 -3.95823E-02
 19    121.186   -211.850 -3.57009E-02
 20    135.836   -211.850 -1.82369E-02
 21    150.486   -211.850  1.93301E-02
 22    165.136   -211.850  2.10293E-02
 23    179.786   -211.850  7.16321E-02
 24    194.436   -211.850  0.12875    
 25    209.086   -211.850  0.14011    
 26    223.736   -211.850  0.14162    
 27    238.386   -211.850  0.16646    
 28    253.036   -211.850  0.24835    
 29    267.686   -211.850  0.33215    
 30    267.686   -197.200  0.22027    
 31    253.036   -197.200  0.21725    
 32    238.386   -197.200  0.15836    
 33    223.736   -197.200  9.67854E-02
 34    209.086   -197.200  0.15654    
 35    194.436   -197.200  0.14485    
 36    179.786   -197.200  9.30001E-02
 37    165.136   -197.200  4.73925E-02
 38    150.486   -197.200  1.56594E-02
 39    135.836   -197.200  1.20326E-03
 40    121.186   -197.200  2.12545E-02
 41    106.536   -197.200  2.85686E-02
 42     91.886   -197.200  6.09981E-02
 43     77.236   -197.200  7.57967E-02
 44     62.586   -197.200  2.31852E-02
 45     47.936   -197.200  4.86944E-02
 46     33.286   -197.200  6.33821E-02
 47     18.636   -197.200  6.72235E-02
 48    -39.964   -182.550 -3.28583E-02
 49    -25.314   -182.550 -1.00367E-02
 50    -10.664   -182.550 -1.25894E-02
 51      3.986   -182.550  5.20918E-03
 52     18.636   -182.550  6.58648E-02
 53     33.286   -182.550  6.62611E-02
 54     47.936   -182.550  4.83122E-02
 55     62.586   -182.550  1.86511E-02
 56     77.236   -182.550  6.89128E-02
 57     91.886   -182.550  0.10915    
 58    106.536   -182.550  8.52157E-02
 59    121.186   -182.550  5.72605E-02
 60    135.836   -182.550 -9.52320E-04
 61    150.486   -182.550 -1.78952E-02
 62    165.136   -182.550  3.96444E-02
 63    179.786   -182.550  6.30459E-02
