!
! 05-APR-2020 19:44:40
! Input file  : serpens_hcn10_conv.30m
! Input command: ANALYSE\PRINT area 13.34 14.7 /OUTPUT serpens_hcn10_red3.txt
!
 104    -69.264   -123.950  0.15820    
 105    -54.614   -123.950  0.23343    
 106    -39.964   -123.950  0.20238    
 107    -25.314   -123.950  0.15258    
 108    -10.664   -123.950  0.16916    
 109      3.986   -123.950  0.20509    
 110     18.636   -123.950  0.27351    
 111     33.286   -123.950  0.15078    
 112     47.936   -123.950  0.22665    
 113     62.586   -123.950  0.13005    
 114     77.236   -123.950  0.14896    
 115     91.886   -123.950  0.21731    
 116    106.536   -123.950  0.34013    
 117    121.186   -123.950  0.51275    
 118    135.836   -123.950  0.46235    
 119    150.486   -123.950  0.11490    
 120    165.136   -123.950  0.10916    
 121    179.786   -123.950  5.82389E-02
 122    194.436   -123.950  2.24687E-02
 123    209.086   -123.950  5.22559E-02
 124    223.736   -123.950  1.78540E-02
 125    238.386   -123.950  4.75054E-03
 126    238.386   -109.300 -2.87896E-02
 127    223.736   -109.300 -1.05898E-02
 128    209.086   -109.300  0.16321    
 129    194.436   -109.300  9.92308E-02
 130    179.786   -109.300  0.14292    
 131    165.136   -109.300  0.23954    
 132    150.486   -109.300  0.21178    
 133    135.836   -109.300  0.18376    
 134    121.186   -109.300  0.33607    
 135    106.536   -109.300  0.24568    
 136     91.886   -109.300  0.27510    
 137     77.236   -109.300  0.19987    
 138     62.586   -109.300  0.22558    
 139     47.936   -109.300  0.16763    
 140     33.286   -109.300  0.14942    
 141     18.636   -109.300  0.19862    
 142      3.986   -109.300  0.17346    
 143    -10.664   -109.300  0.18275    
 144    -25.314   -109.300  0.19783    
 145    -39.964   -109.300  0.22251    
 146    -54.614   -109.300  0.24011    
 147    -69.264   -109.300  0.28755    
 148    -83.914   -109.300  0.29811    
 149    -83.914    -94.650  0.23044    
 150    -69.264    -94.650  0.22101    
 151    -54.614    -94.650  0.14741    
 152    -39.964    -94.650  0.25969    
 153    -25.314    -94.650  0.13092    
 154    -10.664    -94.650  0.12334    
 155      3.986    -94.650  0.15384    
 156     18.636    -94.650  6.95612E-02
 157     33.286    -94.650  0.14915    
 158     47.936    -94.650  0.12474    
 159     62.586    -94.650  0.17465    
 160     77.236    -94.650  0.20650    
 161     91.886    -94.650  0.27263    
 162    106.536    -94.650  0.22799    
 163    121.186    -94.650  0.21444    
 164    135.836    -94.650  0.14825    
 165    150.486    -94.650  0.18581    
 166    165.136    -94.650  0.37156    
 167    179.786    -94.650  0.20545    
 168    194.436    -94.650  0.16358    
 169    209.086    -94.650  0.21946    
 170    223.736    -94.650  0.17758    
 171    238.386    -94.650  0.16644    
 172    238.386    -80.000  0.29616    
 173    223.736    -80.000  0.29247    
 174    209.086    -80.000  0.20448    
 175    194.436    -80.000  0.28149    
 176    179.786    -80.000  0.26069    
 177    165.136    -80.000  0.39688    
 178    150.486    -80.000  0.26423    
 179    135.836    -80.000  3.66883E-02
 180    121.186    -80.000  0.19290    
 181    106.536    -80.000  0.18618    
 182     91.886    -80.000  0.10276    
 183     77.236    -80.000  0.14899    
 184     62.586    -80.000  0.19166    
 185     47.936    -80.000  0.12877    
 186     33.286    -80.000  0.12300    
 187     18.636    -80.000  0.14221    
 188      3.986    -80.000  0.21814    
 189    -10.664    -80.000  0.25544    
 190    -25.314    -80.000  0.17458    
 191    -39.964    -80.000  0.34463    
 192    -54.614    -80.000  0.24646    
 193    -69.264    -80.000  0.14675    
 194    -83.914    -80.000  0.14168    
 195    -83.914    -65.350  0.13239    
 196    -69.264    -65.350  0.14746    
 197    -54.614    -65.350  0.31805    
 198    -39.964    -65.350  0.25202    
 199    -25.314    -65.350  0.31020    
 200    -10.664    -65.350  0.33598    
 201      3.986    -65.350  0.29546    
 202     18.636    -65.350  0.14015    
 203     33.286    -65.350  0.11358    
 204     47.936    -65.350  0.14064    
 205     62.586    -65.350  0.12473    
 206     77.236    -65.350  0.12845    
 207     91.886    -65.350  3.89463E-02
 208    106.536    -65.350  0.22182    
 209    121.186    -65.350  0.22635    
 210    135.836    -65.350  0.17435    
 211    150.486    -65.350  0.10780    
 212    165.136    -65.350  0.29526    
 213    179.786    -65.350  0.39340    
 214    194.436    -65.350  0.42990    
 215    209.086    -65.350  0.47095    
 216    223.736    -65.350  0.32540    
 217    238.386    -65.350  0.30628    
 218    238.386    -50.700  0.75147    
 219    223.736    -50.700  0.76555    
 220    209.086    -50.700  0.87633    
 221    194.436    -50.700  0.67209    
 222    179.786    -50.700  0.49042    
 223    165.136    -50.700  0.20901    
 224    150.486    -50.700  0.18985    
 225    135.836    -50.700  0.15045    
 226    121.186    -50.700  6.68357E-02
 227    106.536    -50.700  0.21617    
 228     91.886    -50.700  0.11122    
 229     77.236    -50.700  2.11806E-02
 230     62.586    -50.700  0.10806    
 231     47.936    -50.700  0.12403    
 232     33.286    -50.700  0.10461    
 233     18.636    -50.700  0.21351    
 234      3.986    -50.700  0.23952    
 235    -10.664    -50.700  0.43995    
 236    -25.314    -50.700  0.53682    
 237    -39.964    -50.700  0.39622    
 238    -54.614    -50.700  0.27396    
 239    -69.264    -50.700  0.21471    
 240    -83.914    -50.700  0.20062    
 241    -83.914    -36.050  0.11430    
 242    -69.264    -36.050  0.12648    
 243    -54.614    -36.050  0.23917    
 244    -39.964    -36.050  0.56833    
 245    -25.314    -36.050  0.58100    
 246    -10.664    -36.050  0.60064    
 247      3.986    -36.050  0.53964    
 248     18.636    -36.050  0.42584    
 249     33.286    -36.050  0.13098    
 250     47.936    -36.050  0.15608    
 251     62.586    -36.050  0.11744    
 252     77.236    -36.050  5.84720E-02
 253     91.886    -36.050  2.75108E-02
 254    106.536    -36.050  6.49280E-02
 255    121.186    -36.050  0.10098    
 256    135.836    -36.050  0.19110    
 257    150.486    -36.050  0.16553    
 258    165.136    -36.050  0.36560    
 259    179.786    -36.050  0.57944    
 260    194.436    -36.050  0.71901    
 261    209.086    -36.050   1.0777    
 262    223.736    -36.050  0.70916    
 263    238.386    -36.050  0.69024    
 264    238.386    -21.400  0.81504    
 265    223.736    -21.400  0.81713    
 266    209.086    -21.400  0.77977    
 267    194.436    -21.400  0.49473    
 268    179.786    -21.400  0.34445    
 269    165.136    -21.400  0.25096    
 270    150.486    -21.400  0.23842    
 271    135.836    -21.400  0.14959    
 272    121.186    -21.400  0.24250    
 273    106.536    -21.400  9.31404E-02
 274     91.886    -21.400  0.16596    
 275     77.236    -21.400  0.17140    
 276     62.586    -21.400  0.19873    
 277     47.936    -21.400  0.23882    
 278     33.286    -21.400  0.35479    
 279     18.636    -21.400  0.57475    
 280      3.986    -21.400  0.70749    
 281    -10.664    -21.400  0.65162    
 282    -25.314    -21.400  0.65631    
 283    -39.964    -21.400  0.44442    
 284    -54.614    -21.400  0.17803    
 285    -69.264    -21.400  0.23344    
 286    -83.914    -21.400  0.22598    
 287    -83.914     -6.750  8.20722E-02
 288    -69.264     -6.750  9.82206E-02
 289    -54.614     -6.750  0.29504    
 290    -39.964     -6.750  0.45552    
 291    -25.314     -6.750  0.73541    
 292    -10.664     -6.750  0.98827    
 293      3.986     -6.750  0.96650    
 294     18.636     -6.750  0.57000    
 295     33.286     -6.750  0.42656    
 296     47.936     -6.750  0.30107    
 297     62.586     -6.750  0.21426    
 298     77.236     -6.750  0.15933    
 299     91.886     -6.750  8.01266E-02
 300    106.536     -6.750  0.17540    
 301    121.186     -6.750  0.27022    
 302    135.836     -6.750  0.18278    
 303    150.486     -6.750  0.21782    
 304    165.136     -6.750  0.30194    
 305    179.786     -6.750  0.30334    
 306    194.436     -6.750  0.23322    
 307    209.086     -6.750  0.16756    
 308    223.736     -6.750  0.16179    
 309    238.386     -6.750  0.77686    
 310    223.736      7.900  0.12062    
 311    209.086      7.900  0.15666    
 312    194.436      7.900  0.20774    
 313    179.786      7.900  0.34226    
 314    165.136      7.900  0.30052    
 315    150.486      7.900  0.21304    
 316    135.836      7.900  0.16674    
 317    121.186      7.900  0.26126    
 318    106.536      7.900  0.19631    
 319     91.886      7.900  7.08666E-02
 320     77.236      7.900  0.15775    
 321     62.586      7.900  0.17291    
 322     47.936      7.900  0.36585    
 323     33.286      7.900  0.43680    
 324     18.636      7.900  0.62601    
 325      3.986      7.900  0.95782    
 326    -10.664      7.900  0.94721    
 327    -25.314      7.900  0.50920    
 328    -39.964      7.900  0.47725    
 329    -54.614      7.900  0.43942    
 330    -69.264      7.900  0.34585    
 331    -83.914      7.900  0.33759    
 332    -83.914     22.550  0.14880    
 333    -69.264     22.550  0.15887    
 334    -54.614     22.550  0.29939    
 335    -39.964     22.550  0.25159    
 336    -25.314     22.550  0.51070    
 337    -10.664     22.550  0.79257    
 338      3.986     22.550  0.68788    
 339     18.636     22.550  0.59547    
 340     33.286     22.550  0.73649    
 341     47.936     22.550  0.54577    
 342     62.586     22.550  0.33712    
 343     77.236     22.550  0.34942    
 344     91.886     22.550  7.11626E-02
 345    106.536     22.550  0.19760    
 346    121.186     22.550  0.26267    
 347    135.836     22.550  0.16480    
 348    150.486     22.550  0.21337    
 349    165.136     22.550  0.29983    
 350    179.786     22.550  0.34295    
 351    194.436     22.550  0.20599    
 352    209.086     22.550  0.15640    
 353     77.236     37.200  7.84784E-02
 354     62.586     37.200  8.38346E-02
 355     47.936     37.200  0.40594    
 356     33.286     37.200  0.67515    
 357     18.636     37.200  0.63634    
 358      3.986     37.200  0.68820    
 359    -10.664     37.200  0.63844    
 360    -25.314     37.200  0.46485    
 361    -39.964     37.200  0.42501    
 362    -54.614     37.200  0.34932    
 363    -69.264     37.200  4.97071E-02
 364    -83.914     37.200  2.92548E-02
 365    -83.914     51.850  0.16261    
 366    -69.264     51.850  0.17017    
 367    -54.614     51.850  0.21991    
 368    -39.964     51.850  0.40299    
 369    -25.314     51.850  0.80360    
 370    -10.664     51.850   1.0496    
 371      3.986     51.850  0.66681    
 372     18.636     51.850  0.42990    
 373     33.286     51.850  0.29319    
 374     47.936     51.850  0.24796    
 375     62.586     51.850  9.96646E-02
 376     77.236     51.850  9.54357E-02
 377     77.236     66.500  0.12571    
 378     62.586     66.500  0.12681    
 379     47.936     66.500  0.10510    
 380     33.286     66.500  0.14386    
 381     18.636     66.500  0.27916    
 382      3.986     66.500   1.0455    
 383    -10.664     66.500   2.0204    
 384    -25.314     66.500   1.8235    
 385    -39.964     66.500   1.1098    
 386    -54.614     66.500  0.60728    
 387    -69.264     66.500  0.21160    
 388    -83.914     66.500  0.18707    
 389    -83.914     81.150  0.51230    
 390    -69.264     81.150  0.53597    
 391    -54.614     81.150  0.86735    
 392    -39.964     81.150   1.4180    
 393    -25.314     81.150   2.2488    
 394    -10.664     81.150   2.1140    
 395      3.986     81.150  0.77726    
 396     18.636     81.150  0.15896    
 397     33.286     81.150  0.15926    
 398     47.936     81.150  0.17783    
 399     62.586     81.150 -6.56383E-02
 400     77.236     81.150 -7.34192E-02
 401     77.236     95.800  8.72174E-02
 402     62.586     95.800  9.45931E-02
 403     47.936     95.800  0.20149    
 404     33.286     95.800  9.55331E-02
 405     18.636     95.800  0.32998    
 406      3.986     95.800  0.52316    
 407    -10.664     95.800   1.5610    
 408    -25.314     95.800   1.6890    
 409    -39.964     95.800   1.2822    
 410    -54.614     95.800   1.0411    
 411    -69.264     95.800  0.89654    
 412    -83.914     95.800  0.88478    
 413    -83.914    110.450  0.98652    
 414    -69.264    110.450  0.97995    
 415    -54.614    110.450  0.89439    
 416    -39.964    110.450  0.79376    
 417    -25.314    110.450  0.99762    
 418    -10.664    110.450  0.77537    
 419      3.986    110.450  0.38681    
 420     18.636    110.450  0.33021    
 421     33.286    110.450  0.30908    
 422     47.936    110.450  0.11257    
 423     62.586    110.450  2.33656E-02
 424     77.236    110.450  1.65962E-02
 425     77.236    125.100  1.96018E-02
 426     62.586    125.100  4.24854E-02
 427     47.936    125.100  0.29810    
 428     33.286    125.100  0.36799    
 429     18.636    125.100  0.26510    
 430      3.986    125.100  0.33558    
 431    -10.664    125.100  0.50737    
 432    -25.314    125.100  0.59449    
 433    -39.964    125.100  0.45805    
 434    -54.614    125.100  0.41642    
 435    -69.264    125.100  0.61585    
 436    -83.914    125.100  0.61955    
 437    -83.914    139.750  0.23501    
 438    -69.264    139.750  0.26295    
 439    -54.614    139.750  0.34481    
 440    -39.964    139.750  0.48292    
 441    -25.314    139.750  0.42620    
 442    -10.664    139.750  0.31910    
 443      3.986    139.750  0.23635    
 444     18.636    139.750  0.35589    
 445     33.286    139.750  0.26079    
 446     47.936    139.750  0.36600    
 447     62.586    139.750  1.88770E-02
 448     77.236    139.750 -2.17472E-02
 449     62.586    154.400  0.34292    
 450     47.936    154.400  0.42200    
 451     33.286    154.400  0.36364    
 452     18.636    154.400  0.32429    
 453      3.986    154.400  0.39682    
 454    -10.664    154.400  0.26372    
 455    -25.314    154.400  0.40887    
 456    -39.964    154.400  0.30407    
 457    -54.614    154.400  0.24015    
 458    -69.264    154.400  6.50109E-02
 459    -83.914    154.400  0.14989    
 460    -69.264    169.050  6.38965E-02
 461    -54.614    169.050  0.24013    
 462    -39.964    169.050  0.30406    
 463    -25.314    169.050  0.40888    
 464    -10.664    169.050  0.26372    
 465      3.986    169.050  0.39683    
 466     18.636    169.050  0.32428    
 467     33.286    169.050  0.36365    
 468     47.936    169.050  0.42200    
 469     62.586    169.050  0.34339    
