!
! 19-DEC-2018 14:44:08
! Input file  : serpens_cn10_conv.30m
! Input command: ANALYSE\PRINT area -69.5 -68 /OUTPUT smm34_cn10_red_1.txt
!
 1    238.386   -226.500  0.30792    
 2    223.736   -226.500  0.31210    
 3    209.086   -226.500  0.31152    
 4    194.436   -226.500  0.30607    
 5    179.786   -226.500  0.23272    
 6    165.136   -226.500  2.64129E-03
 7    150.486   -226.500  4.70088E-02
 8    135.836   -226.500  8.95085E-02
 9    121.186   -226.500  8.89595E-02
 10    106.536   -226.500  7.19535E-02
 11     91.886   -226.500  6.92639E-02
 12     77.236   -226.500  6.88395E-02
 13     33.286   -211.850  0.39979    
 14     47.936   -211.850  0.16056    
 15     62.586   -211.850  1.52795E-03
 16     77.236   -211.850  8.68048E-02
 17     91.886   -211.850  8.60402E-02
 18    106.536   -211.850  8.67313E-02
 19    121.186   -211.850  9.17221E-02
 20    135.836   -211.850  0.11093    
 21    150.486   -211.850  0.12572    
 22    165.136   -211.850  0.10190    
 23    179.786   -211.850  0.22470    
 24    194.436   -211.850  0.27172    
 25    209.086   -211.850  0.27735    
 26    223.736   -211.850  0.27803    
 27    238.386   -211.850  0.44432    
 28    253.036   -211.850  0.65161    
 29    267.686   -211.850  0.84759    
 30    267.686   -197.200  0.56257    
 31    253.036   -197.200  0.56034    
 32    238.386   -197.200  0.49372    
 33    223.736   -197.200  0.23952    
 34    209.086   -197.200  0.24279    
 35    194.436   -197.200  0.23815    
 36    179.786   -197.200  0.21441    
 37    165.136   -197.200  0.16002    
 38    150.486   -197.200  0.10340    
 39    135.836   -197.200  7.93296E-02
 40    121.186   -197.200  3.83925E-02
 41    106.536   -197.200  2.73282E-02
 42     91.886   -197.200  5.26465E-02
 43     77.236   -197.200  8.81625E-02
 44     62.586   -197.200  1.44188E-02
 45     47.936   -197.200  0.17102    
 46     33.286   -197.200  0.27286    
 47     18.636   -197.200  0.29049    
 48    -39.964   -182.550 -1.71910E-02
 49    -25.314   -182.550 -6.48093E-02
 50    -10.664   -182.550 -0.12051    
 51      3.986   -182.550 -0.12634    
 52     18.636   -182.550  0.21543    
 53     33.286   -182.550  0.21933    
 54     47.936   -182.550  0.15416    
 55     62.586   -182.550  2.12692E-02
 56     77.236   -182.550  7.55908E-02
 57     91.886   -182.550  9.85740E-02
 58    106.536   -182.550  0.15868    
 59    121.186   -182.550  0.12535    
 60    135.836   -182.550  0.11657    
 61    150.486   -182.550  3.23718E-02
 62    165.136   -182.550  0.13389    
 63    179.786   -182.550  0.15367    
 64    194.436   -182.550  0.15888    
 65    209.086   -182.550  0.16260    
 66    223.736   -182.550  0.24717    
 67    238.386   -182.550  0.40650    
 68    253.036   -182.550  0.45395    
 69    267.686   -182.550  0.45643    
 70    267.686   -167.900  0.32075    
 71    253.036   -167.900  0.31948    
 72    238.386   -167.900  0.30681    
 73    223.736   -167.900  0.26914    
