!
! 05-APR-2020 19:44:45
! Input file  : serpens_hcn10_conv.30m
! Input command: ANALYSE\PRINT area 8.5 9.2 /OUTPUT serpens_hcn10_red2.txt
!
 56    121.186   -167.900  0.54944    
 57    106.536   -167.900  0.27193    
 58     91.886   -167.900  0.18854    
 59     77.236   -167.900  0.14314    
 60     62.586   -167.900  9.85767E-02
 61     47.936   -167.900  0.16636    
 62     33.286   -167.900  0.26447    
 63     18.636   -167.900  0.26851    
 64     18.636   -153.250  0.31554    
 65     33.286   -153.250  0.31357    
 66     47.936   -153.250  0.19287    
 67     62.586   -153.250  0.17357    
 68     77.236   -153.250  0.13891    
 69     91.886   -153.250  0.23107    
 70    106.536   -153.250  0.40189    
 71    121.186   -153.250  0.46559    
 72    135.836   -153.250  0.40890    
 73    150.486   -153.250  0.33964    
 74    165.136   -153.250  0.22057    
 75    179.786   -153.250  0.14505    
 76    194.436   -153.250  0.13266    
 77    209.086   -153.250  9.47823E-02
 78    223.736   -153.250  1.82529E-02
 79    238.386   -153.250  1.20266E-02
 80    238.386   -138.600  4.98191E-02
 81    223.736   -138.600  6.16111E-02
 82    209.086   -138.600  0.16483    
 83    194.436   -138.600  0.22444    
 84    179.786   -138.600  0.15221    
 85    165.136   -138.600  0.12540    
 86    150.486   -138.600  0.19169    
 87    135.836   -138.600  0.42550    
 88    121.186   -138.600  0.51944    
 89    106.536   -138.600  0.37569    
 90     91.886   -138.600  0.23002    
 91     77.236   -138.600  0.19094    
 92     62.586   -138.600  0.16267    
 93     47.936   -138.600  0.25190    
 94     33.286   -138.600  0.19375    
 95     18.636   -138.600  0.19179    
 96      3.986   -138.600  0.16014    
 97    -10.664   -138.600  0.11880    
 98    -25.314   -138.600  0.16241    
 99    -39.964   -138.600  0.19393    
 100    -54.614   -138.600  0.12647    
 101    -69.264   -138.600  0.14183    
 102    -83.914   -138.600  0.15678    
 103    -83.914   -123.950  0.20013    
 104    -69.264   -123.950  0.19869    
 105    -54.614   -123.950  0.13020    
 106    -39.964   -123.950  0.19305    
 107    -25.314   -123.950  0.15967    
 108    -10.664   -123.950  0.11869    
 109      3.986   -123.950  0.16169    
 110     18.636   -123.950  0.18999    
 111     33.286   -123.950  0.24695    
 112     47.936   -123.950  0.21186    
 113     62.586   -123.950  0.20018    
 114     77.236   -123.950  0.13147    
 115     91.886   -123.950  0.18169    
 116    106.536   -123.950  0.24855    
 117    121.186   -123.950  0.35218    
 118    135.836   -123.950  0.31131    
 119    150.486   -123.950  0.13945    
 120    165.136   -123.950  0.10801    
 121    179.786   -123.950  7.44913E-02
 122    194.436   -123.950  0.13653    
 123    209.086   -123.950  0.11031    
 124    223.736   -123.950  0.11910    
 125    238.386   -123.950  0.11760    
 126    238.386   -109.300  9.00935E-02
 127    223.736   -109.300  9.83934E-02
 128    209.086   -109.300  0.15361    
 129    194.436   -109.300  0.19882    
 130    179.786   -109.300  0.20091    
 131    165.136   -109.300  0.18773    
 132    150.486   -109.300  0.24627    
 133    135.836   -109.300  0.18469    
 134    121.186   -109.300  0.23605    
 135    106.536   -109.300  0.17074    
 136     91.886   -109.300  0.17417    
 137     77.236   -109.300  0.16801    
 138     62.586   -109.300  0.26880    
 139     47.936   -109.300  0.26005    
 140     33.286   -109.300  0.24420    
 141     18.636   -109.300  0.24257    
 142      3.986   -109.300  0.20099    
 143    -10.664   -109.300  0.13045    
 144    -25.314   -109.300  0.17068    
 145    -39.964   -109.300  0.23868    
 146    -54.614   -109.300  0.23888    
 147    -69.264   -109.300  0.15672    
 148    -83.914   -109.300  0.15261    
 149    -83.914    -94.650  0.20759    
 150    -69.264    -94.650  0.21653    
 151    -54.614    -94.650  0.29185    
 152    -39.964    -94.650  0.21412    
 153    -25.314    -94.650  0.19946    
 154    -10.664    -94.650  0.16135    
 155      3.986    -94.650  0.20453    
 156     18.636    -94.650  0.19438    
 157     33.286    -94.650  0.20640    
 158     47.936    -94.650  0.23214    
 159     62.586    -94.650  0.20228    
 160     77.236    -94.650  0.21271    
 161     91.886    -94.650  0.16726    
 162    106.536    -94.650  0.15311    
 163    121.186    -94.650  0.15384    
 164    135.836    -94.650  0.20801    
 165    150.486    -94.650  0.22580    
 166    165.136    -94.650  0.27570    
 167    179.786    -94.650  0.27578    
 168    194.436    -94.650  0.29433    
 169    209.086    -94.650  0.22595    
 170    223.736    -94.650  9.30896E-02
 171    238.386    -94.650  8.05341E-02
 172    238.386    -80.000  0.31218    
 173    223.736    -80.000  0.30640    
 174    209.086    -80.000  0.37396    
 175    194.436    -80.000  0.40841    
 176    179.786    -80.000  0.44563    
 177    165.136    -80.000  0.35035    
 178    150.486    -80.000  0.30467    
 179    135.836    -80.000  0.16148    
 180    121.186    -80.000  0.17483    
 181    106.536    -80.000  0.18811    
 182     91.886    -80.000  9.96137E-02
 183     77.236    -80.000  0.13759    
 184     62.586    -80.000  0.14203    
 185     47.936    -80.000  0.17131    
 186     33.286    -80.000  0.22280    
 187     18.636    -80.000  0.24252    
 188      3.986    -80.000  0.22085    
 189    -10.664    -80.000  0.22678    
 190    -25.314    -80.000  0.27060    
 191    -39.964    -80.000  0.30146    
 192    -54.614    -80.000  0.31778    
 193    -69.264    -80.000  0.28359    
 194    -83.914    -80.000  0.28630    
 195    -83.914    -65.350  0.25410    
 196    -69.264    -65.350  0.25829    
 197    -54.614    -65.350  0.28956    
 198    -39.964    -65.350  0.31936    
 199    -25.314    -65.350  0.44707    
 200    -10.664    -65.350  0.37028    
 201      3.986    -65.350  0.28957    
 202     18.636    -65.350  0.21750    
 203     33.286    -65.350  0.21286    
 204     47.936    -65.350  0.13557    
 205     62.586    -65.350  0.22575    
 206     77.236    -65.350  0.11750    
 207     91.886    -65.350  0.17216    
 208    106.536    -65.350  0.18659    
 209    121.186    -65.350  0.20238    
 210    135.836    -65.350  0.18552    
 211    150.486    -65.350  0.25801    
 212    165.136    -65.350  0.29347    
 213    179.786    -65.350  0.43703    
 214    194.436    -65.350  0.45920    
 215    209.086    -65.350  0.42184    
 216    223.736    -65.350  0.38958    
 217    238.386    -65.350  0.38356    
 218    238.386    -50.700  0.57326    
 219    223.736    -50.700  0.58337    
 220    209.086    -50.700  0.72828    
 221    194.436    -50.700  0.63171    
 222    179.786    -50.700  0.54037    
 223    165.136    -50.700  0.21333    
 224    150.486    -50.700  0.25378    
 225    135.836    -50.700  0.18564    
 226    121.186    -50.700  0.21150    
 227    106.536    -50.700  0.15293    
 228     91.886    -50.700  0.11595    
 229     77.236    -50.700  0.15566    
 230     62.586    -50.700  0.22300    
 231     47.936    -50.700  0.17707    
 232     33.286    -50.700  0.32852    
 233     18.636    -50.700  0.41423    
 234      3.986    -50.700  0.49253    
 235    -10.664    -50.700  0.61044    
 236    -25.314    -50.700  0.68639    
 237    -39.964    -50.700  0.54877    
 238    -54.614    -50.700  0.42573    
 239    -69.264    -50.700  0.23175    
 240    -83.914    -50.700  0.22254    
 241    -83.914    -36.050  0.23048    
 242    -69.264    -36.050  0.24143    
 243    -54.614    -36.050  0.38616    
 244    -39.964    -36.050  0.59090    
 245    -25.314    -36.050  0.76812    
 246    -10.664    -36.050  0.83289    
 247      3.986    -36.050  0.81079    
 248     18.636    -36.050  0.57140    
 249     33.286    -36.050  0.41167    
 250     47.936    -36.050  0.21032    
 251     62.586    -36.050  0.18545    
 252     77.236    -36.050  7.46817E-02
 253     91.886    -36.050  0.12441    
 254    106.536    -36.050  0.12699    
 255    121.186    -36.050  0.29077    
 256    135.836    -36.050  0.26883    
 257    150.486    -36.050  0.21124    
 258    165.136    -36.050  0.39481    
 259    179.786    -36.050  0.51162    
 260    194.436    -36.050  0.77798    
 261    209.086    -36.050  0.87950    
 262    223.736    -36.050  0.83373    
 263    238.386    -36.050  0.82510    
 264    238.386    -21.400  0.76739    
 265    223.736    -21.400  0.75799    
 266    209.086    -21.400  0.73707    
 267    194.436    -21.400  0.51757    
 268    179.786    -21.400  0.45303    
 269    165.136    -21.400  0.31727    
 270    150.486    -21.400  0.35169    
 271    135.836    -21.400  0.30806    
 272    121.186    -21.400  0.35995    
 273    106.536    -21.400  0.21185    
 274     91.886    -21.400  0.15139    
 275     77.236    -21.400  0.14928    
 276     62.586    -21.400  0.21356    
 277     47.936    -21.400  0.34799    
 278     33.286    -21.400  0.48118    
 279     18.636    -21.400  0.76574    
 280      3.986    -21.400   1.0008    
 281    -10.664    -21.400  0.90349    
 282    -25.314    -21.400  0.66478    
 283    -39.964    -21.400  0.34184    
 284    -54.614    -21.400  0.27200    
 285    -69.264    -21.400  0.19794    
 286    -83.914    -21.400  0.18360    
 287    -83.914     -6.750  0.21663    
 288    -69.264     -6.750  0.22940    
 289    -54.614     -6.750  0.35349    
 290    -39.964     -6.750  0.36813    
 291    -25.314     -6.750  0.64975    
 292    -10.664     -6.750   1.1006    
 293      3.986     -6.750   1.0897    
 294     18.636     -6.750  0.77775    
 295     33.286     -6.750  0.57135    
 296     47.936     -6.750  0.39953    
 297     62.586     -6.750  0.22037    
 298     77.236     -6.750  0.20243    
 299     91.886     -6.750  0.14045    
 300    106.536     -6.750  0.16457    
 301    121.186     -6.750  0.17193    
 302    135.836     -6.750  0.26405    
 303    150.486     -6.750  0.31087    
 304    165.136     -6.750  0.35830    
 305    179.786     -6.750  0.38049    
 306    194.436     -6.750  0.30777    
 307    209.086     -6.750  0.30695    
 308    223.736     -6.750  0.14174    
 309    238.386     -6.750  0.75504    
 310    223.736      7.900  0.10333    
 311    209.086      7.900  0.28619    
 312    194.436      7.900  0.26688    
 313    179.786      7.900  0.38553    
 314    165.136      7.900  0.34852    
 315    150.486      7.900  0.30485    
 316    135.836      7.900  0.27200    
 317    121.186      7.900  0.15266    
 318    106.536      7.900  0.14592    
 319     91.886      7.900  0.14831    
 320     77.236      7.900  0.18486    
 321     62.586      7.900  0.35939    
 322     47.936      7.900  0.41967    
 323     33.286      7.900  0.51353    
 324     18.636      7.900  0.73118    
 325      3.986      7.900  0.93525    
 326    -10.664      7.900  0.93290    
 327    -25.314      7.900  0.61988    
 328    -39.964      7.900  0.40087    
 329    -54.614      7.900  0.29045    
 330    -69.264      7.900  0.32430    
 331    -83.914      7.900  0.32243    
 332    -83.914     22.550  0.35090    
 333    -69.264     22.550  0.34931    
 334    -54.614     22.550  0.37451    
 335    -39.964     22.550  0.39569    
 336    -25.314     22.550  0.51755    
 337    -10.664     22.550  0.63339    
 338      3.986     22.550  0.66056    
 339     18.636     22.550  0.57209    
 340     33.286     22.550  0.62614    
 341     47.936     22.550  0.45462    
 342     62.586     22.550  0.33314    
 343     77.236     22.550  0.34139    
 344     91.886     22.550  0.15083    
 345    106.536     22.550  0.14637    
 346    121.186     22.550  0.15231    
 347    135.836     22.550  0.27496    
 348    150.486     22.550  0.30691    
 349    165.136     22.550  0.34888    
 350    179.786     22.550  0.38574    
 351    194.436     22.550  0.26615    
 352    209.086     22.550  0.28713    
 353     77.236     37.200  0.25391    
 354     62.586     37.200  0.25493    
 355     47.936     37.200  0.37279    
 356     33.286     37.200  0.59960    
 357     18.636     37.200  0.58884    
 358      3.986     37.200  0.54695    
 359    -10.664     37.200  0.59414    
 360    -25.314     37.200  0.61123    
 361    -39.964     37.200  0.47889    
 362    -54.614     37.200  0.40958    
 363    -69.264     37.200  0.20382    
 364    -83.914     37.200  0.18751    
 365    -83.914     51.850  0.30674    
 366    -69.264     51.850  0.31511    
 367    -54.614     51.850  0.43585    
 368    -39.964     51.850  0.52330    
 369    -25.314     51.850  0.70168    
 370    -10.664     51.850  0.74036    
 371      3.986     51.850  0.50112    
 372     18.636     51.850  0.40399    
 373     33.286     51.850  0.26578    
 374     47.936     51.850  0.27677    
 375     62.586     51.850  7.47603E-02
 376     77.236     51.850  8.72486E-02
 377     77.236     66.500  9.42907E-02
 378     62.586     66.500  9.50853E-02
 379     47.936     66.500  0.20787    
 380     33.286     66.500  0.27953    
 381     18.636     66.500  0.37431    
 382      3.986     66.500  0.65783    
 383    -10.664     66.500   1.2593    
 384    -25.314     66.500   1.4537    
 385    -39.964     66.500   1.1214    
 386    -54.614     66.500  0.77913    
 387    -69.264     66.500  0.52076    
 388    -83.914     66.500  0.51249    
 389    -83.914     81.150  0.85345    
 390    -69.264     81.150  0.86363    
 391    -54.614     81.150   1.0570    
 392    -39.964     81.150   1.5659    
 393    -25.314     81.150   1.9241    
 394    -10.664     81.150   1.5251    
 395      3.986     81.150  0.72851    
 396     18.636     81.150  0.30025    
 397     33.286     81.150  0.11641    
 398     47.936     81.150  0.29132    
 399     62.586     81.150  0.15847    
 400     77.236     81.150  0.15761    
 401     77.236     95.800  0.21504    
 402     62.586     95.800  0.20875    
 403     47.936     95.800  0.19833    
 404     33.286     95.800  0.25642    
 405     18.636     95.800  0.33566    
 406      3.986     95.800  0.57034    
 407    -10.664     95.800   1.3153    
 408    -25.314     95.800   1.7842    
 409    -39.964     95.800   1.5018    
 410    -54.614     95.800   1.1811    
 411    -69.264     95.800   1.0748    
 412    -83.914     95.800   1.0737    
 413    -83.914    110.450   1.0239    
 414    -69.264    110.450   1.0171    
 415    -54.614    110.450  0.93877    
 416    -39.964    110.450   1.0741    
 417    -25.314    110.450   1.2288    
 418    -10.664    110.450   1.0063    
 419      3.986    110.450  0.54744    
 420     18.636    110.450  0.32707    
 421     33.286    110.450  0.33036    
 422     47.936    110.450  0.27630    
 423     62.586    110.450  0.36335    
 424     77.236    110.450  0.36770    
 425     77.236    125.100  0.26603    
 426     62.586    125.100  0.25728    
 427     47.936    125.100  0.31273    
 428     33.286    125.100  0.47252    
 429     18.636    125.100  0.55208    
 430      3.986    125.100  0.44014    
 431    -10.664    125.100  0.64356    
 432    -25.314    125.100  0.66667    
 433    -39.964    125.100  0.58388    
 434    -54.614    125.100  0.52878    
 435    -69.264    125.100  0.77454    
 436    -83.914    125.100  0.78952    
 437    -83.914    139.750  0.36727    
 438    -69.264    139.750  0.36605    
 439    -54.614    139.750  0.45290    
 440    -39.964    139.750  0.57703    
 441    -25.314    139.750  0.52567    
 442    -10.664    139.750  0.45824    
 443      3.986    139.750  0.40605    
 444     18.636    139.750  0.53368    
 445     33.286    139.750  0.41052    
 446     47.936    139.750  0.39578    
 447     62.586    139.750  0.26059    
 448     77.236    139.750  0.27515    
 449     62.586    154.400  0.50421    
 450     47.936    154.400  0.51206    
 451     33.286    154.400  0.47292    
 452     18.636    154.400  0.44821    
 453      3.986    154.400  0.30589    
 454    -10.664    154.400  0.40783    
 455    -25.314    154.400  0.43885    
 456    -39.964    154.400  0.36202    
 457    -54.614    154.400  0.34671    
 458    -69.264    154.400  0.26256    
 459    -83.914    154.400  0.30347    
 460    -69.264    169.050  0.26225    
 461    -54.614    169.050  0.34671    
 462    -39.964    169.050  0.36201    
 463    -25.314    169.050  0.43885    
 464    -10.664    169.050  0.40783    
 465      3.986    169.050  0.30589    
 466     18.636    169.050  0.44820    
 467     33.286    169.050  0.47292    
 468     47.936    169.050  0.51206    
 469     62.586    169.050  0.50431    
