!
! 05-APR-2020 19:50:16
! Input file  : serpens_cn10_conv.30m
! Input command: ANALYSE\PRINT area -38.92 -37.9 /OUTPUT serpens_cn10_red2.txt
!
 1    238.386   -226.500  0.10046    
 2    223.736   -226.500  0.11604    
 3    209.086   -226.500  0.11465    
 4    194.436   -226.500  0.10476    
 5    179.786   -226.500  8.79105E-02
 6    165.136   -226.500  0.26493    
 7    150.486   -226.500  0.24565    
 8    135.836   -226.500  0.18033    
 9    121.186   -226.500  0.24771    
 10    106.536   -226.500  0.28603    
 11     91.886   -226.500  0.29158    
 12     77.236   -226.500  0.29234    
 13     33.286   -211.850 -1.78911E-02
 14     47.936   -211.850  7.47471E-02
 15     62.586   -211.850  2.93565E-02
 16     77.236   -211.850  0.20484    
 17     91.886   -211.850  0.29030    
 18    106.536   -211.850  0.28493    
 19    121.186   -211.850  0.24995    
 20    135.836   -211.850  0.19343    
 21    150.486   -211.850  0.25201    
 22    165.136   -211.850  0.25286    
 23    179.786   -211.850  0.15024    
 24    194.436   -211.850  0.20304    
 25    209.086   -211.850  0.22022    
 26    223.736   -211.850  0.22262    
 27    238.386   -211.850  0.15262    
 28    253.036   -211.850  9.77501E-02
 29    267.686   -211.850  0.14659    
 30    267.686   -197.200  8.24783E-02
 31    253.036   -197.200  8.08663E-02
 32    238.386   -197.200  6.57229E-02
 33    223.736   -197.200  0.16396    
 34    209.086   -197.200  0.25337    
 35    194.436   -197.200  0.24419    
 36    179.786   -197.200  0.21320    
 37    165.136   -197.200  0.25084    
 38    150.486   -197.200  0.27306    
 39    135.836   -197.200  0.23562    
 40    121.186   -197.200  0.21587    
 41    106.536   -197.200  0.21239    
 42     91.886   -197.200  0.12633    
 43     77.236   -197.200 -6.01555E-03
 44     62.586   -197.200  4.86503E-02
 45     47.936   -197.200  8.28359E-02
 46     33.286   -197.200  4.62567E-02
 47     18.636   -197.200  3.58325E-02
 48    -39.964   -182.550 -9.60917E-02
 49    -25.314   -182.550 -0.10550    
 50    -10.664   -182.550  6.47180E-03
 51      3.986   -182.550  0.10977    
 52     18.636   -182.550  4.96200E-02
 53     33.286   -182.550  5.82435E-02
 54     47.936   -182.550  9.29245E-02
 55     62.586   -182.550  8.13833E-02
 56     77.236   -182.550  1.96375E-02
 57     91.886   -182.550  1.07878E-02
 58    106.536   -182.550  0.15410    
 59    121.186   -182.550  0.24088    
 60    135.836   -182.550  0.24664    
 61    150.486   -182.550  0.20111    
 62    165.136   -182.550  0.17351    
 63    179.786   -182.550  0.16580    
 64    194.436   -182.550  0.14230    
 65    209.086   -182.550  0.13227    
 66    223.736   -182.550 -7.42915E-03
 67    238.386   -182.550  3.90601E-02
 68    253.036   -182.550  6.71843E-02
 69    267.686   -182.550  7.05872E-02
 70    267.686   -167.900  5.78354E-02
 71    253.036   -167.900  5.12233E-02
 72    238.386   -167.900  1.35081E-02
 73    223.736   -167.900 -2.75452E-02
 74    209.086   -167.900  0.10700    
 75    194.436   -167.900  0.15262    
 76    179.786   -167.900  0.13923    
 77    165.136   -167.900  8.95558E-02
 78    150.486   -167.900  0.12545    
 79    135.836   -167.900  0.16959    
 80    121.186   -167.900  0.18044    
 81    106.536   -167.900  0.14134    
 82     91.886   -167.900  8.14661E-02
 83     77.236   -167.900  8.40362E-02
 84     62.586   -167.900  0.12796    
 85     47.936   -167.900  0.10298    
 86     33.286   -167.900  7.32366E-02
 87     18.636   -167.900 -6.74037E-04
 88      3.986   -167.900  0.11003    
 89    -10.664   -167.900  6.86969E-03
 90    -25.314   -167.900 -0.10425    
 91    -39.964   -167.900 -9.61980E-02
 92    -54.614   -167.900  0.10765    
 93    -69.264   -167.900  0.19490    
 94    -83.914   -167.900  0.19782    
 95    -98.564   -153.250  0.20097    
 96    -83.914   -153.250  0.19761    
 97    -69.264   -153.250  0.18658    
 98    -54.614   -153.250  0.14066    
 99    -39.964   -153.250 -6.73250E-02
 100    -25.314   -153.250 -9.65425E-02
 101    -10.664   -153.250  9.58207E-03
 102      3.986   -153.250  0.11024    
 103     18.636   -153.250 -1.03685E-02
 104     33.286   -153.250  8.40787E-02
 105     47.936   -153.250  0.13003    
 106     62.586   -153.250  0.15677    
 107     77.236   -153.250  0.15515    
 108     91.886   -153.250  0.19675    
 109    106.536   -153.250  0.29929    
 110    121.186   -153.250  0.32468    
 111    135.836   -153.250  0.28263    
 112    150.486   -153.250  0.21385    
 113    165.136   -153.250  0.12771    
 114    179.786   -153.250  0.12070    
 115    194.436   -153.250  0.12632    
 116    209.086   -153.250  7.48347E-02
 117    223.736   -153.250 -1.54979E-02
 118    238.386   -153.250 -1.95944E-02
 119    253.036   -153.250  6.40973E-03
 120    267.686   -153.250  1.47642E-02
 121    267.686   -138.600  1.20539E-03
 122    253.036   -138.600 -2.85618E-03
 123    238.386   -138.600 -1.48206E-02
 124    223.736   -138.600  1.11265E-02
 125    209.086   -138.600  0.11226    
 126    194.436   -138.600  0.13149    
 127    179.786   -138.600  0.16095    
 128    165.136   -138.600  0.22059    
 129    150.486   -138.600  0.26913    
 130    135.836   -138.600  0.39529    
 131    121.186   -138.600  0.47323    
 132    106.536   -138.600  0.41246    
 133     91.886   -138.600  0.27335    
 134     77.236   -138.600  0.18512    
 135     62.586   -138.600  0.15310    
 136     47.936   -138.600  0.15707    
 137     33.286   -138.600  7.94578E-02
 138     18.636   -138.600  1.02194E-02
 139      3.986   -138.600  0.11529    
 140    -10.664   -138.600  2.88024E-02
 141    -25.314   -138.600 -4.23254E-02
 142    -39.964   -138.600  6.86198E-03
 143    -54.614   -138.600  0.12199    
 144    -69.264   -138.600  0.17773    
 145    -83.914   -138.600  0.19662    
 146    -98.564   -138.600  0.20015    
 147    -98.564   -123.950  0.21353    
 148    -83.914   -123.950  0.20335    
 149    -69.264   -123.950  0.16540    
 150    -54.614   -123.950  7.11683E-02
 151    -39.964   -123.950  1.61240E-02
 152    -25.314   -123.950  6.89724E-02
 153    -10.664   -123.950  8.02230E-02
 154      3.986   -123.950  0.12434    
 155     18.636   -123.950  6.04349E-02
 156     33.286   -123.950  0.10223    
 157     47.936   -123.950  0.10514    
 158     62.586   -123.950  0.13356    
 159     77.236   -123.950  0.21755    
 160     91.886   -123.950  0.33629    
 161    106.536   -123.950  0.48884    
 162    121.186   -123.950  0.56969    
 163    135.836   -123.950  0.48602    
 164    150.486   -123.950  0.32054    
 165    165.136   -123.950  0.24839    
 166    179.786   -123.950  0.19529    
 167    194.436   -123.950  0.15673    
 168    209.086   -123.950  0.16243    
 169    223.736   -123.950  4.81383E-02
 170    238.386   -123.950  2.61047E-02
 171    253.036   -123.950  3.24600E-02
 172    267.686   -123.950  3.21333E-02
 173    267.686   -109.300  0.19057    
 174    253.036   -109.300  0.16821    
 175    238.386   -109.300  6.27855E-02
 176    223.736   -109.300  2.17404E-02
 177    209.086   -109.300  0.19710    
 178    194.436   -109.300  0.18199    
 179    179.786   -109.300  0.17344    
 180    165.136   -109.300  0.20787    
 181    150.486   -109.300  0.33247    
 182    135.836   -109.300  0.45586    
 183    121.186   -109.300  0.50351    
 184    106.536   -109.300  0.44636    
 185     91.886   -109.300  0.31953    
 186     77.236   -109.300  0.19010    
 187     62.586   -109.300  0.10083    
 188     47.936   -109.300  6.72973E-02
 189     33.286   -109.300  8.20347E-02
 190     18.636   -109.300  4.01152E-02
 191      3.986   -109.300  9.11941E-02
 192    -10.664   -109.300  0.14261    
 193    -25.314   -109.300  0.12682    
 194    -39.964   -109.300  2.37587E-02
 195    -54.614   -109.300  2.26102E-02
 196    -69.264   -109.300  0.13190    
 197    -83.914   -109.300  0.18015    
 198    -98.564   -109.300  0.19306    
 199    -98.564    -94.650  0.12976    
 200    -83.914    -94.650  0.12237    
 201    -69.264    -94.650  9.55138E-02
 202    -54.614    -94.650  5.50192E-02
 203    -39.964    -94.650  6.78827E-02
 204    -25.314    -94.650  0.11211    
 205    -10.664    -94.650  0.13607    
 206      3.986    -94.650  9.26059E-02
 207     18.636    -94.650  9.48689E-02
 208     33.286    -94.650  0.10131    
 209     47.936    -94.650  9.11726E-02
 210     62.586    -94.650  0.11278    
 211     77.236    -94.650  0.16781    
 212     91.886    -94.650  0.28471    
 213    106.536    -94.650  0.34637    
 214    121.186    -94.650  0.36768    
 215    135.836    -94.650  0.31800    
 216    150.486    -94.650  0.24010    
 217    165.136    -94.650  0.17511    
 218    179.786    -94.650  0.13923    
 219    194.436    -94.650  0.16251    
 220    209.086    -94.650  0.16972    
 221    223.736    -94.650  3.73725E-02
 222    238.386    -94.650  7.93068E-02
 223    253.036    -94.650  0.18061    
 224    267.686    -94.650  0.20311    
 225    267.686    -80.000  0.11394    
 226    253.036    -80.000  0.11481    
 227    238.386    -80.000  0.11262    
 228    223.736    -80.000  0.11547    
 229    209.086    -80.000  0.19297    
 230    194.436    -80.000  0.16316    
 231    179.786    -80.000  0.19690    
 232    165.136    -80.000  0.22474    
 233    150.486    -80.000  0.22744    
 234    135.836    -80.000  0.25789    
 235    121.186    -80.000  0.29417    
 236    106.536    -80.000  0.25022    
 237     91.886    -80.000  0.23904    
 238     77.236    -80.000  0.18620    
 239     62.586    -80.000  0.16571    
 240     47.936    -80.000  0.16177    
 241     33.286    -80.000  9.74158E-02
 242     18.636    -80.000  9.52511E-02
 243      3.986    -80.000  0.11851    
 244    -10.664    -80.000  0.11333    
 245    -25.314    -80.000  0.15216    
 246    -39.964    -80.000  0.12498    
 247    -54.614    -80.000  0.12561    
 248    -69.264    -80.000  0.19769    
 249    -83.914    -80.000  0.22057    
 250    -98.564    -80.000  0.21940    
 251    -98.564    -65.350  0.17352    
 252    -83.914    -65.350  0.17690    
 253    -69.264    -65.350  0.16292    
 254    -54.614    -65.350  0.10686    
 255    -39.964    -65.350  0.10006    
 256    -25.314    -65.350  0.13637    
 257    -10.664    -65.350  0.10684    
 258      3.986    -65.350  0.12016    
 259     18.636    -65.350  8.66492E-02
 260     33.286    -65.350  0.10161    
 261     47.936    -65.350  0.17336    
 262     62.586    -65.350  0.17220    
 263     77.236    -65.350  0.13628    
 264     91.886    -65.350  0.16432    
