!
! 05-APR-2020 19:45:17
! Input file  : serpens_hcn10_conv.30m
! Input command: ANALYSE\PRINT area 13.34 18.9 /OUTPUT serpens_hcn10_red3_smm4.txt
!
 206     77.236    -65.350  0.13112    
 207     91.886    -65.350  2.73857E-02
 208    106.536    -65.350  0.41925    
 209    121.186    -65.350  0.39580    
 210    135.836    -65.350  0.33542    
 211    150.486    -65.350  4.66928E-02
 212    165.136    -65.350  0.28948    
 213    179.786    -65.350  0.47003    
 214    194.436    -65.350  0.85242    
 215    209.086    -65.350  0.70392    
 216    223.736    -65.350  0.54527    
 217    238.386    -65.350  0.53096    
 218    238.386    -50.700   1.2156    
 219    223.736    -50.700   1.2041    
 220    209.086    -50.700   1.1923    
 221    194.436    -50.700  0.73639    
 222    179.786    -50.700  0.59393    
 223    165.136    -50.700  0.21459    
 224    150.486    -50.700  0.19486    
 225    135.836    -50.700  0.23514    
 226    121.186    -50.700  0.31483    
 227    106.536    -50.700  0.41523    
 228     91.886    -50.700  0.16677    
 229     77.236    -50.700  6.38177E-02
 230     62.586    -50.700  0.27174    
 231     47.936    -50.700  0.14930    
 232     33.286    -50.700 -1.13704E-02
 233     18.636    -50.700  0.38380    
 234      3.986    -50.700  0.37738    
 235    -10.664    -50.700  0.54024    
 236    -25.314    -50.700  0.65151    
 237    -39.964    -50.700  0.50729    
 238    -54.614    -50.700  0.37189    
 239    -69.264    -50.700  9.56118E-02
 240    -83.914    -50.700  5.85706E-02
 241    -83.914    -36.050  3.17334E-02
 242    -69.264    -36.050  6.42236E-02
 243    -54.614    -36.050  0.41223    
 244    -39.964    -36.050  0.80427    
 245    -25.314    -36.050  0.77903    
 246    -10.664    -36.050  0.69839    
 247      3.986    -36.050  0.66481    
 248     18.636    -36.050  0.64349    
 249     33.286    -36.050  3.99929E-02
 250     47.936    -36.050  0.26828    
 251     62.586    -36.050  0.29482    
 252     77.236    -36.050  0.29872    
 253     91.886    -36.050  0.12446    
 254    106.536    -36.050  0.21139    
 255    121.186    -36.050  6.28074E-02
 256    135.836    -36.050  0.31190    
 257    150.486    -36.050  0.22993    
 258    165.136    -36.050  0.42805    
 259    179.786    -36.050  0.65633    
 260    194.436    -36.050  0.76743    
 261    209.086    -36.050   1.3717    
 262    223.736    -36.050   1.3435    
 263    238.386    -36.050   1.3697    
 264    238.386    -21.400   1.2721    
 265    223.736    -21.400   1.2685    
 266    209.086    -21.400  0.94579    
 267    194.436    -21.400  0.64457    
 268    179.786    -21.400  0.45740    
 269    165.136    -21.400  0.41062    
 270    150.486    -21.400  0.31290    
 271    135.836    -21.400  0.24828    
 272    121.186    -21.400  0.48635    
 273    106.536    -21.400  0.18021    
 274     91.886    -21.400  0.36044    
 275     77.236    -21.400  0.10178    
 276     62.586    -21.400  0.39548    
 277     47.936    -21.400  0.36916    
 278     33.286    -21.400  0.46851    
 279     18.636    -21.400  0.79102    
 280      3.986    -21.400  0.91839    
 281    -10.664    -21.400  0.69736    
 282    -25.314    -21.400   1.0074    
 283    -39.964    -21.400  0.74093    
 284    -54.614    -21.400  0.31233    
 285    -69.264    -21.400  0.33050    
 286    -83.914    -21.400  0.32957    
 287    -83.914     -6.750  0.32241    
 288    -69.264     -6.750  0.34573    
 289    -54.614     -6.750  0.50977    
 290    -39.964     -6.750  0.88664    
 291    -25.314     -6.750   1.1858    
 292    -10.664     -6.750   1.4884    
 293      3.986     -6.750   1.4180    
 294     18.636     -6.750  0.90117    
 295     33.286     -6.750  0.58953    
 296     47.936     -6.750  0.49086    
 297     62.586     -6.750  0.40778    
 298     77.236     -6.750  0.21629    
 299     91.886     -6.750  0.23102    
 300    106.536     -6.750  0.33965    
 301    121.186     -6.750  0.50162    
 302    135.836     -6.750  0.29765    
 303    150.486     -6.750  0.42555    
 304    165.136     -6.750  0.34233    
 305    179.786     -6.750  0.50404    
 306    194.436     -6.750  0.39696    
 307    209.086     -6.750  0.43543    
 308    223.736     -6.750  0.85164    
 309    238.386     -6.750   1.3077    
 310    223.736      7.900  0.82374    
 311    209.086      7.900  0.48439    
 312    194.436      7.900  0.30940    
 313    179.786      7.900  0.55453    
 314    165.136      7.900  0.35296    
 315    150.486      7.900  0.51619    
 316    135.836      7.900  0.25037    
 317    121.186      7.900  0.47884    
 318    106.536      7.900  0.34520    
 319     91.886      7.900  0.26799    
 320     77.236      7.900  0.17015    
 321     62.586      7.900  0.44101    
 322     47.936      7.900  0.50194    
 323     33.286      7.900  0.73718    
 324     18.636      7.900   1.0561    
 325      3.986      7.900   1.7044    
 326    -10.664      7.900   1.7049    
 327    -25.314      7.900  0.91489    
 328    -39.964      7.900  0.99834    
 329    -54.614      7.900  0.80704    
 330    -69.264      7.900  0.36805    
 331    -83.914      7.900  0.32868    
 332    -83.914     22.550 -0.20846    
 333    -69.264     22.550 -0.15387    
 334    -54.614     22.550  0.55939    
 335    -39.964     22.550  0.49901    
 336    -25.314     22.550  0.74034    
 337    -10.664     22.550   1.2711    
 338      3.986     22.550   1.4350    
 339     18.636     22.550   1.0580    
 340     33.286     22.550   1.4078    
 341     47.936     22.550  0.90087    
 342     62.586     22.550   1.0972    
 343     77.236     22.550   1.1721    
 344     91.886     22.550  0.26901    
 345    106.536     22.550  0.34198    
 346    121.186     22.550  0.48119    
 347    135.836     22.550  0.25277    
 348    150.486     22.550  0.51946    
 349    165.136     22.550  0.35195    
 350    179.786     22.550  0.55483    
 351    194.436     22.550  0.30731    
 352    209.086     22.550  0.48689    
 353     77.236     37.200  0.23035    
 354     62.586     37.200  0.23399    
 355     47.936     37.200  0.54622    
 356     33.286     37.200   1.0901    
 357     18.636     37.200   1.2325    
 358      3.986     37.200   1.2884    
 359    -10.664     37.200   1.1169    
 360    -25.314     37.200  0.71542    
 361    -39.964     37.200  0.55541    
 362    -54.614     37.200  0.51001    
 363    -69.264     37.200 -6.73081E-02
 364    -83.914     37.200 -0.10924    
 365    -83.914     51.850  0.23345    
 366    -69.264     51.850  0.25949    
 367    -54.614     51.850  0.23482    
 368    -39.964     51.850  0.62619    
 369    -25.314     51.850   1.5065    
 370    -10.664     51.850   2.2508    
 371      3.986     51.850   1.3012    
 372     18.636     51.850  0.67496    
 373     33.286     51.850  0.43265    
 374     47.936     51.850  0.36727    
 375     62.586     51.850  0.27054    
 376     77.236     51.850  0.24828    
 377     77.236     66.500  0.44680    
 378     62.586     66.500  0.43508    
 379     47.936     66.500  0.10317    
 380     33.286     66.500 -5.85046E-02
 381     18.636     66.500  0.52480    
 382      3.986     66.500   3.2299    
 383    -10.664     66.500   5.8366    
 384    -25.314     66.500   4.0896    
 385    -39.964     66.500   1.4702    
 386    -54.614     66.500  0.79188    
 387    -69.264     66.500  4.71617E-02
 388    -83.914     66.500 -2.34095E-02
 389    -83.914     81.150  0.50661    
 390    -69.264     81.150  0.53724    
 391    -54.614     81.150  0.81883    
 392    -39.964     81.150   2.1238    
 393    -25.314     81.150   4.7348    
 394    -10.664     81.150   5.7217    
 395      3.986     81.150   2.3973    
 396     18.636     81.150  0.19886    
 397     33.286     81.150  0.16237    
 398     47.936     81.150  0.54094    
 399     62.586     81.150 -3.01483E-02
 400     77.236     81.150 -4.38483E-02
 401     77.236     95.800  4.71636E-02
 402     62.586     95.800  6.94706E-02
 403     47.936     95.800  0.12508    
 404     33.286     95.800 -0.15025    
 405     18.636     95.800  0.52947    
 406      3.986     95.800   1.0125    
 407    -10.664     95.800   3.1013    
 408    -25.314     95.800   2.9709    
 409    -39.964     95.800   1.8562    
 410    -54.614     95.800   1.0314    
 411    -69.264     95.800  0.61907    
 412    -83.914     95.800  0.58241    
 413    -83.914    110.450  0.90197    
 414    -69.264    110.450  0.92463    
 415    -54.614    110.450  0.95052    
 416    -39.964    110.450  0.98426    
 417    -25.314    110.450   1.2589    
 418    -10.664    110.450   1.2558    
 419      3.986    110.450  0.39103    
 420     18.636    110.450  0.35682    
 421     33.286    110.450  0.32532    
 422     47.936    110.450  0.21269    
 423     62.586    110.450 -3.23506E-02
 424     77.236    110.450 -4.02556E-02
 425     77.236    125.100 -0.18147    
 426     62.586    125.100 -0.11864    
 427     47.936    125.100  0.30921    
 428     33.286    125.100  0.40903    
 429     18.636    125.100  0.20622    
 430      3.986    125.100  0.38591    
 431    -10.664    125.100  0.83607    
 432    -25.314    125.100  0.79956    
 433    -39.964    125.100  0.36982    
 434    -54.614    125.100  0.51507    
 435    -69.264    125.100  0.53813    
 436    -83.914    125.100  0.52071    
 437    -83.914    139.750  0.12564    
 438    -69.264    139.750  0.18635    
 439    -54.614    139.750  0.47185    
 440    -39.964    139.750  0.83916    
 441    -25.314    139.750  0.54125    
 442    -10.664    139.750  0.41340    
 443      3.986    139.750  0.36025    
 444     18.636    139.750  0.30115    
 445     33.286    139.750  0.27846    
 446     47.936    139.750  0.27997    
 447     62.586    139.750 -0.16432    
 448     77.236    139.750 -0.27028    
 449     62.586    154.400  0.71745    
 450     47.936    154.400  0.81171    
 451     33.286    154.400  0.54664    
 452     18.636    154.400  0.42595    
 453      3.986    154.400  0.47042    
 454    -10.664    154.400  0.28451    
 455    -25.314    154.400  0.73812    
 456    -39.964    154.400  0.35123    
 457    -54.614    154.400  0.33960    
 458    -69.264    154.400  0.31802    
 459    -83.914    154.400  8.23860E-02
 460    -69.264    169.050  0.31905    
 461    -54.614    169.050  0.33957    
 462    -39.964    169.050  0.35121    
 463    -25.314    169.050  0.73816    
 464    -10.664    169.050  0.28450    
 465      3.986    169.050  0.47042    
 466     18.636    169.050  0.42596    
 467     33.286    169.050  0.54665    
 468     47.936    169.050  0.81171    
 469     62.586    169.050  0.71838    
