!
! 19-DEC-2018 14:55:44
! Input file  : serpens_cn10_conv.30m
! Input command: ANALYSE\PRINT area -15 -12.5 /OUTPUT smm34_cn10_red_3.txt
!
 1    238.386   -226.500  0.31815    
 2    223.736   -226.500  0.31407    
 3    209.086   -226.500  0.31350    
 4    194.436   -226.500  0.30942    
 5    179.786   -226.500  0.30133    
 6    165.136   -226.500  0.43631    
 7    150.486   -226.500  0.19521    
 8    135.836   -226.500 -6.99465E-02
 9    121.186   -226.500  0.10365    
 10    106.536   -226.500  0.13206    
 11     91.886   -226.500  0.13508    
 12     77.236   -226.500  0.13539    
 13     33.286   -211.850 -6.49617E-02
 14     47.936   -211.850 -3.21098E-02
 15     62.586   -211.850  0.12018    
 16     77.236   -211.850  0.19576    
 17     91.886   -211.850  0.12620    
 18    106.536   -211.850  0.12822    
 19    121.186   -211.850  0.13834    
 20    135.836   -211.850  0.11435    
 21    150.486   -211.850  0.26712    
 22    165.136   -211.850  0.37526    
 23    179.786   -211.850  0.37930    
 24    194.436   -211.850  0.39837    
 25    209.086   -211.850  0.40121    
 26    223.736   -211.850  0.40154    
 27    238.386   -211.850  0.37287    
 28    253.036   -211.850  0.45615    
 29    267.686   -211.850  0.46196    
 30    267.686   -197.200  0.44404    
 31    253.036   -197.200  0.44032    
 32    238.386   -197.200  0.32011    
 33    223.736   -197.200  0.21119    
 34    209.086   -197.200  0.46297    
 35    194.436   -197.200  0.46796    
 36    179.786   -197.200  0.47782    
 37    165.136   -197.200  0.44522    
 38    150.486   -197.200  0.35539    
 39    135.836   -197.200  0.26001    
 40    121.186   -197.200  0.33669    
 41    106.536   -197.200  0.36583    
 42     91.886   -197.200  0.43383    
 43     77.236   -197.200  0.36985    
 44     62.586   -197.200  0.13659    
 45     47.936   -197.200  1.45543E-02
 46     33.286   -197.200 -2.76516E-02
 47     18.636   -197.200 -4.04738E-02
 48    -39.964   -182.550 -4.87114E-02
 49    -25.314   -182.550 -2.69994E-02
 50    -10.664   -182.550 -4.95956E-02
