!
! 19-DEC-2018 15:15:41
! Input file  : serpens_hcn10_conv.30m
! Input command: ANALYSE\PRINT area -2 -0.5 /OUTPUT smm34_hcn10_blue_1.txt
!
 457    -54.614    154.400  0.20369    
 458    -69.264    154.400  0.20599    
 459    -83.914    154.400  5.57166E-02
 460    -69.264    169.050  0.20680    
 461    -54.614    169.050  0.20368    
 462    -39.964    169.050 -0.15487    
 463    -25.314    169.050  0.10222    
 464    -10.664    169.050 -0.12129    
 465      3.986    169.050 -7.75762E-02
 466     18.636    169.050  7.49572E-02
 467     33.286    169.050  0.12561    
 468     47.936    169.050 -0.19397    
 469     62.586    169.050 -0.26089    
