!
! 05-APR-2020 19:49:41
! Input file  : serpens_cn10_conv.30m
! Input command: ANALYSE\PRINT area 13.7 14.4 /OUTPUT serpens_cn10_blue5.txt
!
 1    238.386   -226.500 -2.04345E-02
 2    223.736   -226.500 -2.17383E-02
 3    209.086   -226.500 -2.17488E-02
 4    194.436   -226.500 -2.17579E-02
 5    179.786   -226.500 -1.78626E-02
 6    165.136   -226.500  5.08747E-02
 7    150.486   -226.500  0.21549    
 8    135.836   -226.500  0.19557    
 9    121.186   -226.500  0.27895    
 10    106.536   -226.500  0.31681    
 11     91.886   -226.500  0.32216    
 12     77.236   -226.500  0.32288    
 13     33.286   -211.850  0.17959    
 14     47.936   -211.850  6.62460E-02
 15     62.586   -211.850 -1.35046E-02
 16     77.236   -211.850  0.19908    
 17     91.886   -211.850  0.24233    
 18    106.536   -211.850  0.23863    
 19    121.186   -211.850  0.21441    
 20    135.836   -211.850  0.17281    
 21    150.486   -211.850  0.20544    
 22    165.136   -211.850  0.10167    
 23    179.786   -211.850  6.54889E-02
 24    194.436   -211.850  6.93767E-02
 25    209.086   -211.850  7.01600E-02
 26    223.736   -211.850  7.02707E-02
 27    238.386   -211.850  8.28779E-02
 28    253.036   -211.850  7.05859E-02
 29    267.686   -211.850  2.28683E-02
 30    267.686   -197.200  8.80765E-02
 31    253.036   -197.200  8.71620E-02
 32    238.386   -197.200  0.10430    
 33    223.736   -197.200  0.15466    
 34    209.086   -197.200  0.11725    
 35    194.436   -197.200  0.10587    
 36    179.786   -197.200  6.55199E-02
 37    165.136   -197.200  0.10317    
 38    150.486   -197.200  0.18539    
 39    135.836   -197.200  0.23298    
 40    121.186   -197.200  0.27973    
 41    106.536   -197.200  0.29366    
 42     91.886   -197.200  0.24763    
 43     77.236   -197.200  9.24458E-02
 44     62.586   -197.200 -2.45567E-03
 45     47.936   -197.200  6.46726E-02
 46     33.286   -197.200  9.55850E-02
 47     18.636   -197.200  9.74901E-02
 48    -39.964   -182.550 -0.20508    
 49    -25.314   -182.550 -0.13514    
 50    -10.664   -182.550 -0.12076    
 51      3.986   -182.550 -4.42106E-02
 52     18.636   -182.550  5.75342E-02
 53     33.286   -182.550  5.89160E-02
 54     47.936   -182.550  5.18943E-02
 55     62.586   -182.550  1.42095E-02
 56     77.236   -182.550  0.10093    
 57     91.886   -182.550  0.17577    
 58    106.536   -182.550  0.22604    
 59    121.186   -182.550  0.30903    
 60    135.836   -182.550  0.23382    
 61    150.486   -182.550  0.15388    
 62    165.136   -182.550  9.36139E-02
 63    179.786   -182.550  8.45675E-02
 64    194.436   -182.550  8.67845E-02
