!
! 01-AUG-2019 13:41:04
! Input file  : serpens_cn10_conv.30m
! Input command: ANALYSE\PRINT area -40.3 -39.2 /OUTPUT smm1_cn10_blue_comp4.txt
!
 1    238.386   -226.500  0.36240    
 2    223.736   -226.500  0.38194    
 3    209.086   -226.500  0.38270    
 4    194.436   -226.500  0.38931    
 5    179.786   -226.500  0.45744    
 6    165.136   -226.500  0.62752    
 7    150.486   -226.500  0.46191    
 8    135.836   -226.500  0.21222    
 9    121.186   -226.500  9.33818E-02
 10    106.536   -226.500  9.08844E-02
 11     91.886   -226.500  9.12807E-02
 12     77.236   -226.500  9.13379E-02
 13     33.286   -211.850  0.41475    
 14     47.936   -211.850 -3.00822E-02
 15     62.586   -211.850 -0.23693    
 16     77.236   -211.850  9.73685E-03
 17     91.886   -211.850  3.51216E-02
 18    106.536   -211.850  3.71124E-02
 19    121.186   -211.850  5.42120E-02
 20    135.836   -211.850  0.16657    
 21    150.486   -211.850  0.40028    
 22    165.136   -211.850  0.61219    
 23    179.786   -211.850  0.59414    
 24    194.436   -211.850  0.58426    
 25    209.086   -211.850  0.58452    
 26    223.736   -211.850  0.58456    
 27    238.386   -211.850  0.62932    
 28    253.036   -211.850  0.82152    
 29    267.686   -211.850  0.91763    
 30    267.686   -197.200  0.76398    
 31    253.036   -197.200  0.75562    
 32    238.386   -197.200  0.59172    
 33    223.736   -197.200  0.51806    
 34    209.086   -197.200  0.80139    
 35    194.436   -197.200  0.79569    
 36    179.786   -197.200  0.75362    
 37    165.136   -197.200  0.57781    
 38    150.486   -197.200  0.30946    
 39    135.836   -197.200  0.21272    
 40    121.186   -197.200  0.13297    
 41    106.536   -197.200  0.10118    
 42     91.886   -197.200  0.13857    
 43     77.236   -197.200 -4.07569E-02
 44     62.586   -197.200 -0.20854    
 45     47.936   -197.200  5.28126E-03
 46     33.286   -197.200  0.18577    
 47     18.636   -197.200  0.21487    
 48    -39.964   -182.550 -0.10644    
 49    -25.314   -182.550 -0.17244    
 50    -10.664   -182.550 -0.16517    
 51      3.986   -182.550 -0.19469    
 52     18.636   -182.550  0.11440    
 53     33.286   -182.550  0.10728    
 54     47.936   -182.550  1.28072E-02
 55     62.586   -182.550 -0.15230    
 56     77.236   -182.550 -1.42808E-02
 57     91.886   -182.550  0.22490    
 58    106.536   -182.550  0.34791    
 59    121.186   -182.550  0.32036    
 60    135.836   -182.550  0.40050    
 61    150.486   -182.550  0.44733    
 62    165.136   -182.550  0.64177    
 63    179.786   -182.550  0.73254    
 64    194.436   -182.550  0.73549    
 65    209.086   -182.550  0.54842    
 66    223.736   -182.550  0.12851    
 67    238.386   -182.550  0.49689    
 68    253.036   -182.550  0.67246    
 69    267.686   -182.550  0.68685    
 70    267.686   -167.900  0.58145    
 71    253.036   -167.900  0.56176    
 72    238.386   -167.900  0.40522    
 73    223.736   -167.900  0.16661    
 74    209.086   -167.900  0.28179    
 75    194.436   -167.900  0.59468    
 76    179.786   -167.900  0.69830    
 77    165.136   -167.900  0.77757    
 78    150.486   -167.900  0.68928    
 79    135.836   -167.900  0.49545    
 80    121.186   -167.900  0.39671    
 81    106.536   -167.900  0.42066    
 82     91.886   -167.900  0.25199    
 83     77.236   -167.900  5.24374E-02
 84     62.586   -167.900 -3.48123E-02
 85     47.936   -167.900  5.63534E-03
 86     33.286   -167.900  1.64862E-02
 87     18.636   -167.900 -5.67646E-02
 88      3.986   -167.900 -0.19503    
 89    -10.664   -167.900 -0.16427    
 90    -25.314   -167.900 -0.17169    
 91    -39.964   -167.900 -0.10624    
 92    -54.614   -167.900  7.73873E-02
 93    -69.264   -167.900  0.17951    
 94    -83.914   -167.900  0.21471    
 95    -98.564   -153.250  0.20066    
 96    -83.914   -153.250  0.19927    
 97    -69.264   -153.250  0.17751    
 98    -54.614   -153.250  0.10753    
 99    -39.964   -153.250 -7.23520E-02
 100    -25.314   -153.250 -0.16324    
 101    -10.664   -153.250 -0.15831    
 102      3.986   -153.250 -0.18909    
 103     18.636   -153.250 -6.71949E-02
 104     33.286   -153.250  4.42875E-02
 105     47.936   -153.250  4.46476E-02
 106     62.586   -153.250  0.13381    
 107     77.236   -153.250  0.18980    
 108     91.886   -153.250  0.32327    
 109    106.536   -153.250  0.49639    
 110    121.186   -153.250  0.53365    
 111    135.836   -153.250  0.61650    
 112    150.486   -153.250  0.77085    
 113    165.136   -153.250  0.83656    
 114    179.786   -153.250  0.72759    
 115    194.436   -153.250  0.58228    
 116    209.086   -153.250  0.34471    
 117    223.736   -153.250  0.28817    
 118    238.386   -153.250  0.41923    
 119    253.036   -153.250  0.49741    
 120    267.686   -153.250  0.50972    
 121    267.686   -138.600  0.59005    
 122    253.036   -138.600  0.58487    
 123    238.386   -138.600  0.54087    
 124    223.736   -138.600  0.40456    
 125    209.086   -138.600  0.42571    
 126    194.436   -138.600  0.59136    
 127    179.786   -138.600  0.70454    
 128    165.136   -138.600  0.81507    
 129    150.486   -138.600  0.84594    
 130    135.836   -138.600  0.78451    
