!
! 02-AUG-2019 16:53:42
! Input file  : serpens_hcn10_conv.30m
! Input command: ANALYSE\PRINT area 13.6 15.9 /OUTPUT smm1_hcn10_red_comp1.txt
!
 1     33.286   -211.850 -6.82480E-02
 2     47.936   -211.850  8.43378E-02
 3     62.586   -211.850  0.12183    
 4     77.236   -211.850 -9.80226E-02
 5     91.886   -211.850  0.31656    
 6    106.536   -211.850  0.66673    
 7    121.186   -211.850   1.0264    
 8    135.836   -211.850  0.92367    
 9    150.486   -211.850  0.32336    
 10    165.136   -211.850  0.26271    
 11    179.786   -211.850 -1.28416E-02
 12    194.436   -211.850  0.16233    
 13    209.086   -211.850  4.49128E-02
 14    223.736   -211.850 -7.18771E-02
 15    238.386   -211.850 -0.12184    
 16    238.386   -197.200 -0.11052    
 17    223.736   -197.200 -0.10774    
 18    209.086   -197.200  3.94300E-02
 19    194.436   -197.200  0.15994    
 20    179.786   -197.200  4.32395E-03
 21    165.136   -197.200  0.26123    
 22    150.486   -197.200  0.33207    
 23    135.836   -197.200  0.94531    
 24    121.186   -197.200   1.0674    
 25    106.536   -197.200  0.67456    
 26     91.886   -197.200  0.31372    
 27     77.236   -197.200 -6.29475E-02
 28     62.586   -197.200  0.12153    
 29     47.936   -197.200  8.68637E-02
 30     33.286   -197.200  2.58630E-02
 31     18.636   -197.200  0.25192    
 32     18.636   -182.550 -0.18812    
 33     33.286   -182.550 -0.10014    
 34     47.936   -182.550 -4.20102E-02
 35     62.586   -182.550  8.20814E-02
 36     77.236   -182.550  0.12861    
 37     91.886   -182.550  0.38772    
 38    106.536   -182.550  0.89320    
 39    121.186   -182.550   1.8303    
 40    135.836   -182.550   1.4954    
 41    150.486   -182.550  0.57898    
 42    165.136   -182.550 -1.25054E-02
 43    179.786   -182.550 -9.08448E-03
 44    194.436   -182.550 -2.34301E-02
 45    209.086   -182.550  3.64869E-03
 46    223.736   -182.550 -0.15636    
 47    238.386   -182.550 -0.16199    
 48    238.386   -167.900 -1.34102E-02
 49    223.736   -167.900 -9.28307E-03
 50    209.086   -167.900  0.12179    
 51    194.436   -167.900  3.07198E-02
 52    179.786   -167.900  8.88010E-03
 53    165.136   -167.900  0.12109    
 54    150.486   -167.900  0.66295    
 55    135.836   -167.900   1.5104    
 56    121.186   -167.900   1.5324    
 57    106.536   -167.900  0.96863    
 58     91.886   -167.900  0.41003    
 59     77.236   -167.900  0.20255    
 60     62.586   -167.900  0.22414    
 61     47.936   -167.900  7.86841E-02
 62     33.286   -167.900 -0.16576    
 63     18.636   -167.900 -0.17440    
 64     18.636   -153.250 -5.70576E-02
 65     33.286   -153.250 -1.58929E-02
 66     47.936   -153.250  0.15006    
 67     62.586   -153.250  0.21487    
 68     77.236   -153.250  0.19358    
 69     91.886   -153.250  0.48092    
 70    106.536   -153.250   1.1116    
 71    121.186   -153.250   1.3262    
 72    135.836   -153.250   1.0724    
 73    150.486   -153.250  0.62981    
 74    165.136   -153.250  0.22213    
 75    179.786   -153.250  0.13310    
 76    194.436   -153.250  8.41769E-02
 77    209.086   -153.250  0.11797    
 78    223.736   -153.250  9.17642E-02
 79    238.386   -153.250  8.85525E-02
 80    238.386   -138.600  5.65032E-02
 81    223.736   -138.600  5.96509E-02
 82    209.086   -138.600  0.18126    
 83    194.436   -138.600 -5.51737E-03
 84    179.786   -138.600  0.21976    
 85    165.136   -138.600  0.15055    
 86    150.486   -138.600  0.34124    
 87    135.836   -138.600  0.81996    
 88    121.186   -138.600   1.2321    
 89    106.536   -138.600   1.1806    
 90     91.886   -138.600  0.53899    
 91     77.236   -138.600  0.33487    
 92     62.586   -138.600  0.19676    
 93     47.936   -138.600  0.29580    
 94     33.286   -138.600  0.30777    
 95     18.636   -138.600  0.28478    
 96      3.986   -138.600  0.20505    
 97    -10.664   -138.600  8.17364E-02
 98    -25.314   -138.600  9.07066E-02
 99    -39.964   -138.600  0.17593    
 100    -54.614   -138.600  0.18825    
 101    -69.264   -138.600  0.21112    
 102    -83.914   -138.600  0.25259    
 103    -83.914   -123.950  0.16635    
 104    -69.264   -123.950  0.17830    
 105    -54.614   -123.950  0.19803    
 106    -39.964   -123.950  0.17757    
 107    -25.314   -123.950  0.10830    
 108    -10.664   -123.950  8.31760E-02
 109      3.986   -123.950  0.19418    
 110     18.636   -123.950  0.26254    
 111     33.286   -123.950  0.16301    
 112     47.936   -123.950  0.26031    
 113     62.586   -123.950  0.13304    
 114     77.236   -123.950  0.31123    
 115     91.886   -123.950  0.30251    
 116    106.536   -123.950  0.68028    
 117    121.186   -123.950  0.71931    
 118    135.836   -123.950  0.59052    
 119    150.486   -123.950  7.95515E-02
 120    165.136   -123.950  0.11725    
 121    179.786   -123.950  1.18603E-02
 122    194.436   -123.950 -7.93055E-02
 123    209.086   -123.950  5.22135E-03
 124    223.736   -123.950  8.79062E-03
 125    238.386   -123.950  5.65993E-03
 126    238.386   -109.300 -2.62659E-02
 127    223.736   -109.300 -1.07864E-02
 128    209.086   -109.300  9.50358E-02
 129    194.436   -109.300  7.22208E-02
 130    179.786   -109.300  0.21206    
 131    165.136   -109.300  0.27528    
 132    150.486   -109.300  0.14181    
 133    135.836   -109.300  0.28829    
 134    121.186   -109.300  0.49269    
 135    106.536   -109.300  0.54533    
 136     91.886   -109.300  0.49013    
 137     77.236   -109.300  0.33340    
 138     62.586   -109.300  0.31975    
 139     47.936   -109.300  0.17507    
 140     33.286   -109.300  0.17280    
 141     18.636   -109.300  0.17494    
 142      3.986   -109.300  0.18222    
 143    -10.664   -109.300  0.19084    
 144    -25.314   -109.300  0.22373    
 145    -39.964   -109.300  0.21569    
 146    -54.614   -109.300  0.27522    
 147    -69.264   -109.300  0.24897    
 148    -83.914   -109.300  0.25354    
 149    -83.914    -94.650  7.66198E-02
 150    -69.264    -94.650  8.87758E-02
 151    -54.614    -94.650  0.17173    
 152    -39.964    -94.650  0.25786    
 153    -25.314    -94.650  0.13065    
 154    -10.664    -94.650  0.19321    
 155      3.986    -94.650  0.10019    
 156     18.636    -94.650  7.85178E-03
 157     33.286    -94.650  0.13561    
 158     47.936    -94.650  0.11367    
 159     62.586    -94.650  0.31218    
 160     77.236    -94.650  0.39229    
 161     91.886    -94.650  0.57221    
 162    106.536    -94.650  0.43100    
 163    121.186    -94.650  0.31587    
 164    135.836    -94.650  0.31570    
 165    150.486    -94.650  0.23706    
 166    165.136    -94.650  0.47627    
 167    179.786    -94.650  0.21531    
 168    194.436    -94.650  0.14350    
 169    209.086    -94.650  0.15189    
 170    223.736    -94.650  4.25624E-02
 171    238.386    -94.650  3.17962E-02
 172    238.386    -80.000  0.29262    
