!
! 01-AUG-2019 13:42:15
! Input file  : serpens_cn10_conv.30m
! Input command: ANALYSE\PRINT area -38.9 -37.1 /OUTPUT smm1_cn10_red_comp4.txt
!
 1    238.386   -226.500  8.83577E-02
 2    223.736   -226.500  0.10447    
 3    209.086   -226.500  0.10239    
 4    194.436   -226.500  8.72686E-02
 5    179.786   -226.500  4.68650E-02
 6    165.136   -226.500  0.28599    
 7    150.486   -226.500  0.27489    
 8    135.836   -226.500  0.13605    
 9    121.186   -226.500  0.27399    
 10    106.536   -226.500  0.32615    
 11     91.886   -226.500  0.33330    
 12     77.236   -226.500  0.33429    
 13     33.286   -211.850  1.63008E-02
 14     47.936   -211.850  0.10544    
 15     62.586   -211.850  1.17650E-02
 16     77.236   -211.850  0.19758    
 17     91.886   -211.850  0.29691    
 18    106.536   -211.850  0.28907    
 19    121.186   -211.850  0.23669    
 20    135.836   -211.850  0.13802    
 21    150.486   -211.850  0.30875    
 22    165.136   -211.850  0.24450    
 23    179.786   -211.850  0.10954    
 24    194.436   -211.850  0.16834    
 25    209.086   -211.850  0.18571    
 26    223.736   -211.850  0.18813    
 27    238.386   -211.850  0.17070    
 28    253.036   -211.850  0.13769    
 29    267.686   -211.850  0.27404    
 30    267.686   -197.200  7.75799E-02
 31    253.036   -197.200  7.87992E-02
 32    238.386   -197.200  0.10994    
 33    223.736   -197.200  0.19993    
 34    209.086   -197.200  0.20161    
 35    194.436   -197.200  0.19802    
 36    179.786   -197.200  0.18091    
 37    165.136   -197.200  0.21476    
 38    150.486   -197.200  0.28876    
 39    135.836   -197.200  0.19637    
 40    121.186   -197.200  0.19866    
 41    106.536   -197.200  0.20057    
 42     91.886   -197.200  0.11351    
 43     77.236   -197.200 -4.82679E-02
 44     62.586   -197.200  3.57250E-02
 45     47.936   -197.200  0.11389    
 46     33.286   -197.200  8.59198E-02
 47     18.636   -197.200  7.64604E-02
 48    -39.964   -182.550 -0.13553    
 49    -25.314   -182.550 -0.20418    
 50    -10.664   -182.550 -0.11745    
 51      3.986   -182.550  5.38988E-02
 52     18.636   -182.550  8.59738E-02
 53     33.286   -182.550  9.59975E-02
 54     47.936   -182.550  0.12602    
 55     62.586   -182.550  7.72344E-02
 56     77.236   -182.550 -2.15768E-02
 57     91.886   -182.550 -7.42241E-03
 58    106.536   -182.550  0.17978    
 59    121.186   -182.550  0.26595    
 60    135.836   -182.550  0.27016    
 61    150.486   -182.550  0.27417    
 62    165.136   -182.550  0.20070    
 63    179.786   -182.550  0.17049    
 64    194.436   -182.550  0.14415    
 65    209.086   -182.550  0.19035    
 66    223.736   -182.550  0.16169    
 67    238.386   -182.550  7.21349E-02
 68    253.036   -182.550  1.81494E-02
 69    267.686   -182.550  1.39099E-02
 70    267.686   -167.900 -5.69914E-03
 71    253.036   -167.900  3.78500E-03
 72    238.386   -167.900  7.52033E-02
 73    223.736   -167.900  0.12301    
 74    209.086   -167.900  0.19727    
 75    194.436   -167.900  0.14109    
 76    179.786   -167.900  0.11181    
 77    165.136   -167.900  0.10279    
 78    150.486   -167.900  0.18250    
 79    135.836   -167.900  0.21349    
 80    121.186   -167.900  0.26987    
 81    106.536   -167.900  0.19222    
 82     91.886   -167.900  6.44748E-02
 83     77.236   -167.900  4.16015E-02
 84     62.586   -167.900  0.13738    
 85     47.936   -167.900  0.14032    
 86     33.286   -167.900  0.11055    
 87     18.636   -167.900 -1.53089E-02
 88      3.986   -167.900  5.34955E-02
 89    -10.664   -167.900 -0.11662    
