!
! 02-AUG-2019 16:51:17
! Input file  : serpens_hcn10_conv.30m
! Input command: ANALYSE\PRINT area 10.0 11.9 /OUTPUT smm1_hcn10_blue_comp1.txt
!
 1     33.286   -211.850  0.32206    
 2     47.936   -211.850  0.39853    
 3     62.586   -211.850  0.64119    
 4     77.236   -211.850  0.51757    
 5     91.886   -211.850  0.78372    
 6    106.536   -211.850   1.0874    
 7    121.186   -211.850   1.7200    
 8    135.836   -211.850   1.9227    
 9    150.486   -211.850   1.5489    
 10    165.136   -211.850   1.7619    
 11    179.786   -211.850   1.8323    
 12    194.436   -211.850   1.9688    
 13    209.086   -211.850   1.5542    
 14    223.736   -211.850   1.4430    
 15    238.386   -211.850   1.1848    
 16    238.386   -197.200   1.1203    
 17    223.736   -197.200   1.1496    
 18    209.086   -197.200   1.5415    
 19    194.436   -197.200   1.9671    
 20    179.786   -197.200   1.8391    
 21    165.136   -197.200   1.7642    
 22    150.486   -197.200   1.5658    
 23    135.836   -197.200   1.9260    
 24    121.186   -197.200   1.7332    
 25    106.536   -197.200   1.0945    
 26     91.886   -197.200  0.78852    
 27     77.236   -197.200  0.51411    
 28     62.586   -197.200  0.63966    
 29     47.936   -197.200  0.39549    
 30     33.286   -197.200  0.27049    
 31     18.636   -197.200  0.14689    
 32     18.636   -182.550  0.14345    
 33     33.286   -182.550  0.11670    
 34     47.936   -182.550  0.34140    
 35     62.586   -182.550  0.50360    
 36     77.236   -182.550  0.70356    
 37     91.886   -182.550  0.95766    
 38    106.536   -182.550   1.6370    
 39    121.186   -182.550   2.3002    
 40    135.836   -182.550   2.4076    
 41    150.486   -182.550   2.1421    
 42    165.136   -182.550   1.9462    
 43    179.786   -182.550   1.7768    
 44    194.436   -182.550   1.6918    
 45    209.086   -182.550   1.3470    
 46    223.736   -182.550  0.83957    
 47    238.386   -182.550  0.82057    
 48    238.386   -167.900  0.64019    
 49    223.736   -167.900  0.65652    
 50    209.086   -167.900   1.1058    
 51    194.436   -167.900   1.3631    
 52    179.786   -167.900   1.8839    
 53    165.136   -167.900   2.3260    
 54    150.486   -167.900   2.6018    
 55    135.836   -167.900   2.6541    
 56    121.186   -167.900   2.4380    
 57    106.536   -167.900   2.0073    
 58     91.886   -167.900   1.2880    
 59     77.236   -167.900  0.77830    
 60     62.586   -167.900  0.49605    
 61     47.936   -167.900  0.26499    
 62     33.286   -167.900  0.20588    
 63     18.636   -167.900  0.19970    
 64     18.636   -153.250  0.37339    
 65     33.286   -153.250  0.39040    
 66     47.936   -153.250  0.48431    
 67     62.586   -153.250  0.58811    
 68     77.236   -153.250  0.88258    
 69     91.886   -153.250   1.3208    
 70    106.536   -153.250   2.2281    
 71    121.186   -153.250   2.6212    
 72    135.836   -153.250   2.5133    
 73    150.486   -153.250   2.7928    
 74    165.136   -153.250   2.6891    
 75    179.786   -153.250   2.1816    
 76    194.436   -153.250   1.3971    
 77    209.086   -153.250   1.1532    
 78    223.736   -153.250  0.99449    
 79    238.386   -153.250  0.98373    
 80    238.386   -138.600   1.0211    
 81    223.736   -138.600   1.0264    
 82    209.086   -138.600   1.2059    
 83    194.436   -138.600   1.7629    
 84    179.786   -138.600   2.2922    
 85    165.136   -138.600   2.7863    
 86    150.486   -138.600   2.8460    
 87    135.836   -138.600   2.8163    
 88    121.186   -138.600   3.3050    
 89    106.536   -138.600   3.1641    
 90     91.886   -138.600   2.1518    
 91     77.236   -138.600   1.4783    
 92     62.586   -138.600   1.3504    
 93     47.936   -138.600   1.0358    
 94     33.286   -138.600  0.91667    
 95     18.636   -138.600  0.99519    
 96      3.986   -138.600   1.2230    
 97    -10.664   -138.600  0.88633    
 98    -25.314   -138.600  0.74106    
 99    -39.964   -138.600  0.57105    
 100    -54.614   -138.600  0.43200    
 101    -69.264   -138.600 -5.61545E-02
 102    -83.914   -138.600 -0.40566    
 103    -83.914   -123.950 -0.30673    
 104    -69.264   -123.950 -0.26268    
 105    -54.614   -123.950  0.42529    
 106    -39.964   -123.950  0.57177    
 107    -25.314   -123.950  0.74566    
 108    -10.664   -123.950  0.88691    
 109      3.986   -123.950   1.2174    
 110     18.636   -123.950   1.5795    
 111     33.286   -123.950   2.2501    
 112     47.936   -123.950   2.4693    
 113     62.586   -123.950   2.5760    
 114     77.236   -123.950   2.4421    
 115     91.886   -123.950   3.1243    
 116    106.536   -123.950   4.1287    
 117    121.186   -123.950   3.9297    
 118    135.836   -123.950   2.9669    
 119    150.486   -123.950   2.5011    
 120    165.136   -123.950   2.4769    
 121    179.786   -123.950   2.0306    
 122    194.436   -123.950   1.4551    
 123    209.086   -123.950   1.0126    
 124    223.736   -123.950  0.60323    
 125    238.386   -123.950  0.58161    
 126    238.386   -109.300  0.35162    
 127    223.736   -109.300  0.35760    
 128    209.086   -109.300  0.70971    
 129    194.436   -109.300   1.2093    
 130    179.786   -109.300   1.5631    
 131    165.136   -109.300   1.9955    
 132    150.486   -109.300   2.3522    
 133    135.836   -109.300   2.7682    
 134    121.186   -109.300   3.5284    
 135    106.536   -109.300   3.9951    
 136     91.886   -109.300   3.3529    
 137     77.236   -109.300   2.8622    
 138     62.586   -109.300   3.3323    
 139     47.936   -109.300   3.1087    
 140     33.286   -109.300   2.3791    
 141     18.636   -109.300   1.5769    
 142      3.986   -109.300   1.2531    
 143    -10.664   -109.300   1.1004    
 144    -25.314   -109.300  0.98777    
 145    -39.964   -109.300  0.69178    
 146    -54.614   -109.300  0.46207    
